Player,Player Link,Player Key,Team,Team Link,Position,Age,2025-26,2026-27,2027-28,2028-29,2029-30
Scotty Pippen Jr.,https://www.spotrac.com/nba/player/_/id/78256/scotty-pippen,scotty-pippen,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,PG,24,$2270735,$2461462,$2789215,UFA,
Seth Curry,https://www.spotrac.com/nba/player/_/id/13512/seth-curry,seth-curry,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly,SG,34,UFA,UFA,,,
Seth Lundy,https://www.spotrac.com/nba/player/_/id/84472/seth-lundy,seth-lundy,LA Clippers,https://www.spotrac.com/nba/la-clippers/yearly,SG,24,Two-Way,RFA,,,
Shaedon Sharpe,https://www.spotrac.com/nba/player/_/id/78113/shaedon-sharpe,shaedon-sharpe,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,SG,21,$8399983,RFA,,,
Shai Gilgeous-Alexander,https://www.spotrac.com/nba/player/_/id/26977/shai-gilgeous-alexander,shai-gilgeous-alexander,Oklahoma City Thunder,https://www.spotrac.com/nba/oklahoma-city-thunder/yearly,PG,26,$38333050,$40806150,UFA,,
Shake Milton,https://www.spotrac.com/nba/player/_/id/27020/shake-milton,shake-milton,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,SG,28,$3000000,$3287406,UFA,,
Sidy Cissoko,https://www.spotrac.com/nba/player/_/id/84471/sidy-cissoko,sidy-cissoko,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,SG,20,Two-Way,RFA,,,
Simone Fontecchio,https://www.spotrac.com/nba/player/_/id/78654/simone-fontecchio,simone-fontecchio,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,SF,29,$8307692,UFA,,,
Spencer Dinwiddie,https://www.spotrac.com/nba/player/_/id/15390/spencer-dinwiddie,spencer-dinwiddie,Dallas Mavericks,https://www.spotrac.com/nba/dallas-mavericks/yearly,PG,31,UFA,,,,
Spencer Jones,https://www.spotrac.com/nba/player/_/id/95438/spencer-jones,spencer-jones,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,SF,23,RFA,,,,
Stanley Umude,https://www.spotrac.com/nba/player/_/id/79976/stanley-umude,stanley-umude,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,G,25,RFA,,,,
Stephen Curry,https://www.spotrac.com/nba/player/_/id/6287/stephen-curry,stephen-curry,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,PG,36,$59606817,$62587158,UFA,,
Stephon Castle,https://www.spotrac.com/nba/player/_/id/91750/stephon-castle,stephon-castle,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly,PG,20,$9560520,$10015920,$12670139,RFA,
Steven Adams,https://www.spotrac.com/nba/player/_/id/13325/steven-adams,steven-adams,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,C,31,UFA,,,,
Sviatoslav Mykhailiuk,https://www.spotrac.com/nba/player/_/id/27013/sviatoslav-mykhailiuk,sviatoslav-mykhailiuk,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,SG,27,$3675000,$3850000,$4025000,UFA,
Taj Gibson,https://www.spotrac.com/nba/player/_/id/6278/taj-gibson,taj-gibson,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly,C,39,UFA,,,,
Talen Horton-Tucker,https://www.spotrac.com/nba/player/_/id/31605/talen-horton-tucker,talen-horton-tucker,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,SG,24,UFA,,,,
Taran Armstrong,https://www.spotrac.com/nba/player/_/id/97480/taran-armstrong,taran-armstrong,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,G,23,RFA,,,,
Tari Eason,https://www.spotrac.com/nba/player/_/id/78123/tari-eason,tari-eason,Houston Rockets,https://www.spotrac.com/nba/houston-rockets/yearly,PF,23,$5675766,RFA,,,
Taurean Prince,https://www.spotrac.com/nba/player/_/id/20217/taurean-prince,taurean-prince,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,PF,30,UFA,,,,
Taylor Hendricks,https://www.spotrac.com/nba/player/_/id/82205/taylor-hendricks,taylor-hendricks,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,PF,21,$6127080,$7805900,UFA,,
Terance Mann,https://www.spotrac.com/nba/player/_/id/31607/terance-mann,terance-mann,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,SG,28,$15500000,$15500000,$16000000,UFA,
Terence Davis,https://www.spotrac.com/nba/player/_/id/32059/terence-davis,terence-davis,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,SG,27,$2546675,UFA,,,
Terrence Shannon Jr.,https://www.spotrac.com/nba/player/_/id/91774/terrence-shannon,terrence-shannon,Minnesota Timberwolves,https://www.spotrac.com/nba/minnesota-timberwolves/yearly,SG,24,$2674080,$2801640,$5054159,RFA,
Terry Rozier,https://www.spotrac.com/nba/player/_/id/17844/terry-rozier,terry-rozier,Miami Heat,https://www.spotrac.com/nba/miami-heat/yearly,PG,30,$26643031,UFA,,,
Thomas Bryant,https://www.spotrac.com/nba/player/_/id/23643/thomas-bryant,thomas-bryant,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,C,27,UFA,,,,
Tidjane Salaun,https://www.spotrac.com/nba/player/_/id/91756/tidjane-salaun,tidjane-salaun,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly,PF,19,$7863240,$8237880,$10445633,RFA,
Tim Hardaway Jr.,https://www.spotrac.com/nba/player/_/id/13337/tim-hardaway,tim-hardaway,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,SG,32,UFA,,,,
T.J. McConnell,https://www.spotrac.com/nba/player/_/id/18252/tj-mcconnell,tj-mcconnell,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,PG,32,$10200000,$11000000,$11800000,$11800000,
Tobias Harris,https://www.spotrac.com/nba/player/_/id/8070/tobias-harris,tobias-harris,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,PF,32,$26634146,UFA,,,
Tolu Smith III,https://www.spotrac.com/nba/player/_/id/95591/tolu-smith,tolu-smith,Detroit Pistons,https://www.spotrac.com/nba/detroit-pistons/yearly,F,24,Two-Way,RFA,,,
Tony Bradley,https://www.spotrac.com/nba/player/_/id/23623/tony-bradley,tony-bradley,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,C,27,UFA,UFA,,,
Torrey Craig,https://www.spotrac.com/nba/player/_/id/24230/torrey-craig,torrey-craig,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly,SF,34,UFA,,,,
Tosan Evbuomwan,https://www.spotrac.com/nba/player/_/id/85500/tosan-evbuomwan,tosan-evbuomwan,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,SG,23,Two-Way,RFA,,,
Toumani Camara,https://www.spotrac.com/nba/player/_/id/84478/toumani-camara,toumani-camara,Portland Trail Blazers,https://www.spotrac.com/nba/portland-trail-blazers/yearly,PF,24,$2221677,$2406205,UFA,,
Trae Young,https://www.spotrac.com/nba/player/_/id/26971/trae-young,trae-young,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,PG,26,$45999660,$48967380,UFA,,
Trayce Jackson-Davis,https://www.spotrac.com/nba/player/_/id/84443/trayce-jackson-davis,trayce-jackson-davis,Golden State Warriors,https://www.spotrac.com/nba/golden-state-warriors/yearly,PF,24,$2221677,$2406205,UFA,,
Tre Jones,https://www.spotrac.com/nba/player/_/id/70683/tre-jones,tre-jones,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,PG,25,UFA,,,,
Tre Mann,https://www.spotrac.com/nba/player/_/id/74125/tre-mann,tre-mann,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly,PG,23,RFA,,,,
Trendon Watford,https://www.spotrac.com/nba/player/_/id/74232/trendon-watford,trendon-watford,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,PF,24,UFA,,,,
Trentyn Flowers,https://www.spotrac.com/nba/player/_/id/95276/trentyn-flowers,trentyn-flowers,LA Clippers,https://www.spotrac.com/nba/la-clippers/yearly,F,19,RFA,,,,
Trevelin Queen,https://www.spotrac.com/nba/player/_/id/70720/trevelin-queen,trevelin-queen,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,SG,27,RFA,,,,
Trey Alexander,https://www.spotrac.com/nba/player/_/id/94483/trey-alexander,trey-alexander,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,SG,21,RFA,,,,
Trey Jemison,https://www.spotrac.com/nba/player/_/id/86044/trey-jemison,trey-jemison,Los Angeles Lakers,https://www.spotrac.com/nba/los-angeles-lakers/yearly,PF,25,Two-Way,RFA,,,
Trey Lyles,https://www.spotrac.com/nba/player/_/id/17840/trey-lyles,trey-lyles,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,PF,29,UFA,,,,
Trey Murphy III,https://www.spotrac.com/nba/player/_/id/74124/trey-murphy,trey-murphy,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,SF,24,$25000000,$27000000,$29000000,$31000000,
Tristan Da Silva,https://www.spotrac.com/nba/player/_/id/91759/tristan-da-silva,tristan-da-silva,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,SF,23,$3809520,$3991200,$6138466,RFA,
Tristan Thompson,https://www.spotrac.com/nba/player/_/id/8054/tristan-thompson,tristan-thompson,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,C,33,UFA,,,,
Tristan Vukcevic,https://www.spotrac.com/nba/player/_/id/84470/tristan-vukcevic,tristan-vukcevic,Washington Wizards,https://www.spotrac.com/nba/washington-wizards/yearly,C,21,RFA,,,,
Tristen Newton,https://www.spotrac.com/nba/player/_/id/93957/tristen-newton,tristen-newton,Minnesota Timberwolves,https://www.spotrac.com/nba/minnesota-timberwolves/yearly,PG,23,RFA,,,,
Ty Jerome,https://www.spotrac.com/nba/player/_/id/31582/ty-jerome,ty-jerome,Cleveland Cavaliers,https://www.spotrac.com/nba/cleveland-cavaliers/yearly,SG,27,UFA,,,,
Tyler Herro,https://www.spotrac.com/nba/player/_/id/31570/tyler-herro,tyler-herro,Miami Heat,https://www.spotrac.com/nba/miami-heat/yearly,SG,25,$31000000,$33000000,UFA,,
Tyler Kolek,https://www.spotrac.com/nba/player/_/id/91769/tyler-kolek,tyler-kolek,New York Knicks,https://www.spotrac.com/nba/new-york-knicks/yearly,PG,23,$2191897,$2296271,$2486995,RFA,
Tyler Smith,https://www.spotrac.com/nba/player/_/id/91762/tyler-smith,tyler-smith,Milwaukee Bucks,https://www.spotrac.com/nba/milwaukee-bucks/yearly,SF,20,$1955377,$2296271,$2486995,UFA,
Tyrese Haliburton,https://www.spotrac.com/nba/player/_/id/70654/tyrese-haliburton,tyrese-haliburton,Indiana Pacers,https://www.spotrac.com/nba/indiana-pacers/yearly,PG,24,$45550512,$48924624,$52298736,$55672848,
Tyrese Martin,https://www.spotrac.com/nba/player/_/id/78162/tyrese-martin,tyrese-martin,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,SF,25,$2191897,RFA,,,
Tyrese Maxey,https://www.spotrac.com/nba/player/_/id/70663/tyrese-maxey,tyrese-maxey,Philadelphia 76ers,https://www.spotrac.com/nba/philadelphia-76ers/yearly,PG,24,$37958760,$40770520,$43582280,$46394040,
TyTy Washington Jr.,https://www.spotrac.com/nba/player/_/id/78125/tyty-washington,tyty-washington,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly,PG,23,RFA,,,,
Tyus Jones,https://www.spotrac.com/nba/player/_/id/17852/tyus-jones,tyus-jones,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly,PG,28,UFA,,,,
Ulrich Chomche,https://www.spotrac.com/nba/player/_/id/91781/ulrich-chomche,ulrich-chomche,Toronto Raptors,https://www.spotrac.com/nba/toronto-raptors/yearly,PF,19,Two-Way,RFA,,,
Vasilije Micic,https://www.spotrac.com/nba/player/_/id/15404/vasilije-micic,vasilije-micic,Phoenix Suns,https://www.spotrac.com/nba/phoenix-suns/yearly,PG,31,$8109150,UFA,,,
Victor Wembanyama,https://www.spotrac.com/nba/player/_/id/82196/victor-wembanyama,victor-wembanyama,San Antonio Spurs,https://www.spotrac.com/nba/san-antonio-spurs/yearly,C,21,$13376880,$16868246,RFA,,
Vincent Williams Jr.,https://www.spotrac.com/nba/player/_/id/78158/vincent-williams,vincent-williams,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,SF,24,$2301587,$2489752,UFA,,
Vit Krejci,https://www.spotrac.com/nba/player/_/id/70679/vit-krejci,vit-krejci,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,PG,24,$2349578,$2667944,$3005085,UFA,
Vlatko Cancar,https://www.spotrac.com/nba/player/_/id/23650/vlatko-cancar,vlatko-cancar,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,PF,27,UFA,,,,
Walker Kessler,https://www.spotrac.com/nba/player/_/id/78133/walker-kessler,walker-kessler,Utah Jazz,https://www.spotrac.com/nba/utah-jazz/yearly,C,23,$4878938,RFA,,,
Wendell Carter Jr.,https://www.spotrac.com/nba/player/_/id/26973/wendell-carter,wendell-carter,Orlando Magic,https://www.spotrac.com/nba/orlando-magic/yearly,C,25,$10850000,$18102000,$19550160,$20998320,
Wendell Moore Jr.,https://www.spotrac.com/nba/player/_/id/78145/wendell-moore,wendell-moore,Charlotte Hornets,https://www.spotrac.com/nba/charlotte-hornets/yearly,SG,23,RFA,,,,
Xavier Tillman,https://www.spotrac.com/nba/player/_/id/70677/xavier-tillman,xavier-tillman,Boston Celtics,https://www.spotrac.com/nba/boston-celtics/yearly,C,26,$2546675,UFA,,,
Yuki Kawamura,https://www.spotrac.com/nba/player/_/id/95565/yuki-kawamura,yuki-kawamura,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,G,23,RFA,,,,
Yves Missi,https://www.spotrac.com/nba/player/_/id/91761/yves-missi,yves-missi,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,C,20,$3353040,$3512760,$5595827,RFA,
Zaccharie Risacher,https://www.spotrac.com/nba/player/_/id/91733/zaccharie-risacher,zaccharie-risacher,Atlanta Hawks,https://www.spotrac.com/nba/atlanta-hawks/yearly,SF,19,$13197720,$13826040,$17434637,RFA,
Zach Collins,https://www.spotrac.com/nba/player/_/id/23605/zach-collins,zach-collins,Chicago Bulls,https://www.spotrac.com/nba/chicago-bulls/yearly,C,27,$18080496,UFA,,,
Zach Edey,https://www.spotrac.com/nba/player/_/id/91755/zach-edey,zach-edey,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,C,22,$6045000,$6332760,$8067937,RFA,
Zach LaVine,https://www.spotrac.com/nba/player/_/id/15365/zach-lavine,zach-lavine,Sacramento Kings,https://www.spotrac.com/nba/sacramento-kings/yearly,SG,29,$47499660,$48967380,UFA,,
Zeke Nnaji,https://www.spotrac.com/nba/player/_/id/70664/zeke-nnaji,zeke-nnaji,Denver Nuggets,https://www.spotrac.com/nba/denver-nuggets/yearly,PF,24,$8177778,$7466667,$7466667,UFA,
Ziaire Williams,https://www.spotrac.com/nba/player/_/id/74117/ziaire-williams,ziaire-williams,Brooklyn Nets,https://www.spotrac.com/nba/brooklyn-nets/yearly,SF,23,RFA,,,,
Zion Williamson,https://www.spotrac.com/nba/player/_/id/31558/zion-williamson,zion-williamson,New Orleans Pelicans,https://www.spotrac.com/nba/new-orleans-pelicans/yearly,PF,24,$39446090,$42166510,$44886930,UFA,
Zyon Pullin,https://www.spotrac.com/nba/player/_/id/94457/zyon-pullin,zyon-pullin,Memphis Grizzlies,https://www.spotrac.com/nba/memphis-grizzlies/yearly,PG,23,Two-Way,RFA,,,
