Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Key,FP,FPPG,FPPM,MPG,FPR
Christian Braun,23,DEN,SG,16,16,552,95,166,.572,21,45,.467,74,121,.612,.636,46,58,.793,20,57,77,30,21,11,21,37,257,0,,christian-braun,338,21.1,0.61,34.5,12.9
Christian Koloko,24,LAL,C,8,0,83,8,11,.727,0,1,.000,8,10,.800,.727,2,2,1.000,6,11,17,3,3,4,4,9,18,0,,christian-koloko,32,4.0,0.39,10.4,1.5
CJ McCollum,33,NOP,PG,5,5,167,38,85,.447,16,44,.364,22,41,.537,.541,6,8,.750,1,17,18,17,9,4,10,8,98,0,,cj-mccollum,128,25.6,0.77,33.4,19.6
Clint Capela,30,ATL,C,18,18,409,92,147,.626,0,0,,92,147,.626,.626,26,47,.553,59,90,149,23,9,15,15,35,210,0,,clint-capela,356,19.8,0.87,22.7,17.2
Coby White,24,CHI,SG,18,18,592,114,258,.442,61,159,.384,53,99,.535,.560,54,62,.871,6,56,62,87,23,5,45,46,343,0,,coby-white,429,23.8,0.72,32.9,17.3
Cody Martin,29,CHO,SF,17,3,432,54,117,.462,22,59,.373,32,58,.552,.556,17,24,.708,20,57,77,35,18,12,16,36,147,0,,cody-martin,237,13.9,0.55,25.4,7.6
Cody Williams,20,UTA,SG,16,7,299,18,67,.269,7,37,.189,11,30,.367,.321,6,10,.600,8,29,37,19,7,5,11,20,49,0,,cody-williams,86,5.4,0.29,18.7,1.5
Colby Jones,22,SAC,SG,10,0,41,4,9,.444,2,4,.500,2,5,.400,.556,0,0,,1,4,5,2,1,2,3,4,10,0,,colby-jones,13,1.3,0.32,4.1,0.4
Cole Anthony,24,ORL,PG,17,0,175,25,69,.362,8,30,.267,17,39,.436,.420,18,27,.667,6,32,38,29,8,1,19,23,76,0,,cole-anthony,110,6.5,0.63,10.3,4.1
Cole Swider,25,DET,SF,1,0,4,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,0,1,0,0,,cole-swider,0,0.0,0.0,4.0,0.0
Colin Castleton,24,MEM,C,6,0,14,0,1,.000,0,1,.000,0,0,,.000,4,4,1.000,0,5,5,0,0,1,0,2,4,0,,colin-castleton,8,1.3,0.57,2.3,0.8
Collin Gillespie,25,PHO,PG,1,0,3,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,0,0,0,0,0,0,0,3,0,,collin-gillespie,3,3.0,1.0,3.0,3.0
Collin Sexton,26,UTA,SG,16,14,437,87,185,.470,30,65,.462,57,120,.475,.551,60,68,.882,11,30,41,49,13,2,40,44,264,0,,collin-sexton,285,17.8,0.65,27.3,11.6
Corey Kispert,25,WAS,SF,15,0,439,61,149,.409,31,95,.326,30,54,.556,.513,18,22,.818,4,43,47,24,10,1,16,24,171,0,,corey-kispert,213,14.2,0.49,29.3,6.9
Cory Joseph,33,ORL,PG,11,0,39,4,14,.286,4,11,.364,0,3,.000,.429,0,0,,2,6,8,8,2,2,1,3,12,0,,cory-joseph,28,2.5,0.72,3.5,1.8
Craig Porter Jr.,24,CLE,PG,13,0,136,17,29,.586,5,10,.500,12,19,.632,.672,3,5,.600,1,13,14,20,5,6,9,7,42,0,,craig-porter,71,5.5,0.52,10.5,2.9
Dalano Banton,25,POR,PG,16,0,252,53,128,.414,21,55,.382,32,73,.438,.496,27,41,.659,4,32,36,40,14,11,26,20,154,0,,dalano-banton,209,13.1,0.83,15.8,10.8
Dalen Terry,22,CHI,SG,18,0,247,28,60,.467,8,21,.381,20,39,.513,.533,21,27,.778,14,15,29,19,13,7,17,24,85,0,,dalen-terry,112,6.2,0.45,13.7,2.8
Dalton Knecht,23,LAL,SF,16,5,369,67,130,.515,36,80,.450,31,50,.620,.654,14,15,.933,8,36,44,18,7,0,6,21,184,0,,dalton-knecht,226,14.1,0.61,23.1,8.7
Damian Lillard,34,MIL,PG,14,14,501,109,253,.431,40,125,.320,69,128,.539,.510,95,104,.913,9,55,64,103,12,2,38,26,353,0,,damian-lillard,470,33.6,0.94,35.8,31.5
Damion Lee,32,PHO,SG,4,0,37,4,14,.286,1,9,.111,3,5,.600,.321,6,6,1.000,0,5,5,5,2,0,3,1,15,0,,damion-lee,23,5.8,0.62,9.2,3.6
D'Angelo Russell,28,LAL,PG,16,8,431,63,165,.382,26,90,.289,37,75,.493,.461,27,29,.931,5,31,36,80,15,3,27,29,179,0,,dangelo-russell,257,16.1,0.6,26.9,9.6
Daniel Gafford,26,DAL,C,18,11,379,95,132,.720,0,0,,95,132,.720,.720,31,46,.674,54,66,120,21,10,24,15,49,221,0,,daniel-gafford,332,18.4,0.88,21.1,16.2
Daniel Theis,32,NOP,C,13,7,193,20,47,.426,3,15,.200,17,32,.531,.457,8,10,.800,9,36,45,19,3,10,8,19,51,0,,daniel-theis,101,7.8,0.52,14.8,4.1
Daniss Jenkins,23,DET,PG,2,0,5,0,2,.000,0,2,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,1,0,0,,daniss-jenkins,-1,-0.5,-0.2,2.5,0.1
Dario Šarić,30,DEN,C,10,3,136,12,40,.300,5,19,.263,7,21,.333,.363,5,6,.833,9,26,35,11,6,0,11,14,34,0,,dario-saric,61,6.1,0.45,13.6,2.7
Dariq Whitehead,20,BRK,SF,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,0,0,0,,dariq-whitehead,-1,-1.0,-0.5,2.0,0.5
Darius Garland,25,CLE,PG,17,17,515,126,258,.488,50,114,.439,76,144,.528,.585,43,46,.935,9,32,41,118,20,5,44,41,345,0,,darius-garland,444,26.1,0.86,30.3,22.5
David Duke Jr.,25,SAS,SG,1,0,8,1,4,.250,0,1,.000,1,3,.333,.250,1,2,.500,0,0,0,2,0,0,0,1,3,0,,david-duke,4,4.0,0.5,8.0,2.0
David Roddy,23,ATL,PF,12,1,200,27,47,.574,10,23,.435,17,24,.708,.681,11,13,.846,4,35,39,19,6,2,13,11,75,0,,david-roddy,117,9.8,0.58,16.7,5.7
Davion Mitchell,26,TOR,PG,18,13,521,52,130,.400,18,61,.295,34,69,.493,.469,16,24,.667,10,35,45,102,17,4,41,53,138,0,,davion-mitchell,212,11.8,0.41,28.9,4.8
De'Aaron Fox,27,SAC,PG,18,18,682,183,363,.504,38,110,.345,145,253,.573,.556,102,125,.816,16,70,86,102,30,2,64,48,506,0,,deaaron-fox,614,34.1,0.9,37.9,30.7
Dean Wade,28,CLE,PF,13,7,285,24,61,.393,18,51,.353,6,10,.600,.541,5,12,.417,8,46,54,20,13,5,4,22,71,0,,dean-wade,137,10.5,0.48,21.9,5.1
Deandre Ayton,26,POR,C,11,11,322,68,131,.519,5,13,.385,63,118,.534,.538,5,8,.625,33,83,116,11,10,5,16,22,146,0,,deandre-ayton,250,22.7,0.78,29.3,17.6
De'Andre Hunter,27,ATL,SF,7,2,190,38,87,.437,13,38,.342,25,49,.510,.511,26,29,.897,5,25,30,9,7,2,8,21,115,0,,deandre-hunter,134,19.1,0.71,27.1,13.5
DeAndre Jordan,36,DEN,C,7,0,66,10,18,.556,0,0,,10,18,.556,.556,1,4,.250,10,13,23,4,2,1,7,10,21,0,,deandre-jordan,34,4.9,0.52,9.4,2.5
De'Anthony Melton,26,GSW,SG,6,2,121,22,54,.407,13,35,.371,9,19,.474,.528,5,8,.625,6,14,20,17,7,2,10,18,62,0,,deanthony-melton,80,13.3,0.66,20.2,8.8
Dejounte Murray,28,NOP,PG,1,1,30,4,15,.267,0,3,.000,4,12,.333,.267,6,7,.857,0,8,8,10,1,0,1,0,14,0,,dejounte-murray,32,32.0,1.07,30.0,34.1
Delon Wright,32,MIL,PG,14,2,235,13,41,.317,6,27,.222,7,14,.500,.390,3,6,.500,6,16,22,25,11,6,6,9,35,0,,delon-wright,84,6.0,0.36,16.8,2.1
DeMar DeRozan,35,SAC,SF,15,15,545,128,252,.508,10,34,.294,118,218,.541,.528,73,89,.820,8,54,62,62,22,9,28,23,339,0,,demar-derozan,443,29.5,0.81,36.3,24.0
Deni Avdija,24,POR,SF,18,10,461,60,158,.380,18,63,.286,42,95,.442,.437,54,70,.771,24,86,110,53,18,17,38,34,192,0,,deni-avdija,318,17.7,0.69,25.6,12.2
Dennis Schröder,31,BRK,PG,17,17,581,105,230,.457,46,111,.414,59,119,.496,.557,50,58,.862,3,50,53,111,21,3,41,43,306,0,,dennis-schroder,410,24.1,0.71,34.2,17.0
Dereck Lively II,20,DAL,C,14,7,309,51,73,.699,0,0,,51,73,.699,.699,20,34,.588,37,61,98,31,8,22,15,43,122,0,,dereck-lively,223,15.9,0.72,22.1,11.5
Derrick Jones Jr.,27,LAC,SF,19,19,493,77,153,.503,26,60,.433,51,93,.548,.588,24,28,.857,25,42,67,19,25,4,19,43,204,0,,derrick-jones,257,13.5,0.52,25.9,7.1
Derrick White,30,BOS,SG,18,18,628,115,244,.471,68,164,.415,47,80,.588,.611,34,40,.850,22,62,84,80,14,20,27,44,332,0,,derrick-white,459,25.5,0.73,34.9,18.6
Desmond Bane,26,MEM,SG,11,10,306,62,147,.422,22,68,.324,40,79,.506,.497,24,31,.774,10,63,73,38,9,7,24,28,170,0,,desmond-bane,245,22.3,0.8,27.8,17.8
Devin Booker,28,PHO,SG,16,16,588,126,288,.438,41,121,.339,85,167,.509,.509,93,105,.886,21,38,59,103,16,7,33,35,386,0,,devin-booker,503,31.4,0.86,36.8,26.9
Devin Vassell,24,SAS,SG,4,0,90,22,49,.449,10,27,.370,12,22,.545,.551,11,11,1.000,1,4,5,14,2,2,7,9,65,0,,devin-vassell,72,18.0,0.8,22.5,14.4
Dillon Brooks,29,HOU,SF,18,18,541,83,198,.419,37,94,.394,46,104,.442,.513,23,28,.821,23,42,65,23,12,3,14,55,226,0,,dillon-brooks,260,14.4,0.48,30.1,6.9
Dillon Jones,23,OKC,SF,16,0,132,14,42,.333,4,24,.167,10,18,.556,.381,3,6,.500,13,19,32,11,3,1,7,17,35,0,,dillon-jones,58,3.6,0.44,8.2,1.6
D.J. Carton,24,TOR,SG,4,0,33,1,7,.143,0,3,.000,1,4,.250,.143,1,1,1.000,0,4,4,3,2,0,4,1,3,0,,dj-carton,7,1.8,0.21,8.2,0.4
Domantas Sabonis,28,SAC,C,16,16,584,122,196,.622,16,40,.400,106,156,.679,.663,60,71,.845,45,161,206,100,13,8,58,59,320,3,,domantas-sabonis,530,33.1,0.91,36.5,30.1
Dominick Barlow,21,ATL,SF,2,0,11,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,0,0,0,0,0,0,0,1,1,0,,dominick-barlow,0,0.0,0.0,5.5,0.0
Donovan Clingan,20,POR,C,17,6,289,40,76,.526,3,9,.333,37,67,.552,.546,16,22,.727,54,60,114,5,9,37,17,50,99,0,,donovan-clingan,197,11.6,0.68,17.0,7.9
Donovan Mitchell,28,CLE,SG,17,17,531,149,317,.470,62,151,.411,87,166,.524,.568,55,66,.833,9,66,75,63,24,4,33,37,415,0,,donovan-mitchell,511,30.1,0.96,31.2,28.9
Donte DiVincenzo,28,MIN,SG,16,1,418,52,146,.356,38,114,.333,14,32,.438,.486,11,14,.786,6,44,50,52,22,5,28,30,153,0,,donte-divincenzo,224,14.0,0.54,26.1,7.5
Dorian Finney-Smith,31,BRK,PF,14,14,403,54,116,.466,32,78,.410,22,38,.579,.603,11,18,.611,27,36,63,25,13,8,15,45,151,0,,dorian-finney-smith,200,14.3,0.5,28.8,7.1
Doug McDermott,33,SAC,SF,14,2,132,14,43,.326,11,36,.306,3,7,.429,.453,3,5,.600,0,12,12,3,2,1,1,14,42,0,,doug-mcdermott,45,3.2,0.34,9.4,1.1
Draymond Green,34,GSW,PF,17,17,479,46,108,.426,25,59,.424,21,49,.429,.542,28,47,.596,15,88,103,100,16,16,36,58,145,0,,draymond-green,286,16.8,0.6,28.2,10.0
Drew Eubanks,27,UTA,C,13,0,192,24,42,.571,1,3,.333,23,39,.590,.583,9,17,.529,19,38,57,15,3,8,10,17,58,0,,drew-eubanks,114,8.8,0.59,14.8,5.2
Drew Peterson,25,BOS,PF,3,0,7,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,1,1,2,1,0,0,0,,drew-peterson,4,1.3,0.57,2.3,0.8
Dru Smith,27,MIA,SG,5,0,52,6,13,.462,2,5,.400,4,8,.500,.538,0,0,,2,11,13,5,3,4,3,4,14,0,,dru-smith,32,6.4,0.62,10.4,3.9
Duncan Robinson,30,MIA,SF,13,2,261,46,119,.387,32,86,.372,14,33,.424,.521,6,7,.857,4,22,26,23,7,3,10,28,130,0,,duncan-robinson,151,11.6,0.58,20.1,6.7
Duop Reath,28,POR,C,10,0,49,5,18,.278,3,13,.231,2,5,.400,.361,0,0,,5,3,8,2,0,2,1,5,13,0,,duop-reath,19,1.9,0.39,4.9,0.7
Dwight Powell,33,DAL,C,13,0,116,6,8,.750,0,0,,6,8,.750,.750,13,18,.722,9,17,26,9,5,7,5,21,25,0,,dwight-powell,46,3.5,0.4,8.9,1.4
Dyson Daniels,21,ATL,SG,16,16,539,97,215,.451,20,67,.299,77,148,.520,.498,16,25,.640,25,50,75,50,50,16,31,43,230,0,,dyson-daniels,347,21.7,0.64,33.7,14.0
E.J. Liddell,24,CHI,PF,3,0,7,2,3,.667,2,3,.667,0,0,,1.000,0,0,,0,0,0,1,0,1,0,0,6,0,,ej-liddell,8,2.7,1.14,2.3,3.0
Elfrid Payton,30,NOP,PG,3,3,79,14,25,.560,0,1,.000,14,24,.583,.560,1,2,.500,2,13,15,33,5,0,11,9,29,0,,elfrid-payton,62,20.7,0.78,26.3,16.2
Enrique Freeman,24,IND,PF,10,1,93,6,15,.400,1,5,.200,5,10,.500,.433,5,9,.556,3,7,10,5,2,1,3,14,18,0,,enrique-freeman,19,1.9,0.2,9.3,0.4
Eric Gordon,36,PHI,SG,14,1,247,24,70,.343,10,40,.250,14,30,.467,.414,17,22,.773,2,11,13,19,8,5,13,12,75,0,,eric-gordon,95,6.8,0.38,17.6,2.6
Evan Mobley,23,CLE,PF,17,17,518,117,208,.563,11,31,.355,106,177,.599,.589,54,64,.844,37,115,152,44,15,26,39,36,299,0,,evan-mobley,461,27.1,0.89,30.5,24.1
Franz Wagner,23,ORL,SF,19,19,611,165,348,.474,42,118,.356,123,230,.535,.534,73,87,.839,18,87,105,107,35,6,40,46,445,0,,franz-wagner,612,32.2,1.0,32.2,32.3
Fred VanVleet,30,HOU,PG,17,17,577,89,226,.394,36,118,.305,53,108,.491,.473,33,42,.786,10,63,73,104,31,6,20,43,247,0,,fred-vanvleet,398,23.4,0.69,33.9,16.1
Gabe Vincent,28,LAL,PG,16,0,282,19,62,.306,8,39,.205,11,23,.478,.371,2,4,.500,4,11,15,9,10,0,8,27,48,0,,gabe-vincent,47,2.9,0.17,17.6,0.5
Garrett Temple,38,TOR,SG,6,0,25,2,5,.400,1,2,.500,1,3,.333,.500,0,0,,1,3,4,5,3,1,1,6,5,0,,garrett-temple,11,1.8,0.44,4.2,0.8
Garrison Mathews,28,ATL,SG,16,1,309,42,92,.457,36,76,.474,6,16,.375,.652,23,26,.885,3,15,18,26,12,3,7,28,143,0,,garrison-mathews,167,10.4,0.54,19.3,5.6
Gary Harris,30,ORL,SG,17,2,282,24,60,.400,17,46,.370,7,14,.500,.542,4,6,.667,9,14,23,7,9,5,7,13,69,0,,gary-harris,93,5.5,0.33,16.6,1.8
Gary Payton II,32,GSW,PG,17,2,211,36,61,.590,3,16,.188,33,45,.733,.615,5,8,.625,16,22,38,21,13,5,9,23,80,0,,gary-payton,125,7.4,0.59,12.4,4.4
Gary Trent Jr.,26,MIL,SG,15,7,384,45,111,.405,31,77,.403,14,34,.412,.545,15,16,.938,2,26,28,14,13,0,10,35,136,0,,gary-trent,146,9.7,0.38,25.6,3.7
Georges Niang,31,CLE,PF,18,1,359,58,131,.443,30,87,.345,28,44,.636,.557,4,5,.800,10,53,63,21,8,4,16,42,150,0,,georges-niang,188,10.4,0.52,19.9,5.5
Giannis Antetokounmpo,30,MIL,PF,16,16,560,209,344,.608,3,14,.214,206,330,.624,.612,97,161,.602,34,157,191,102,9,23,52,46,518,2,,giannis-antetokounmpo,745,46.6,1.33,35.0,61.9
Goga Bitadze,25,ORL,C,15,12,317,52,76,.684,0,7,.000,52,69,.754,.684,13,17,.765,37,60,97,24,9,21,21,36,117,0,,goga-bitadze,211,14.1,0.67,21.1,9.4
Gradey Dick,21,TOR,SG,17,17,560,103,247,.417,40,117,.342,63,130,.485,.498,62,68,.912,11,41,52,38,15,5,31,38,308,0,,gradey-dick,349,20.5,0.62,32.9,12.8
Grant Williams,26,CHO,PF,16,7,479,54,123,.439,27,74,.365,27,49,.551,.549,31,37,.838,18,64,82,37,18,13,28,46,166,0,,grant-williams,242,15.1,0.51,29.9,7.6
Grayson Allen,29,PHO,SG,12,0,262,38,101,.376,28,80,.350,10,21,.476,.515,20,26,.769,6,23,29,12,7,4,16,16,124,0,,grayson-allen,144,12.0,0.55,21.8,6.6
Guerschon Yabusele,29,PHI,PF,16,3,354,54,114,.474,26,63,.413,28,51,.549,.588,12,19,.632,28,56,84,28,11,8,20,45,146,0,,guerschon-yabusele,212,13.2,0.6,22.1,7.9
Gui Santos,22,GSW,PF,6,0,22,2,5,.400,1,3,.333,1,2,.500,.500,1,2,.500,1,5,6,2,0,0,2,3,6,0,,gui-santos,9,1.5,0.41,3.7,0.6
Harrison Barnes,32,SAS,PF,17,17,496,65,125,.520,25,57,.439,40,68,.588,.620,41,52,.788,30,50,80,26,6,4,12,12,196,0,,harrison-barnes,288,16.9,0.58,29.2,9.8
Harrison Ingram,22,SAS,SF,1,0,7,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,1,0,0,,harrison-ingram,0,0.0,0.0,7.0,0.0
Haywood Highsmith,28,MIA,SF,12,6,293,33,61,.541,13,31,.419,20,30,.667,.648,7,11,.636,9,28,37,12,16,7,7,25,86,0,,haywood-highsmith,126,10.5,0.43,24.4,4.5
Herbert Jones,26,NOP,SF,4,4,113,12,25,.480,2,11,.182,10,14,.714,.520,1,2,.500,4,6,10,4,7,1,5,9,27,0,,herbert-jones,35,8.8,0.31,28.2,2.7
Hunter Tyson,24,DEN,PF,11,0,94,9,20,.450,2,11,.182,7,9,.778,.500,4,5,.800,4,12,16,6,2,1,3,12,24,0,,hunter-tyson,34,3.1,0.36,8.5,1.1
Immanuel Quickley,25,TOR,PG,3,3,68,16,42,.381,6,16,.375,10,26,.385,.452,8,9,.889,1,5,6,12,2,0,4,7,46,0,,immanuel-quickley,55,18.3,0.81,22.7,14.8
Isaac Jones,24,SAC,PF,8,0,34,7,9,.778,0,0,,7,9,.778,.778,2,3,.667,2,3,5,0,0,2,3,6,16,0,,isaac-jones,14,1.8,0.41,4.2,0.7
Isaac Okoro,24,CLE,SG,16,9,332,36,69,.522,18,38,.474,18,31,.581,.652,8,14,.571,13,24,37,27,13,6,4,31,98,0,,isaac-okoro,146,9.1,0.44,20.8,4.0
Isaiah Collier,20,UTA,PG,9,1,162,14,36,.389,1,15,.067,13,21,.619,.403,5,10,.500,1,17,18,28,9,2,21,15,34,0,,isaiah-collier,55,6.1,0.34,18.0,2.1
Isaiah Hartenstein,26,OKC,C,2,1,60,14,26,.538,0,0,,14,26,.538,.538,2,3,.667,8,16,24,7,0,4,4,6,30,0,,isaiah-hartenstein,55,27.5,0.92,30.0,25.2
Isaiah Jackson,23,IND,C,5,1,84,14,23,.609,0,0,,14,23,.609,.609,7,14,.500,11,17,28,5,3,8,5,14,35,0,,isaiah-jackson,60,12.0,0.71,16.8,8.6
Isaiah Joe,25,OKC,SG,15,7,332,47,118,.398,35,96,.365,12,22,.545,.547,6,8,.750,11,34,45,25,10,4,5,29,135,0,,isaiah-joe,185,12.3,0.56,22.1,6.9
Isaiah Stewart,23,DET,C,19,2,424,51,85,.600,4,13,.308,47,72,.653,.624,25,29,.862,49,82,131,40,11,30,25,59,131,0,,isaiah-stewart,259,13.6,0.61,22.3,8.3
Ivica Zubac,27,LAC,C,19,19,627,131,218,.601,0,0,,131,218,.601,.601,34,62,.548,78,157,235,47,12,21,43,44,296,0,,ivica-zubac,524,27.6,0.84,33.0,23.0
Ja Morant,25,MEM,PG,9,9,246,62,137,.453,10,34,.294,52,103,.505,.489,53,64,.828,5,37,42,84,5,3,36,15,187,1,,ja-morant,270,30.0,1.1,27.3,32.9
Jabari Smith Jr.,21,HOU,PF,18,18,509,72,172,.419,27,83,.325,45,89,.506,.497,39,45,.867,37,82,119,14,6,10,11,39,210,0,,jabari-smith,309,17.2,0.61,28.3,10.4
Jabari Walker,22,POR,SF,13,0,127,15,39,.385,2,13,.154,13,26,.500,.410,8,9,.889,11,25,36,7,4,1,7,14,40,0,,jabari-walker,67,5.2,0.53,9.8,2.7
Jack McVeigh,28,HOU,PF,6,0,21,3,11,.273,2,8,.250,1,3,.333,.364,0,0,,1,3,4,1,0,1,1,1,8,0,,jack-mcveigh,12,2.0,0.57,3.5,1.1
Jacob Toppin,24,NYK,SF,5,0,14,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,2,2,2,0,0,0,0,2,0,,jacob-toppin,6,1.2,0.43,2.8,0.5
Jaden Hardy,22,DAL,SG,17,1,255,40,103,.388,12,46,.261,28,57,.491,.447,17,20,.850,4,19,23,24,11,1,25,25,109,0,,jaden-hardy,118,6.9,0.46,15.0,3.2
Jaden Ivey,22,DET,SG,18,18,573,119,266,.447,32,86,.372,87,180,.483,.508,62,86,.721,27,57,84,79,17,9,53,51,332,0,,jaden-ivey,417,23.2,0.73,31.8,16.9
Jaden McDaniels,24,MIN,PF,16,16,490,69,150,.460,20,63,.317,49,87,.563,.527,16,24,.667,19,42,61,28,21,14,19,59,174,0,,jaden-mcdaniels,220,13.8,0.45,30.6,6.2
Jaden Springer,22,BOS,PG,5,0,21,2,7,.286,0,2,.000,2,5,.400,.286,2,4,.500,2,3,5,3,3,0,1,2,6,0,,jaden-springer,14,2.8,0.67,4.2,1.9
Jae'Sean Tate,29,HOU,SF,8,0,39,7,12,.583,0,1,.000,7,11,.636,.583,4,7,.571,3,15,18,4,3,0,6,7,18,0,,jaesean-tate,30,3.8,0.77,4.9,2.9
Jaime Jaquez Jr.,23,MIA,SF,10,0,227,33,80,.413,7,19,.368,26,61,.426,.456,14,22,.636,17,40,57,26,10,1,16,19,87,0,,jaime-jaquez,146,14.6,0.64,22.7,9.4
Jake LaRavia,23,MEM,PF,18,0,437,53,110,.482,15,39,.385,38,71,.535,.550,31,44,.705,28,64,92,72,16,14,26,41,152,0,,jake-laravia,279,15.5,0.64,24.3,9.9
Jakob Poeltl,29,TOR,C,18,18,584,127,217,.585,0,1,.000,127,216,.588,.585,38,59,.644,81,139,220,46,19,24,44,64,292,0,,jakob-poeltl,493,27.4,0.84,32.4,23.1
Ja'Kobe Walter,20,TOR,SG,4,0,49,3,16,.188,1,6,.167,2,10,.200,.219,3,5,.600,4,7,11,3,0,1,0,8,10,0,,jakobe-walter,17,4.2,0.35,12.2,1.5
Jalen Bridges,23,PHO,SF,2,0,11,0,2,.000,0,2,.000,0,0,,.000,1,2,.500,0,1,1,0,0,0,2,0,1,0,,jalen-bridges,0,0.0,0.0,5.5,0.0
Jalen Brunson,28,NYK,PG,17,17,590,147,308,.477,44,108,.407,103,200,.515,.549,86,102,.843,7,41,48,135,10,0,39,38,424,0,,jalen-brunson,540,31.8,0.92,34.7,29.1
Jalen Duren,21,DET,C,17,17,421,62,87,.713,0,0,,62,87,.713,.713,28,50,.560,59,113,172,43,5,21,30,54,152,0,,jalen-duren,309,18.2,0.73,24.8,13.3
Jalen Green,22,HOU,SG,18,18,578,117,306,.382,46,150,.307,71,156,.455,.458,57,67,.851,10,76,86,49,16,5,44,34,337,0,,jalen-green,415,23.1,0.72,32.1,16.6
Jalen Hood-Schifino,21,LAL,SG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,jalen-hood-schifino,0,0.0,0.0,1.0,0.0
Jalen Johnson,23,ATL,SF,17,17,621,132,273,.484,27,80,.338,105,193,.544,.533,48,65,.738,33,144,177,87,25,19,55,35,339,1,,jalen-johnson,557,32.8,0.9,36.5,29.4
Jalen Pickett,25,DEN,SG,2,0,4,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,jalen-pickett,0,0.0,0.0,2.0,0.0
Jalen Smith,24,CHI,C,16,0,228,43,93,.462,22,54,.407,21,39,.538,.581,16,22,.727,21,56,77,11,6,9,10,27,124,0,,jalen-smith,190,11.9,0.83,14.2,9.9
Jalen Suggs,23,ORL,PG,18,18,525,90,221,.407,38,122,.311,52,99,.525,.493,47,51,.922,11,68,79,65,25,21,48,43,265,0,,jalen-suggs,364,20.2,0.69,29.2,14.0
Jalen Williams,23,OKC,SG,17,17,553,150,287,.523,35,89,.393,115,198,.581,.584,41,49,.837,17,93,110,88,37,17,39,51,376,0,,jalen-williams,538,31.6,0.97,32.5,30.8
Jalen Wilson,24,BRK,PF,18,2,432,57,126,.452,24,69,.348,33,57,.579,.548,31,36,.861,22,44,66,32,5,1,17,38,169,0,,jalen-wilson,218,12.1,0.5,24.0,6.1
Jamal Cain,25,NOP,SF,12,0,183,19,44,.432,9,24,.375,10,20,.500,.534,9,14,.643,11,24,35,9,5,5,7,18,56,0,,jamal-cain,85,7.1,0.46,15.2,3.3
Jamal Murray,27,DEN,PG,13,13,463,80,199,.402,28,83,.337,52,116,.448,.472,43,55,.782,6,51,57,78,16,7,26,23,231,0,,jamal-murray,340,26.2,0.73,35.6,19.2
Jamal Shead,22,TOR,PG,18,0,277,35,95,.368,9,34,.265,26,61,.426,.416,9,12,.750,2,16,18,56,8,2,26,37,88,0,,jamal-shead,109,6.1,0.39,15.4,2.4
James Harden,35,LAC,PG,19,19,650,111,298,.372,48,150,.320,63,148,.426,.453,119,134,.888,11,128,139,166,28,16,84,40,389,1,,james-harden,614,32.3,0.94,34.2,30.5
James Johnson,37,IND,PF,3,0,10,2,4,.500,0,1,.000,2,3,.667,.500,0,0,,0,2,2,2,0,1,3,0,4,0,,james-johnson,6,2.0,0.6,3.3,1.2
James Wiseman,23,IND,C,1,0,5,2,4,.500,0,1,.000,2,3,.667,.500,2,2,1.000,0,1,1,0,0,0,0,0,6,0,,james-wiseman,7,7.0,1.4,5.0,9.8
Jamison Battle,23,TOR,SF,17,0,227,32,73,.438,20,52,.385,12,21,.571,.575,7,9,.778,11,25,36,13,1,3,5,22,91,0,,jamison-battle,117,6.9,0.52,13.4,3.5
Jarace Walker,21,IND,PF,18,1,308,34,85,.400,17,46,.370,17,39,.436,.500,12,20,.600,10,55,65,27,22,7,29,28,97,0,,jarace-walker,161,8.9,0.52,17.1,4.7
Jared Butler,24,WAS,SG,11,0,87,17,34,.500,1,5,.200,16,29,.552,.515,13,19,.684,2,5,7,25,6,2,4,9,48,0,,jared-butler,75,6.8,0.86,7.9,5.9
Jared McCain,20,PHI,SG,16,6,383,91,197,.462,40,100,.400,51,97,.526,.563,44,47,.936,9,26,35,45,9,0,20,22,266,0,,jared-mccain,313,19.6,0.82,23.9,16.0
Jared Rhoden,25,CHO,SG,4,0,12,2,8,.250,0,2,.000,2,6,.333,.250,0,0,,2,2,4,2,1,0,1,1,4,0,,jared-rhoden,9,2.2,0.75,3.0,1.7
Jaren Jackson Jr.,25,MEM,C,16,16,460,130,245,.531,31,82,.378,99,163,.607,.594,74,92,.804,22,68,90,20,21,29,37,51,365,0,,jaren-jackson,437,27.3,0.95,28.8,25.9
