Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Jalen Williams,,OKC,,30,,855,,,,,,,,,,,,,,,,136,160,35,9,57,61,520,,,https://www.nba.com/player/jalen-williams,https://www.nba.com/team/OKC,jalen-williams,742,24.7,0.87,28.5,21.5
Jalen Wilson,,BKN,,48,,707,,,,,,,,,,,,,,,,87,32,18,2,28,68,280,,,https://www.nba.com/player/jalen-wilson,https://www.nba.com/team/BKN,jalen-wilson,323,6.7,0.46,14.7,3.1
Jamal Cain,,ORL,,32,,322,,,,,,,,,,,,,,,,51,18,7,2,17,38,137,,,https://www.nba.com/player/jamal-cain,https://www.nba.com/team/ORL,jamal-cain,160,5.0,0.5,10.1,2.5
Jamal Murray,,DEN,,71,,2496,,,,,,,,,,,,,,,,313,508,64,25,164,122,1807,,,https://www.nba.com/player/jamal-murray,https://www.nba.com/team/DEN,jamal-murray,2431,34.2,0.97,35.2,33.3
Jamal Shead,,TOR,,74,,1644,,,,,,,,,,,,,,,,137,394,70,13,98,149,483,,,https://www.nba.com/player/jamal-shead,https://www.nba.com/team/TOR,jamal-shead,850,11.5,0.52,22.2,5.9
Jamaree Bouyea,,PHX,,41,,570,,,,,,,,,,,,,,,,74,68,28,14,22,36,232,,,https://www.nba.com/player/jamaree-bouyea,https://www.nba.com/team/PHX,jamaree-bouyea,358,8.7,0.63,13.9,5.5
James Harden,,CLE,,65,,2281,,,,,,,,,,,,,,,,325,533,74,27,229,129,1547,,,https://www.nba.com/player/james-harden,https://www.nba.com/team/CLE,james-harden,2148,33.0,0.94,35.1,31.1
James Wiseman,,IND,,4,,58,,,,,,,,,,,,,,,,8,3,0,1,5,10,13,,,https://www.nba.com/player/james-wiseman,https://www.nba.com/team/IND,james-wiseman,10,2.5,0.17,14.5,0.4
Jamir Watkins,,WAS,,43,,835,,,,,,,,,,,,,,,,156,54,48,21,30,112,274,,,https://www.nba.com/player/jamir-watkins,https://www.nba.com/team/WAS,jamir-watkins,411,9.6,0.49,19.4,4.7
Jamison Battle,,TOR,,55,,494,,,,,,,,,,,,,,,,87,22,7,3,19,42,179,,,https://www.nba.com/player/jamison-battle,https://www.nba.com/team/TOR,jamison-battle,237,4.3,0.48,9.0,2.1
Jarace Walker,,IND,,73,,1866,,,,,,,,,,,,,,,,372,177,58,24,130,121,842,,,https://www.nba.com/player/jarace-walker,https://www.nba.com/team/IND,jarace-walker,1222,16.7,0.65,25.6,11.0
Jared McCain,,OKC,,61,,1063,,,,,,,,,,,,,,,,127,81,32,5,49,75,504,,,https://www.nba.com/player/jared-mccain,https://www.nba.com/team/OKC,jared-mccain,625,10.2,0.59,17.4,6.0
Jaren Jackson Jr.,,UTA,,48,,1455,,,,,,,,,,,,,,,,272,94,53,69,107,179,931,,,https://www.nba.com/player/jaren-jackson,https://www.nba.com/team/UTA,jaren-jackson,1133,23.6,0.78,30.3,18.4
Jarred Vanderbilt,,LAL,,59,,1039,,,,,,,,,,,,,,,,267,71,48,18,50,100,259,,,https://www.nba.com/player/jarred-vanderbilt,https://www.nba.com/team/LAL,jarred-vanderbilt,513,8.7,0.49,17.6,4.3
Jarrett Allen,,CLE,,52,,1423,,,,,,,,,,,,,,,,442,97,50,45,69,93,797,,,https://www.nba.com/player/jarrett-allen,https://www.nba.com/team/CLE,jarrett-allen,1269,24.4,0.89,27.4,21.8
Jase Richardson,,ORL,,49,,561,,,,,,,,,,,,,,,,60,57,16,2,24,51,224,,,https://www.nba.com/player/jase-richardson,https://www.nba.com/team/ORL,jase-richardson,284,5.8,0.51,11.4,2.9
Javon Small,,MEM,,38,,753,,,,,,,,,,,,,,,,119,142,31,9,50,59,351,,,https://www.nba.com/player/javon-small,https://www.nba.com/team/MEM,javon-small,543,14.3,0.72,19.8,10.3
Javonte Cooke,,POR,,19,,94,,,,,,,,,,,,,,,,19,7,6,0,9,6,23,,,https://www.nba.com/player/javonte-cooke,https://www.nba.com/team/POR,javonte-cooke,40,2.1,0.43,4.9,0.9
Javonte Green,,DET,,75,,1337,,,,,,,,,,,,,,,,207,52,94,22,43,103,522,,,https://www.nba.com/player/javonte-green,https://www.nba.com/team/DET,javonte-green,751,10.0,0.56,17.8,5.6
Jaxson Hayes,,LAL,,63,,1140,,,,,,,,,,,,,,,,263,55,27,52,27,120,458,,,https://www.nba.com/player/jaxson-hayes,https://www.nba.com/team/LAL,jaxson-hayes,708,11.2,0.62,18.1,7.0
Jay Huff,,IND,,75,,1562,,,,,,,,,,,,,,,,288,101,38,138,64,175,701,,,https://www.nba.com/player/jay-huff,https://www.nba.com/team/IND,jay-huff,1027,13.7,0.66,20.8,9.0
Jaylen Brown,,BOS,,66,,2268,,,,,,,,,,,,,,,,468,346,66,26,239,177,1885,,,https://www.nba.com/player/jaylen-brown,https://www.nba.com/team/BOS,jaylen-brown,2375,36.0,1.05,34.4,37.7
Jaylen Clark,,MIN,,63,,784,,,,,,,,,,,,,,,,113,34,39,8,21,77,242,,,https://www.nba.com/player/jaylen-clark,https://www.nba.com/team/MIN,jaylen-clark,338,5.4,0.43,12.4,2.3
Jaylen Wells,,MEM,,69,,1821,,,,,,,,,,,,,,,,220,111,61,9,74,148,865,,,https://www.nba.com/player/jaylen-wells,https://www.nba.com/team/MEM,jaylen-wells,1044,15.1,0.57,26.4,8.7
Jaylin Williams,,OKC,,61,,1223,,,,,,,,,,,,,,,,340,149,31,42,67,121,451,,,https://www.nba.com/player/jaylin-williams,https://www.nba.com/team/OKC,jaylin-williams,825,13.5,0.67,20.0,9.1
Jaylon Tyson,,CLE,,64,,1727,,,,,,,,,,,,,,,,328,141,50,26,94,161,839,,,https://www.nba.com/player/jaylon-tyson,https://www.nba.com/team/CLE,jaylon-tyson,1129,17.6,0.65,27.0,11.5
Jayson Kent,,POR,,3,,19,,,,,,,,,,,,,,,,4,0,1,1,0,1,10,,,https://www.nba.com/player/jayson-kent,https://www.nba.com/team/POR,jayson-kent,15,5.0,0.79,6.3,3.9
Jayson Tatum,,BOS,,11,,341,,,,,,,,,,,,,,,,100,46,12,2,22,16,230,,,https://www.nba.com/player/jayson-tatum,https://www.nba.com/team/BOS,jayson-tatum,352,32.0,1.03,31.0,33.0
JD Davison,,HOU,,25,,184,,,,,,,,,,,,,,,,23,28,5,4,7,16,55,,,https://www.nba.com/player/jd-davison,https://www.nba.com/team/HOU,jd-davison,92,3.7,0.5,7.4,1.8
Jeff Green,,HOU,,27,,142,,,,,,,,,,,,,,,,19,6,1,1,1,8,61,,,https://www.nba.com/player/jeff-green,https://www.nba.com/team/HOU,jeff-green,79,2.9,0.56,5.3,1.6
Jerami Grant,,POR,,57,,1695,,,,,,,,,,,,,,,,198,122,42,36,119,142,1060,,,https://www.nba.com/player/jerami-grant,https://www.nba.com/team/POR,jerami-grant,1197,21.0,0.71,29.7,14.8
Jeremiah Fears,,NOP,,76,,1889,,,,,,,,,,,,,,,,269,248,85,26,167,134,989,,,https://www.nba.com/player/jeremiah-fears,https://www.nba.com/team/NOP,jeremiah-fears,1316,17.3,0.7,24.9,12.1
Jeremiah Robinson-Earl,,DAL,,22,,361,,,,,,,,,,,,,,,,103,15,9,1,12,26,101,,,https://www.nba.com/player/jeremiah-robinson-earl,https://www.nba.com/team/DAL,jeremiah-robinson-earl,191,8.7,0.53,16.4,4.6
Jeremy Sochan,,NYK,,40,,424,,,,,,,,,,,,,,,,92,34,15,6,20,55,137,,,https://www.nba.com/player/jeremy-sochan,https://www.nba.com/team/NYK,jeremy-sochan,209,5.2,0.49,10.6,2.6
Jericho Sims,,MIL,,59,,1074,,,,,,,,,,,,,,,,297,70,14,13,62,115,256,,,https://www.nba.com/player/jericho-sims,https://www.nba.com/team/MIL,jericho-sims,473,8.0,0.44,18.2,3.5
Jett Howard,,ORL,,52,,664,,,,,,,,,,,,,,,,84,44,10,10,14,64,283,,,https://www.nba.com/player/jett-howard,https://www.nba.com/team/ORL,jett-howard,353,6.8,0.53,12.8,3.6
Jevon Carter,,ORL,,45,,719,,,,,,,,,,,,,,,,76,72,32,9,31,50,299,,,https://www.nba.com/player/jevon-carter,https://www.nba.com/team/ORL,jevon-carter,407,9.0,0.57,16.0,5.1
Jimmy Butler III,,GSW,,38,,1182,,,,,,,,,,,,,,,,211,185,55,8,60,46,760,,,https://www.nba.com/player/jimmy-butler,https://www.nba.com/team/GSW,jimmy-butler,1113,29.3,0.94,31.1,27.6
Joan Beringer,,MIN,,35,,228,,,,,,,,,,,,,,,,66,8,5,15,8,37,103,,,https://www.nba.com/player/joan-beringer,https://www.nba.com/team/MIN,joan-beringer,152,4.3,0.67,6.5,2.9
Jock Landale,,ATL,,67,,1492,,,,,,,,,,,,,,,,386,114,35,36,59,147,710,,,https://www.nba.com/player/jock-landale,https://www.nba.com/team/ATL,jock-landale,1075,16.0,0.72,22.3,11.6
Joe Ingles,,MIN,,25,,102,,,,,,,,,,,,,,,,9,20,7,1,9,6,19,,,https://www.nba.com/player/joe-ingles,https://www.nba.com/team/MIN,joe-ingles,41,1.6,0.4,4.1,0.7
Joel Embiid,,PHI,,36,,1127,,,,,,,,,,,,,,,,268,142,21,39,104,76,968,,,https://www.nba.com/player/joel-embiid,https://www.nba.com/team/PHI,joel-embiid,1258,34.9,1.12,31.3,39.0
John Collins,,LAC,,62,,1702,,,,,,,,,,,,,,,,324,63,53,48,83,171,836,,,https://www.nba.com/player/john-collins,https://www.nba.com/team/LAC,john-collins,1070,17.3,0.63,27.5,10.8
John Konchar,,UTA,,50,,928,,,,,,,,,,,,,,,,188,84,64,31,27,68,197,,,https://www.nba.com/player/john-konchar,https://www.nba.com/team/UTA,john-konchar,469,9.4,0.51,18.6,4.7
John Poulakidas,,DAL,,6,,86,,,,,,,,,,,,,,,,14,3,3,0,2,13,33,,,https://www.nba.com/player/john-poulakidas,https://www.nba.com/team/DAL,john-poulakidas,38,6.3,0.44,14.3,2.8
John Tonje,,BOS,,5,,12,,,,,,,,,,,,,,,,2,1,1,0,0,1,2,,,https://www.nba.com/player/john-tonje,https://www.nba.com/team/BOS,john-tonje,5,1.0,0.42,2.4,0.4
Johni Broome,,PHI,,11,,55,,,,,,,,,,,,,,,,16,4,3,2,3,7,10,,,https://www.nba.com/player/johni-broome,https://www.nba.com/team/PHI,johni-broome,25,2.3,0.45,5.0,1.0
Johnny Furphy,,IND,,35,,643,,,,,,,,,,,,,,,,153,41,20,7,29,65,180,,,https://www.nba.com/player/johnny-furphy,https://www.nba.com/team/IND,johnny-furphy,307,8.8,0.48,18.4,4.2
Johnny Juzang,,MIN,,21,,88,,,,,,,,,,,,,,,,17,6,2,1,5,3,43,,,https://www.nba.com/player/johnny-juzang,https://www.nba.com/team/MIN,johnny-juzang,61,2.9,0.69,4.2,2.0
Jonas Valančiūnas,,DEN,,59,,779,,,,,,,,,,,,,,,,285,69,14,31,65,120,480,,,https://www.nba.com/player/jonas-valanciunas,https://www.nba.com/team/DEN,jonas-valanciunas,694,11.8,0.89,13.2,10.5
Jonathan Isaac,,ORL,,52,,521,,,,,,,,,,,,,,,,132,22,20,31,18,41,134,,,https://www.nba.com/player/jonathan-isaac,https://www.nba.com/team/ORL,jonathan-isaac,280,5.4,0.54,10.0,2.9
Jonathan Kuminga,,ATL,,31,,715,,,,,,,,,,,,,,,,184,75,17,10,64,50,370,,,https://www.nba.com/player/jonathan-kuminga,https://www.nba.com/team/ATL,jonathan-kuminga,542,17.5,0.76,23.1,13.3
Jonathan Mogbo,,TOR,,34,,214,,,,,,,,,,,,,,,,60,21,10,6,10,22,53,,,https://www.nba.com/player/jonathan-mogbo,https://www.nba.com/team/TOR,jonathan-mogbo,118,3.5,0.55,6.3,1.9
Jordan Clarkson,,NYK,,65,,1183,,,,,,,,,,,,,,,,112,87,27,9,59,113,577,,,https://www.nba.com/player/jordan-clarkson,https://www.nba.com/team/NYK,jordan-clarkson,640,9.8,0.54,18.2,5.3
Jordan Goodwin,,PHX,,65,,1468,,,,,,,,,,,,,,,,321,145,100,13,63,127,565,,,https://www.nba.com/player/jordan-goodwin,https://www.nba.com/team/PHX,jordan-goodwin,954,14.7,0.65,22.6,9.5
Jordan Hawkins,,NOP,,46,,566,,,,,,,,,,,,,,,,69,30,9,8,24,25,179,,,https://www.nba.com/player/jordan-hawkins,https://www.nba.com/team/NOP,jordan-hawkins,246,5.3,0.43,12.3,2.3
Jordan McLaughlin,,SAS,,40,,262,,,,,,,,,,,,,,,,27,36,18,2,15,11,80,,,https://www.nba.com/player/jordan-mclaughlin,https://www.nba.com/team/SAS,jordan-mclaughlin,137,3.4,0.52,6.6,1.8
Jordan Miller,,LAC,,53,,1143,,,,,,,,,,,,,,,,164,114,41,9,56,51,508,,,https://www.nba.com/player/jordan-miller,https://www.nba.com/team/LAC,jordan-miller,729,13.8,0.64,21.6,8.8
Jordan Poole,,NOP,,37,,873,,,,,,,,,,,,,,,,72,112,20,14,62,85,479,,,https://www.nba.com/player/jordan-poole,https://www.nba.com/team/NOP,jordan-poole,550,14.9,0.63,23.6,9.4
Jordan Walsh,,BOS,,61,,1090,,,,,,,,,,,,,,,,251,47,44,28,33,127,324,,,https://www.nba.com/player/jordan-walsh,https://www.nba.com/team/BOS,jordan-walsh,534,8.8,0.49,17.9,4.3
Jose Alvarado,,NYK,,64,,1263,,,,,,,,,,,,,,,,155,215,59,6,71,118,453,,,https://www.nba.com/player/jose-alvarado,https://www.nba.com/team/NYK,jose-alvarado,699,10.9,0.55,19.7,6.0
Josh Giddey,,CHI,,53,,1706,,,,,,,,,,,,,,,,443,489,55,25,192,89,913,,,https://www.nba.com/player/josh-giddey,https://www.nba.com/team/CHI,josh-giddey,1644,31.0,0.96,32.2,29.9
Josh Green,,CHA,,51,,832,,,,,,,,,,,,,,,,96,45,33,5,32,59,234,,,https://www.nba.com/player/josh-green,https://www.nba.com/team/CHA,josh-green,322,6.3,0.39,16.3,2.4
Josh Hart,,NYK,,60,,1817,,,,,,,,,,,,,,,,454,297,71,17,114,149,736,,,https://www.nba.com/player/josh-hart,https://www.nba.com/team/NYK,josh-hart,1312,21.9,0.72,30.3,15.8
Josh Minott,,BKN,,46,,772,,,,,,,,,,,,,,,,152,45,40,20,42,71,325,,,https://www.nba.com/player/josh-minott,https://www.nba.com/team/BKN,josh-minott,469,10.2,0.61,16.8,6.2
Josh Okogie,,HOU,,70,,1229,,,,,,,,,,,,,,,,178,59,59,13,37,101,326,,,https://www.nba.com/player/josh-okogie,https://www.nba.com/team/HOU,josh-okogie,497,7.1,0.4,17.6,2.9
Jrue Holiday,,POR,,47,,1357,,,,,,,,,,,,,,,,208,287,50,5,129,68,744,,,https://www.nba.com/player/jrue-holiday,https://www.nba.com/team/POR,jrue-holiday,1097,23.3,0.81,28.9,18.9
Julian Champagnie,,SAS,,75,,2074,,,,,,,,,,,,,,,,433,112,59,33,66,121,835,,,https://www.nba.com/player/julian-champagnie,https://www.nba.com/team/SAS,julian-champagnie,1285,17.1,0.62,27.7,10.6
Julian Phillips,,MIN,,44,,370,,,,,,,,,,,,,,,,46,9,21,7,8,34,116,,,https://www.nba.com/player/julian-phillips,https://www.nba.com/team/MIN,julian-phillips,157,3.6,0.42,8.4,1.5
Julian Reese,,WAS,,7,,217,,,,,,,,,,,,,,,,77,13,7,3,19,30,80,,,https://www.nba.com/player/julian-reese,https://www.nba.com/team/WAS,julian-reese,131,18.7,0.6,31.0,11.3
Julian Strawther,,DEN,,51,,740,,,,,,,,,,,,,,,,101,52,21,4,30,62,339,,,https://www.nba.com/player/julian-strawther,https://www.nba.com/team/DEN,julian-strawther,425,8.3,0.57,14.5,4.8
Julius Randle,,MIN,,75,,2479,,,,,,,,,,,,,,,,509,381,83,18,204,215,1574,,,https://www.nba.com/player/julius-randle,https://www.nba.com/team/MIN,julius-randle,2146,28.6,0.87,33.1,24.8
Justin Champagnie,,WAS,,64,,1257,,,,,,,,,,,,,,,,345,75,53,39,41,104,539,,,https://www.nba.com/player/justin-champagnie,https://www.nba.com/team/WAS,justin-champagnie,906,14.2,0.72,19.6,10.2
Justin Edwards,,PHI,,58,,901,,,,,,,,,,,,,,,,89,76,48,11,34,87,356,,,https://www.nba.com/player/justin-edwards,https://www.nba.com/team/PHI,justin-edwards,459,7.9,0.51,15.5,4.0
Jusuf Nurkić,,UTA,,41,,1083,,,,,,,,,,,,,,,,425,196,52,22,101,134,447,,,https://www.nba.com/player/jusuf-nurkic,https://www.nba.com/team/UTA,jusuf-nurkic,907,22.1,0.84,26.4,18.5
Kadary Richmond,,WAS,,3,,67,,,,,,,,,,,,,,,,10,8,8,1,2,2,25,,,https://www.nba.com/player/kadary-richmond,https://www.nba.com/team/WAS,kadary-richmond,48,16.0,0.72,22.3,11.5
Kam Jones,,IND,,30,,463,,,,,,,,,,,,,,,,43,80,14,0,27,31,123,,,https://www.nba.com/player/kam-jones,https://www.nba.com/team/IND,kam-jones,202,6.7,0.44,15.4,2.9
Karl-Anthony Towns,,NYK,,70,,2166,,,,,,,,,,,,,,,,836,197,61,38,174,244,1403,,,https://www.nba.com/player/karl-anthony-towns,https://www.nba.com/team/NYK,karl-anthony-towns,2117,30.2,0.98,30.9,29.6
Karlo Matković,,NOP,,62,,912,,,,,,,,,,,,,,,,229,50,25,54,34,105,352,,,https://www.nba.com/player/karlo-matkovic,https://www.nba.com/team/NOP,karlo-matkovic,571,9.2,0.63,14.7,5.8
Kasparas Jakučionis,,MIA,,48,,846,,,,,,,,,,,,,,,,126,116,31,5,44,90,290,,,https://www.nba.com/player/kasparas-jakucionis,https://www.nba.com/team/MIA,kasparas-jakucionis,434,9.0,0.51,17.6,4.6
Kawhi Leonard,,LAC,,59,,1890,,,,,,,,,,,,,,,,373,212,116,26,122,74,1662,,,https://www.nba.com/player/kawhi-leonard,https://www.nba.com/team/LAC,kawhi-leonard,2193,37.2,1.16,32.0,43.1
Keaton Wallace,,ATL,,49,,489,,,,,,,,,,,,,,,,51,85,21,5,25,44,174,,,https://www.nba.com/player/keaton-wallace,https://www.nba.com/team/ATL,keaton-wallace,267,5.4,0.55,10.0,3.0
Keegan Murray,,SAC,,23,,793,,,,,,,,,,,,,,,,132,38,24,36,27,42,321,,,https://www.nba.com/player/keegan-murray,https://www.nba.com/team/SAC,keegan-murray,482,21.0,0.61,34.5,12.7
Keldon Johnson,,SAS,,75,,1742,,,,,,,,,,,,,,,,400,104,42,9,64,148,979,,,https://www.nba.com/player/keldon-johnson,https://www.nba.com/team/SAS,keldon-johnson,1322,17.6,0.76,23.2,13.4
Kel'el Ware,,MIA,,71,,1576,,,,,,,,,,,,,,,,646,47,57,75,59,111,779,,,https://www.nba.com/player/kelel-ware,https://www.nba.com/team/MIA,kelel-ware,1434,20.2,0.91,22.2,18.4
Kelly Olynyk,,SAS,,41,,357,,,,,,,,,,,,,,,,74,49,15,3,24,39,133,,,https://www.nba.com/player/kelly-olynyk,https://www.nba.com/team/SAS,kelly-olynyk,211,5.1,0.59,8.7,3.0
Kelly Oubre Jr.,,PHI,,43,,1388,,,,,,,,,,,,,,,,215,74,55,22,61,107,622,,,https://www.nba.com/player/kelly-oubre,https://www.nba.com/team/PHI,kelly-oubre,820,19.1,0.59,32.3,11.3
Kennedy Chandler,,UTA,,6,,194,,,,,,,,,,,,,,,,19,41,6,1,14,14,85,,,https://www.nba.com/player/kennedy-chandler,https://www.nba.com/team/UTA,kennedy-chandler,124,20.7,0.64,32.3,13.2
Kenrich Williams,,OKC,,50,,757,,,,,,,,,,,,,,,,158,66,29,5,38,53,318,,,https://www.nba.com/player/kenrich-williams,https://www.nba.com/team/OKC,kenrich-williams,485,9.7,0.64,15.1,6.2
Kentavious Caldwell-Pope,,MEM,,51,,1088,,,,,,,,,,,,,,,,125,139,43,8,61,57,428,,,https://www.nba.com/player/kentavious-caldwell-pope,https://www.nba.com/team/MEM,kentavious-caldwell-pope,625,12.3,0.57,21.3,7.0
Keon Ellis,,CLE,,66,,1336,,,,,,,,,,,,,,,,118,61,79,45,39,124,430,,,https://www.nba.com/player/keon-ellis,https://www.nba.com/team/CLE,keon-ellis,570,8.6,0.43,20.2,3.7
Keshad Johnson,,MIA,,27,,210,,,,,,,,,,,,,,,,50,4,10,7,12,21,101,,,https://www.nba.com/player/keshad-johnson,https://www.nba.com/team/MIA,keshad-johnson,139,5.1,0.66,7.8,3.4
Keshon Gilbert,,ATL,,3,,48,,,,,,,,,,,,,,,,5,3,2,4,6,3,6,,,https://www.nba.com/player/keshon-gilbert,https://www.nba.com/team/ATL,keshon-gilbert,11,3.7,0.23,16.0,0.8
Kevin Durant,,HOU,,71,,2586,,,,,,,,,,,,,,,,384,326,61,61,228,128,1838,,,https://www.nba.com/player/kevin-durant,https://www.nba.com/team/HOU,kevin-durant,2314,32.6,0.89,36.4,29.2
Kevin Huerter,,DET,,63,,1412,,,,,,,,,,,,,,,,221,156,54,32,62,108,631,,,https://www.nba.com/player/kevin-huerter,https://www.nba.com/team/DET,kevin-huerter,924,14.7,0.65,22.4,9.6
Kevin Love,,UTA,,37,,613,,,,,,,,,,,,,,,,215,67,14,9,30,54,248,,,https://www.nba.com/player/kevin-love,https://www.nba.com/team/UTA,kevin-love,469,12.7,0.77,16.6,9.7
Kevin McCullar Jr.,,NYK,,20,,130,,,,,,,,,,,,,,,,26,19,7,0,12,18,36,,,https://www.nba.com/player/kevin-mccullar,https://www.nba.com/team/NYK,kevin-mccullar,58,2.9,0.45,6.5,1.3
Kevin Porter Jr.,,MIL,,38,,1261,,,,,,,,,,,,,,,,198,280,83,19,110,88,661,,,https://www.nba.com/player/kevin-porter,https://www.nba.com/team/MIL,kevin-porter,1043,27.4,0.83,33.2,22.7
Kevon Looney,,NOP,,19,,254,,,,,,,,,,,,,,,,100,25,6,9,8,32,52,,,https://www.nba.com/player/kevon-looney,https://www.nba.com/team/NOP,kevon-looney,152,8.0,0.6,13.4,4.8
Keyonte George,,UTA,,54,,1786,,,,,,,,,,,,,,,,199,332,58,14,166,120,1275,,,https://www.nba.com/player/keyonte-george,https://www.nba.com/team/UTA,keyonte-george,1592,29.5,0.89,33.1,26.3
Khaman Maluach,,PHX,,40,,337,,,,,,,,,,,,,,,,102,6,4,26,24,36,112,,,https://www.nba.com/player/khaman-maluach,https://www.nba.com/team/PHX,khaman-maluach,190,4.8,0.56,8.4,2.7
Khris Middleton,,DAL,,56,,1319,,,,,,,,,,,,,,,,214,164,41,9,99,131,596,,,https://www.nba.com/player/khris-middleton,https://www.nba.com/team/DAL,khris-middleton,794,14.2,0.6,23.6,8.5
Killian Hayes,,SAC,,17,,281,,,,,,,,,,,,,,,,40,60,9,4,20,27,82,,,https://www.nba.com/player/killian-hayes,https://www.nba.com/team/SAC,killian-hayes,148,8.7,0.53,16.5,4.6
KJ Simpson,,DEN,,17,,246,,,,,,,,,,,,,,,,34,43,16,0,24,15,89,,,https://www.nba.com/player/kj-simpson,https://www.nba.com/team/DEN,kj-simpson,143,8.4,0.58,14.5,4.9
Klay Thompson,,DAL,,65,,1420,,,,,,,,,,,,,,,,139,89,32,19,61,68,758,,,https://www.nba.com/player/klay-thompson,https://www.nba.com/team/DAL,klay-thompson,908,14.0,0.64,21.8,8.9
Kobe Brown,,IND,,55,,789,,,,,,,,,,,,,,,,146,59,19,12,43,61,284,,,https://www.nba.com/player/kobe-brown,https://www.nba.com/team/IND,kobe-brown,416,7.6,0.53,14.3,4.0
Kobe Bufkin,,LAL,,12,,93,,,,,,,,,,,,,,,,9,5,2,3,4,7,35,,,https://www.nba.com/player/kobe-bufkin,https://www.nba.com/team/LAL,kobe-bufkin,43,3.6,0.46,7.8,1.7
Kobe Sanders,,LAC,,61,,1234,,,,,,,,,,,,,,,,142,100,41,8,76,130,427,,,https://www.nba.com/player/kobe-sanders,https://www.nba.com/team/LAC,kobe-sanders,512,8.4,0.41,20.2,3.5
Koby Brea,,PHX,,8,,37,,,,,,,,,,,,,,,,2,6,0,0,0,4,22,,,https://www.nba.com/player/koby-brea,https://www.nba.com/team/PHX,koby-brea,26,3.2,0.7,4.6,2.3
Kon Knueppel,,CHA,,74,,2336,,,,,,,,,,,,,,,,399,254,51,17,146,157,1402,,,https://www.nba.com/player/kon-knueppel,https://www.nba.com/team/CHA,kon-knueppel,1820,24.6,0.78,31.6,19.2
Kris Dunn,,LAC,,75,,2060,,,,,,,,,,,,,,,,248,272,121,12,100,177,563,,,https://www.nba.com/player/kris-dunn,https://www.nba.com/team/LAC,kris-dunn,939,12.5,0.46,27.5,5.7
Kris Murray,,POR,,51,,1197,,,,,,,,,,,,,,,,184,67,46,19,41,82,299,,,https://www.nba.com/player/kris-murray,https://www.nba.com/team/POR,kris-murray,492,9.6,0.41,23.5,4.0
Kristaps Porziņģis,,GSW,,28,,668,,,,,,,,,,,,,,,,137,74,17,36,35,75,485,,,https://www.nba.com/player/kristaps-porzingis,https://www.nba.com/team/GSW,kristaps-porzingis,639,22.8,0.96,23.9,21.8
Kyle Anderson,,MIN,,37,,723,,,,,,,,,,,,,,,,125,101,37,20,36,85,225,,,https://www.nba.com/player/kyle-anderson,https://www.nba.com/team/MIN,kyle-anderson,387,10.5,0.54,19.5,5.6
Kyle Filipowski,,UTA,,73,,1684,,,,,,,,,,,,,,,,513,182,72,37,121,214,808,,,https://www.nba.com/player/kyle-filipowski,https://www.nba.com/team/UTA,kyle-filipowski,1277,17.5,0.76,23.1,13.3
Kyle Kuzma,,MIL,,65,,1715,,,,,,,,,,,,,,,,295,167,42,25,106,128,850,,,https://www.nba.com/player/kyle-kuzma,https://www.nba.com/team/MIL,kyle-kuzma,1145,17.6,0.67,26.4,11.8
Kyle Lowry,,PHI,,13,,113,,,,,,,,,,,,,,,,9,11,2,2,4,8,17,,,https://www.nba.com/player/kyle-lowry,https://www.nba.com/team/PHI,kyle-lowry,29,2.2,0.26,8.7,0.6
Kyshawn George,,WAS,,48,,1391,,,,,,,,,,,,,,,,245,214,48,43,125,169,710,,,https://www.nba.com/player/kyshawn-george,https://www.nba.com/team/WAS,kyshawn-george,966,20.1,0.69,29.0,14.0
Lachlan Olbrich,,CHI,,30,,199,,,,,,,,,,,,,,,,59,19,6,3,9,29,47,,,https://www.nba.com/player/lachlan-olbrich,https://www.nba.com/team/CHI,lachlan-olbrich,96,3.2,0.48,6.6,1.5
LaMelo Ball,,CHA,,65,,1805,,,,,,,,,,,,,,,,312,457,78,16,179,175,1281,,,https://www.nba.com/player/lamelo-ball,https://www.nba.com/team/CHA,lamelo-ball,1790,27.5,0.99,27.8,27.3
Landry Shamet,,NYK,,46,,1059,,,,,,,,,,,,,,,,85,67,27,9,28,75,442,,,https://www.nba.com/player/landry-shamet,https://www.nba.com/team/NYK,landry-shamet,527,11.5,0.5,23.0,5.7
Larry Nance Jr.,,CLE,,30,,357,,,,,,,,,,,,,,,,76,28,15,4,14,49,99,,,https://www.nba.com/player/larry-nance,https://www.nba.com/team/CLE,larry-nance,159,5.3,0.45,11.9,2.4
Lauri Markkanen,,UTA,,42,,1443,,,,,,,,,,,,,,,,289,89,42,21,63,77,1123,,,https://www.nba.com/player/lauri-markkanen,https://www.nba.com/team/UTA,lauri-markkanen,1424,33.9,0.99,34.4,33.5
Lawson Lovering,,MEM,,2,,49,,,,,,,,,,,,,,,,15,3,3,1,2,7,14,,,https://www.nba.com/player/lawson-lovering,https://www.nba.com/team/MEM,lawson-lovering,27,13.5,0.55,24.5,7.4
