Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Daeqwon Plowden,,SAC,,26,,670,,,,,,,,,,,,,,,,79,29,18,4,18,64,262,,,https://www.nba.com/player/daeqwon-plowden,https://www.nba.com/team/SAC,daeqwon-plowden,310,11.9,0.46,25.8,5.5
Dalano Banton,,BOS,,5,,25,,,,,,,,,,,,,,,,1,4,1,1,2,1,10,,,https://www.nba.com/player/dalano-banton,https://www.nba.com/team/BOS,dalano-banton,14,2.8,0.56,5.0,1.6
Dalen Terry,,PHI,,47,,547,,,,,,,,,,,,,,,,84,66,29,15,26,49,174,,,https://www.nba.com/player/dalen-terry,https://www.nba.com/team/PHI,dalen-terry,293,6.2,0.54,11.6,3.3
Dalton Knecht,,LAL,,49,,513,,,,,,,,,,,,,,,,68,17,10,10,20,41,201,,,https://www.nba.com/player/dalton-knecht,https://www.nba.com/team/LAL,dalton-knecht,245,5.0,0.48,10.5,2.4
D'Angelo Russell,,WAS,,26,,495,,,,,,,,,,,,,,,,61,104,12,2,49,30,264,,,https://www.nba.com/player/dangelo-russell,https://www.nba.com/team/WAS,dangelo-russell,364,14.0,0.74,19.0,10.3
Daniel Gafford,,DAL,,52,,1144,,,,,,,,,,,,,,,,364,57,38,64,63,134,503,,,https://www.nba.com/player/daniel-gafford,https://www.nba.com/team/DAL,daniel-gafford,829,15.9,0.72,22.0,11.6
Daniss Jenkins,,DET,,65,,1260,,,,,,,,,,,,,,,,139,231,59,12,99,98,573,,,https://www.nba.com/player/daniss-jenkins,https://www.nba.com/team/DET,daniss-jenkins,817,12.6,0.65,19.4,8.2
Danny Wolf,,BKN,,57,,1187,,,,,,,,,,,,,,,,281,127,30,32,73,126,508,,,https://www.nba.com/player/danny-wolf,https://www.nba.com/team/BKN,danny-wolf,779,13.7,0.66,20.8,9.0
DaQuan Jeffries,,SAC,,3,,60,,,,,,,,,,,,,,,,5,1,2,0,0,9,31,,,https://www.nba.com/player/daquan-jeffries,https://www.nba.com/team/SAC,daquan-jeffries,30,10.0,0.5,20.0,5.0
Dario Saric,,SAC,,5,,41,,,,,,,,,,,,,,,,6,2,0,0,2,3,5,,,https://www.nba.com/player/dario-saric,https://www.nba.com/team/SAC,dario-saric,8,1.6,0.2,8.2,0.3
Darius Brown,,CLE,,1,,3,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,https://www.nba.com/player/darius-brown,https://www.nba.com/team/CLE,darius-brown,1,1.0,0.33,3.0,0.3
Darius Garland,,LAC,,39,,1158,,,,,,,,,,,,,,,,92,271,35,5,116,64,744,,,https://www.nba.com/player/darius-garland,https://www.nba.com/team/LAC,darius-garland,967,24.8,0.84,29.7,20.7
DaRon Holmes II,,DEN,,21,,198,,,,,,,,,,,,,,,,30,16,0,4,11,19,88,,,https://www.nba.com/player/daron-holmes,https://www.nba.com/team/DEN,daron-holmes,108,5.1,0.55,9.4,2.8
David Jones Garcia,,SAS,,11,,68,,,,,,,,,,,,,,,,13,18,6,1,5,6,32,,,https://www.nba.com/player/david-jones-garcia,https://www.nba.com/team/SAS,david-jones-garcia,59,5.4,0.87,6.2,4.7
David Roddy,,DEN,,2,,12,,,,,,,,,,,,,,,,4,2,1,0,0,2,2,,,https://www.nba.com/player/david-roddy,https://www.nba.com/team/DEN,david-roddy,7,3.5,0.58,6.0,2.0
Davion Mitchell,,MIA,,65,,1848,,,,,,,,,,,,,,,,175,422,67,11,102,171,585,,,https://www.nba.com/player/davion-mitchell,https://www.nba.com/team/MIA,davion-mitchell,987,15.2,0.53,28.4,8.1
Day'Ron Sharpe,,BKN,,62,,1160,,,,,,,,,,,,,,,,413,145,67,26,106,147,540,,,https://www.nba.com/player/dayron-sharpe,https://www.nba.com/team/BKN,dayron-sharpe,938,15.1,0.81,18.7,12.2
De'Aaron Fox,,SAS,,65,,2015,,,,,,,,,,,,,,,,242,406,78,17,149,144,1209,,,https://www.nba.com/player/deaaron-fox,https://www.nba.com/team/SAS,deaaron-fox,1659,25.5,0.82,31.0,21.0
Dean Wade,,CLE,,57,,1279,,,,,,,,,,,,,,,,240,86,43,22,16,89,331,,,https://www.nba.com/player/dean-wade,https://www.nba.com/team/CLE,dean-wade,617,10.8,0.48,22.4,5.2
Deandre Ayton,,LAL,,65,,1782,,,,,,,,,,,,,,,,538,55,38,62,82,147,802,,,https://www.nba.com/player/deandre-ayton,https://www.nba.com/team/LAL,deandre-ayton,1266,19.5,0.71,27.4,13.8
De'Andre Hunter,,SAC,,45,,1175,,,,,,,,,,,,,,,,185,90,30,6,75,112,615,,,https://www.nba.com/player/deandre-hunter,https://www.nba.com/team/SAC,deandre-hunter,739,16.4,0.63,26.1,10.3
DeAndre Jordan,,NOP,,12,,199,,,,,,,,,,,,,,,,76,11,4,10,9,16,53,,,https://www.nba.com/player/deandre-jordan,https://www.nba.com/team/NOP,deandre-jordan,129,10.8,0.65,16.6,7.0
De'Anthony Melton,,GSW,,43,,986,,,,,,,,,,,,,,,,137,106,70,17,82,87,547,,,https://www.nba.com/player/deanthony-melton,https://www.nba.com/team/GSW,deanthony-melton,708,16.5,0.72,22.9,11.8
DeJon Jarreau,,MEM,,10,,211,,,,,,,,,,,,,,,,49,34,8,6,22,26,84,,,https://www.nba.com/player/dejon-jarreau,https://www.nba.com/team/MEM,dejon-jarreau,133,13.3,0.63,21.1,8.4
Dejounte Murray,,NOP,,13,,361,,,,,,,,,,,,,,,,67,84,21,3,42,32,225,,,https://www.nba.com/player/dejounte-murray,https://www.nba.com/team/NOP,dejounte-murray,326,25.1,0.9,27.8,22.6
DeMar DeRozan,,SAC,,74,,2337,,,,,,,,,,,,,,,,223,307,78,22,94,145,1368,,,https://www.nba.com/player/demar-derozan,https://www.nba.com/team/SAC,demar-derozan,1759,23.8,0.75,31.6,17.9
Deni Avdija,,POR,,60,,1983,,,,,,,,,,,,,,,,415,399,47,38,232,152,1429,,,https://www.nba.com/player/deni-avdija,https://www.nba.com/team/POR,deni-avdija,1944,32.4,0.98,33.0,31.8
Dennis Schröder,,CLE,,64,,1577,,,,,,,,,,,,,,,,175,311,51,10,113,98,695,,,https://www.nba.com/player/dennis-schroder,https://www.nba.com/team/CLE,dennis-schroder,1031,16.1,0.65,24.6,10.5
Dereck Lively II,,DAL,,7,,115,,,,,,,,,,,,,,,,37,13,4,11,10,21,30,,,https://www.nba.com/player/dereck-lively,https://www.nba.com/team/DAL,dereck-lively,64,9.1,0.56,16.4,5.1
Derik Queen,,NOP,,75,,1832,,,,,,,,,,,,,,,,511,273,71,66,171,195,854,,,https://www.nba.com/player/derik-queen,https://www.nba.com/team/NOP,derik-queen,1409,18.8,0.77,24.4,14.4
Derrick Jones Jr.,,LAC,,43,,1179,,,,,,,,,,,,,,,,142,61,43,44,35,91,461,,,https://www.nba.com/player/derrick-jones,https://www.nba.com/team/LAC,derrick-jones,625,14.5,0.53,27.4,7.7
Derrick White,,BOS,,71,,2434,,,,,,,,,,,,,,,,318,390,84,97,127,116,1205,,,https://www.nba.com/player/derrick-white,https://www.nba.com/team/BOS,derrick-white,1851,26.1,0.76,34.3,19.8
Desmond Bane,,ORL,,74,,2525,,,,,,,,,,,,,,,,307,310,75,31,148,229,1505,,,https://www.nba.com/player/desmond-bane,https://www.nba.com/team/ORL,desmond-bane,1851,25.0,0.73,34.1,18.3
Devin Booker,,PHX,,59,,1963,,,,,,,,,,,,,,,,228,352,48,18,187,152,1514,,,https://www.nba.com/player/devin-booker,https://www.nba.com/team/PHX,devin-booker,1821,30.9,0.93,33.3,28.6
Devin Carter,,SAC,,32,,519,,,,,,,,,,,,,,,,91,73,26,5,42,37,253,,,https://www.nba.com/player/devin-carter,https://www.nba.com/team/SAC,devin-carter,369,11.5,0.71,16.2,8.2
Devin Vassell,,SAS,,60,,1827,,,,,,,,,,,,,,,,234,150,52,23,53,98,845,,,https://www.nba.com/player/devin-vassell,https://www.nba.com/team/SAS,devin-vassell,1153,19.2,0.63,30.4,12.1
Dillon Brooks,,PHX,,50,,1530,,,,,,,,,,,,,,,,183,88,52,8,89,166,1044,,,https://www.nba.com/player/dillon-brooks,https://www.nba.com/team/PHX,dillon-brooks,1120,22.4,0.73,30.6,16.4
Dillon Jones,,NYK,,6,,27,,,,,,,,,,,,,,,,6,4,2,0,0,5,7,,,https://www.nba.com/player/dillon-jones,https://www.nba.com/team/NYK,dillon-jones,14,2.3,0.52,4.5,1.2
Domantas Sabonis,,SAC,,19,,564,,,,,,,,,,,,,,,,216,78,18,4,51,66,301,,,https://www.nba.com/player/domantas-sabonis,https://www.nba.com/team/SAC,domantas-sabonis,500,26.3,0.89,29.7,23.3
Dominick Barlow,,PHI,,64,,1533,,,,,,,,,,,,,,,,303,80,56,45,52,134,507,,,https://www.nba.com/player/dominick-barlow,https://www.nba.com/team/PHI,dominick-barlow,805,12.6,0.53,24.0,6.6
Donovan Clingan,,POR,,71,,1932,,,,,,,,,,,,,,,,833,151,41,121,90,166,866,,,https://www.nba.com/player/donovan-clingan,https://www.nba.com/team/POR,donovan-clingan,1756,24.7,0.91,27.2,22.5
Donovan Mitchell,,CLE,,66,,2216,,,,,,,,,,,,,,,,294,379,101,18,186,155,1848,,,https://www.nba.com/player/donovan-mitchell,https://www.nba.com/team/CLE,donovan-mitchell,2299,34.8,1.04,33.6,36.1
Donte DiVincenzo,,MIN,,75,,2320,,,,,,,,,,,,,,,,323,297,100,31,112,180,934,,,https://www.nba.com/player/donte-divincenzo,https://www.nba.com/team/MIN,donte-divincenzo,1393,18.6,0.6,30.9,11.2
Dorian Finney-Smith,,HOU,,35,,590,,,,,,,,,,,,,,,,89,34,15,6,22,60,107,,,https://www.nba.com/player/dorian-finney-smith,https://www.nba.com/team/HOU,dorian-finney-smith,169,4.8,0.29,16.9,1.4
Doug McDermott,,SAC,,23,,332,,,,,,,,,,,,,,,,26,14,4,3,10,16,129,,,https://www.nba.com/player/doug-mcdermott,https://www.nba.com/team/SAC,doug-mcdermott,150,6.5,0.45,14.4,2.9
Drake Powell,,BKN,,57,,1147,,,,,,,,,,,,,,,,95,83,28,10,54,80,358,,,https://www.nba.com/player/drake-powell,https://www.nba.com/team/BKN,drake-powell,440,7.7,0.38,20.1,3.0
Draymond Green,,GSW,,62,,1706,,,,,,,,,,,,,,,,343,335,55,37,168,176,531,,,https://www.nba.com/player/draymond-green,https://www.nba.com/team/GSW,draymond-green,957,15.4,0.56,27.5,8.7
Drew Eubanks,,SAC,,42,,552,,,,,,,,,,,,,,,,127,19,15,26,30,57,219,,,https://www.nba.com/player/drew-eubanks,https://www.nba.com/team/SAC,drew-eubanks,319,7.6,0.58,13.1,4.4
Drew Peterson,,CHA,,6,,64,,,,,,,,,,,,,,,,9,2,3,1,0,3,5,,,https://www.nba.com/player/drew-peterson,https://www.nba.com/team/CHA,drew-peterson,17,2.8,0.27,10.7,0.8
Drew Timme,,LAL,,22,,185,,,,,,,,,,,,,,,,28,17,5,0,7,15,72,,,https://www.nba.com/player/drew-timme,https://www.nba.com/team/LAL,drew-timme,100,4.5,0.54,8.4,2.5
Dru Smith,,MIA,,68,,1125,,,,,,,,,,,,,,,,172,178,98,21,55,109,389,,,https://www.nba.com/player/dru-smith,https://www.nba.com/team/MIA,dru-smith,694,10.2,0.62,16.5,6.3
Duncan Robinson,,DET,,71,,1960,,,,,,,,,,,,,,,,192,146,40,22,48,156,846,,,https://www.nba.com/player/duncan-robinson,https://www.nba.com/team/DET,duncan-robinson,1042,14.7,0.53,27.6,7.8
Duop Reath,,POR,,32,,258,,,,,,,,,,,,,,,,38,10,5,8,7,28,94,,,https://www.nba.com/player/duop-reath,https://www.nba.com/team/POR,duop-reath,120,3.8,0.47,8.1,1.7
Dwight Powell,,DAL,,56,,774,,,,,,,,,,,,,,,,213,54,28,18,35,108,188,,,https://www.nba.com/player/dwight-powell,https://www.nba.com/team/DAL,dwight-powell,358,6.4,0.46,13.8,3.0
Dylan Cardwell,,SAC,,38,,771,,,,,,,,,,,,,,,,286,53,25,51,31,131,194,,,https://www.nba.com/player/dylan-cardwell,https://www.nba.com/team/SAC,dylan-cardwell,447,11.8,0.58,20.3,6.8
Dylan Harper,,SAS,,62,,1385,,,,,,,,,,,,,,,,211,238,48,21,86,120,717,,,https://www.nba.com/player/dylan-harper,https://www.nba.com/team/SAS,dylan-harper,1029,16.6,0.74,22.3,12.3
Dyson Daniels,,ATL,,71,,2359,,,,,,,,,,,,,,,,474,418,137,30,127,150,839,,,https://www.nba.com/player/dyson-daniels,https://www.nba.com/team/ATL,dyson-daniels,1621,22.8,0.69,33.2,15.7
Egor Dëmin,,BKN,,52,,1308,,,,,,,,,,,,,,,,165,173,42,17,86,93,536,,,https://www.nba.com/player/egor-demin,https://www.nba.com/team/BKN,egor-demin,754,14.5,0.58,25.2,8.4
E.J. Liddell,,BKN,,20,,194,,,,,,,,,,,,,,,,38,15,3,8,8,28,52,,,https://www.nba.com/player/ej-liddell,https://www.nba.com/team/BKN,ej-liddell,80,4.0,0.41,9.7,1.6
Elijah Harkless,,UTA,,26,,545,,,,,,,,,,,,,,,,53,75,31,6,26,52,178,,,https://www.nba.com/player/elijah-harkless,https://www.nba.com/team/UTA,elijah-harkless,265,10.2,0.49,21.0,5.0
Emanuel Miller,,SAS,,5,,33,,,,,,,,,,,,,,,,3,4,2,0,0,2,15,,,https://www.nba.com/player/emanuel-miller,https://www.nba.com/team/SAS,emanuel-miller,22,4.4,0.67,6.6,2.9
Enrique Freeman,,MIN,,2,,8,,,,,,,,,,,,,,,,3,0,0,1,0,0,0,,,https://www.nba.com/player/enrique-freeman,https://www.nba.com/team/MIN,enrique-freeman,4,2.0,0.5,4.0,1.0
Eric Gordon,,PHI,,6,,74,,,,,,,,,,,,,,,,2,3,4,1,3,3,33,,,https://www.nba.com/player/eric-gordon,https://www.nba.com/team/PHI,eric-gordon,37,6.2,0.5,12.3,3.1
Ethan Thompson,,IND,,25,,427,,,,,,,,,,,,,,,,45,35,15,7,16,51,126,,,https://www.nba.com/player/ethan-thompson,https://www.nba.com/team/IND,ethan-thompson,161,6.4,0.38,17.1,2.4
Evan Mobley,,CLE,,60,,1937,,,,,,,,,,,,,,,,541,217,47,109,113,153,1106,,,https://www.nba.com/player/evan-mobley,https://www.nba.com/team/CLE,evan-mobley,1754,29.2,0.91,32.3,26.5
Franz Wagner,,ORL,,28,,891,,,,,,,,,,,,,,,,161,101,30,9,48,63,596,,,https://www.nba.com/player/franz-wagner,https://www.nba.com/team/ORL,franz-wagner,786,28.1,0.88,31.8,24.8
Gabe Vincent,,ATL,,48,,818,,,,,,,,,,,,,,,,48,67,25,2,23,72,210,,,https://www.nba.com/player/gabe-vincent,https://www.nba.com/team/ATL,gabe-vincent,257,5.4,0.31,17.0,1.7
Garrett Temple,,TOR,,20,,67,,,,,,,,,,,,,,,,8,8,3,2,7,6,14,,,https://www.nba.com/player/garrett-temple,https://www.nba.com/team/TOR,garrett-temple,22,1.1,0.33,3.4,0.4
Garrison Mathews,,IND,,15,,196,,,,,,,,,,,,,,,,17,10,6,3,3,19,78,,,https://www.nba.com/player/garrison-mathews,https://www.nba.com/team/IND,garrison-mathews,92,6.1,0.47,13.1,2.9
Gary Harris,,MIL,,45,,617,,,,,,,,,,,,,,,,56,46,25,7,18,48,116,,,https://www.nba.com/player/gary-harris,https://www.nba.com/team/MIL,gary-harris,184,4.1,0.3,13.7,1.2
Gary Payton II,,GSW,,67,,1024,,,,,,,,,,,,,,,,240,115,58,20,58,123,491,,,https://www.nba.com/player/gary-payton,https://www.nba.com/team/GSW,gary-payton,743,11.1,0.73,15.3,8.0
Gary Trent Jr.,,MIL,,62,,1328,,,,,,,,,,,,,,,,64,77,33,3,38,81,509,,,https://www.nba.com/player/gary-trent,https://www.nba.com/team/MIL,gary-trent,567,9.1,0.43,21.4,3.9
GG Jackson,,MEM,,52,,1104,,,,,,,,,,,,,,,,222,73,30,40,80,73,625,,,https://www.nba.com/player/gg-jackson,https://www.nba.com/team/MEM,gg-jackson,837,16.1,0.76,21.2,12.2
Giannis Antetokounmpo,,MIL,,36,,1039,,,,,,,,,,,,,,,,352,196,34,24,115,86,993,,,https://www.nba.com/player/giannis-antetokounmpo,https://www.nba.com/team/MIL,giannis-antetokounmpo,1398,38.8,1.35,28.9,52.3
Goga Bitadze,,ORL,,56,,835,,,,,,,,,,,,,,,,264,71,33,52,33,117,317,,,https://www.nba.com/player/goga-bitadze,https://www.nba.com/team/ORL,goga-bitadze,587,10.5,0.7,14.9,7.4
Gradey Dick,,TOR,,69,,1031,,,,,,,,,,,,,,,,142,50,43,7,41,95,434,,,https://www.nba.com/player/gradey-dick,https://www.nba.com/team/TOR,gradey-dick,540,7.8,0.52,14.9,4.1
Grant Nelson,,BKN,,4,,35,,,,,,,,,,,,,,,,6,5,1,5,4,6,17,,,https://www.nba.com/player/grant-nelson,https://www.nba.com/team/BKN,grant-nelson,24,6.0,0.69,8.8,4.1
Grant Williams,,CHA,,30,,583,,,,,,,,,,,,,,,,117,49,11,13,29,50,205,,,https://www.nba.com/player/grant-williams,https://www.nba.com/team/CHA,grant-williams,316,10.5,0.54,19.4,5.7
Grayson Allen,,PHX,,46,,1356,,,,,,,,,,,,,,,,138,188,64,12,74,99,796,,,https://www.nba.com/player/grayson-allen,https://www.nba.com/team/PHX,grayson-allen,1025,22.3,0.76,29.5,16.8
Guerschon Yabusele,,CHI,,62,,883,,,,,,,,,,,,,,,,204,56,25,14,36,75,326,,,https://www.nba.com/player/guerschon-yabusele,https://www.nba.com/team/CHI,guerschon-yabusele,514,8.3,0.58,14.2,4.8
Gui Santos,,GSW,,64,,1289,,,,,,,,,,,,,,,,248,146,55,22,95,127,571,,,https://www.nba.com/player/gui-santos,https://www.nba.com/team/GSW,gui-santos,820,12.8,0.64,20.1,8.2
Harrison Barnes,,SAS,,70,,1825,,,,,,,,,,,,,,,,200,138,46,11,57,76,703,,,https://www.nba.com/player/harrison-barnes,https://www.nba.com/team/SAS,harrison-barnes,965,13.8,0.53,26.1,7.3
Harrison Ingram,,SAS,,5,,17,,,,,,,,,,,,,,,,3,1,0,0,0,2,9,,,https://www.nba.com/player/harrison-ingram,https://www.nba.com/team/SAS,harrison-ingram,11,2.2,0.65,3.4,1.4
Haywood Highsmith,,PHX,,6,,80,,,,,,,,,,,,,,,,13,7,4,0,0,8,33,,,https://www.nba.com/player/haywood-highsmith,https://www.nba.com/team/PHX,haywood-highsmith,49,8.2,0.61,13.3,5.0
Herbert Jones,,NOP,,53,,1541,,,,,,,,,,,,,,,,182,150,87,27,68,170,479,,,https://www.nba.com/player/herb-jones,https://www.nba.com/team/NOP,herb-jones,687,13.0,0.45,29.1,5.8
Hugo González,,BOS,,70,,1051,,,,,,,,,,,,,,,,240,39,39,21,37,119,277,,,https://www.nba.com/player/hugo-gonzalez,https://www.nba.com/team/BOS,hugo-gonzalez,460,6.6,0.44,15.0,2.9
Hunter Dickinson,,NOP,,1,,5,,,,,,,,,,,,,,,,0,0,0,1,2,2,2,,,https://www.nba.com/player/hunter-dickinson,https://www.nba.com/team/NOP,hunter-dickinson,-1,-1.0,-0.2,5.0,0.2
Hunter Sallis,,PHI,,7,,26,,,,,,,,,,,,,,,,1,4,0,1,5,2,7,,,https://www.nba.com/player/hunter-sallis,https://www.nba.com/team/PHI,hunter-sallis,6,0.9,0.23,3.7,0.2
Hunter Tyson,,DEN,,21,,162,,,,,,,,,,,,,,,,36,17,2,1,5,13,46,,,https://www.nba.com/player/hunter-tyson,https://www.nba.com/team/DEN,hunter-tyson,84,4.0,0.52,7.7,2.1
Immanuel Quickley,,TOR,,67,,2174,,,,,,,,,,,,,,,,273,402,87,5,101,136,1132,,,https://www.nba.com/player/immanuel-quickley,https://www.nba.com/team/TOR,immanuel-quickley,1662,24.8,0.76,32.4,19.0
Isaac Jones,,DET,,6,,26,,,,,,,,,,,,,,,,5,1,0,1,0,4,7,,,https://www.nba.com/player/isaac-jones,https://www.nba.com/team/DET,isaac-jones,10,1.7,0.38,4.3,0.6
Isaac Okoro,,CHI,,59,,1589,,,,,,,,,,,,,,,,163,89,39,28,43,152,542,,,https://www.nba.com/player/isaac-okoro,https://www.nba.com/team/CHI,isaac-okoro,666,11.3,0.42,26.9,4.7
Isaiah Collier,,UTA,,59,,1517,,,,,,,,,,,,,,,,150,423,66,20,148,138,688,,,https://www.nba.com/player/isaiah-collier,https://www.nba.com/team/UTA,isaiah-collier,1061,18.0,0.7,25.7,12.6
Isaiah Crawford,,HOU,,13,,76,,,,,,,,,,,,,,,,10,4,2,3,3,3,17,,,https://www.nba.com/player/isaiah-crawford,https://www.nba.com/team/HOU,isaiah-crawford,30,2.3,0.39,5.8,0.9
Isaiah Hartenstein,,OKC,,43,,1068,,,,,,,,,,,,,,,,417,158,45,32,80,112,405,,,https://www.nba.com/player/isaiah-hartenstein,https://www.nba.com/team/OKC,isaiah-hartenstein,865,20.1,0.81,24.8,16.3
Isaiah Jackson,,LAC,,55,,908,,,,,,,,,,,,,,,,290,52,36,49,58,147,370,,,https://www.nba.com/player/isaiah-jackson,https://www.nba.com/team/LAC,isaiah-jackson,592,10.8,0.65,16.5,7.0
Isaiah Joe,,OKC,,67,,1439,,,,,,,,,,,,,,,,175,91,48,11,42,116,717,,,https://www.nba.com/player/isaiah-joe,https://www.nba.com/team/OKC,isaiah-joe,884,13.2,0.61,21.5,8.1
Isaiah Livers,,PHX,,36,,347,,,,,,,,,,,,,,,,61,21,13,8,12,28,65,,,https://www.nba.com/player/isaiah-livers,https://www.nba.com/team/PHX,isaiah-livers,128,3.6,0.37,9.6,1.3
Isaiah Stevens,,SAC,,3,,43,,,,,,,,,,,,,,,,3,10,5,0,2,2,10,,,https://www.nba.com/player/isaiah-stevens,https://www.nba.com/team/SAC,isaiah-stevens,24,8.0,0.56,14.3,4.5
Isaiah Stewart,,DET,,55,,1273,,,,,,,,,,,,,,,,281,66,15,90,63,156,552,,,https://www.nba.com/player/isaiah-stewart,https://www.nba.com/team/DET,isaiah-stewart,785,14.3,0.62,23.1,8.8
Ivica Zubac,,IND,,48,,1447,,,,,,,,,,,,,,,,509,105,18,40,86,112,677,,,https://www.nba.com/player/ivica-zubac,https://www.nba.com/team/IND,ivica-zubac,1151,24.0,0.8,30.1,19.1
Ja Morant,,MEM,,20,,568,,,,,,,,,,,,,,,,65,161,20,6,71,40,389,,,https://www.nba.com/player/ja-morant,https://www.nba.com/team/MEM,ja-morant,530,26.5,0.93,28.4,24.7
Jabari Smith Jr.,,HOU,,70,,2465,,,,,,,,,,,,,,,,485,133,54,65,95,174,1092,,,https://www.nba.com/player/jabari-smith,https://www.nba.com/team/HOU,jabari-smith,1560,22.3,0.63,35.2,14.1
Jabari Walker,,PHI,,60,,742,,,,,,,,,,,,,,,,186,33,23,13,26,101,267,,,https://www.nba.com/player/jabari-walker,https://www.nba.com/team/PHI,jabari-walker,395,6.6,0.53,12.4,3.5
Jacob Toppin,,ATL,,5,,17,,,,,,,,,,,,,,,,1,1,0,1,0,1,8,,,https://www.nba.com/player/jacob-toppin,https://www.nba.com/team/ATL,jacob-toppin,10,2.0,0.59,3.4,1.2
Jaden Hardy,,WAS,,53,,819,,,,,,,,,,,,,,,,83,45,14,5,57,78,483,,,https://www.nba.com/player/jaden-hardy,https://www.nba.com/team/WAS,jaden-hardy,495,9.3,0.6,15.5,5.6
Jaden Ivey,,CHI,,37,,670,,,,,,,,,,,,,,,,91,68,23,14,41,53,316,,,https://www.nba.com/player/jaden-ivey,https://www.nba.com/team/CHI,jaden-ivey,418,11.3,0.62,18.1,7.0
Jaden McDaniels,,MIN,,71,,2262,,,,,,,,,,,,,,,,301,195,80,69,129,240,1050,,,https://www.nba.com/player/jaden-mcdaniels,https://www.nba.com/team/MIN,jaden-mcdaniels,1326,18.7,0.59,31.9,10.9
Jae'Sean Tate,,HOU,,39,,327,,,,,,,,,,,,,,,,52,17,9,3,12,41,103,,,https://www.nba.com/player/jaesean-tate,https://www.nba.com/team/HOU,jaesean-tate,131,3.4,0.4,8.4,1.3
Jahmai Mashack,,MEM,,26,,516,,,,,,,,,,,,,,,,57,36,32,12,29,51,150,,,https://www.nba.com/player/jahmai-mashack,https://www.nba.com/team/MEM,jahmai-mashack,207,8.0,0.4,19.8,3.2
Jahmir Young,,MIA,,11,,51,,,,,,,,,,,,,,,,4,6,1,0,3,6,20,,,https://www.nba.com/player/jahmir-young,https://www.nba.com/team/MIA,jahmir-young,22,2.0,0.43,4.6,0.9
Jahmyl Telfort,,LAC,,8,,32,,,,,,,,,,,,,,,,3,1,1,0,1,5,1,,,https://www.nba.com/player/jahmyl-telfort,https://www.nba.com/team/LAC,jahmyl-telfort,0,0.0,0.0,4.0,0.0
Jaime Jaquez Jr.,,MIA,,69,,1947,,,,,,,,,,,,,,,,349,326,50,20,139,131,1031,,,https://www.nba.com/player/jaime-jaquez,https://www.nba.com/team/MIA,jaime-jaquez,1506,21.8,0.77,28.2,16.9
Jake LaRavia,,LAL,,75,,1849,,,,,,,,,,,,,,,,285,133,92,33,77,176,618,,,https://www.nba.com/player/jake-laravia,https://www.nba.com/team/LAL,jake-laravia,908,12.1,0.49,24.7,5.9
Jakob Poeltl,,TOR,,38,,973,,,,,,,,,,,,,,,,289,80,31,28,47,121,402,,,https://www.nba.com/player/jakob-poeltl,https://www.nba.com/team/TOR,jakob-poeltl,662,17.4,0.68,25.6,11.9
Ja'Kobe Walter,,TOR,,64,,1250,,,,,,,,,,,,,,,,155,70,60,12,33,139,465,,,https://www.nba.com/player/jakobe-walter,https://www.nba.com/team/TOR,jakobe-walter,590,9.2,0.47,19.5,4.4
Jalen Brunson,,NYK,,69,,2415,,,,,,,,,,,,,,,,233,460,52,8,163,159,1814,,,https://www.nba.com/player/jalen-brunson,https://www.nba.com/team/NYK,jalen-brunson,2245,32.5,0.93,35.0,30.2
Jalen Duren,,DET,,64,,1794,,,,,,,,,,,,,,,,680,117,55,55,114,177,1237,,,https://www.nba.com/player/jalen-duren,https://www.nba.com/team/DET,jalen-duren,1853,29.0,1.03,28.0,29.9
Jalen Green,,PHX,,27,,703,,,,,,,,,,,,,,,,103,77,29,3,56,33,495,,,https://www.nba.com/player/jalen-green,https://www.nba.com/team/PHX,jalen-green,618,22.9,0.88,26.0,20.1
Jalen Johnson,,ATL,,67,,2371,,,,,,,,,,,,,,,,684,540,85,30,226,137,1534,,,https://www.nba.com/player/jalen-johnson,https://www.nba.com/team/ATL,jalen-johnson,2510,37.5,1.06,35.4,39.7
Jalen Pickett,,DEN,,46,,739,,,,,,,,,,,,,,,,107,104,13,4,30,40,231,,,https://www.nba.com/player/jalen-pickett,https://www.nba.com/team/DEN,jalen-pickett,389,8.5,0.53,16.1,4.5
Jalen Slawson,,IND,,7,,148,,,,,,,,,,,,,,,,27,17,9,8,5,15,38,,,https://www.nba.com/player/jalen-slawson,https://www.nba.com/team/IND,jalen-slawson,79,11.3,0.53,21.1,6.0
Jalen Smith,,CHI,,53,,1095,,,,,,,,,,,,,,,,355,65,24,42,53,111,541,,,https://www.nba.com/player/jalen-smith,https://www.nba.com/team/CHI,jalen-smith,863,16.3,0.79,20.7,12.8
Jalen Suggs,,ORL,,49,,1328,,,,,,,,,,,,,,,,186,256,88,37,127,124,671,,,https://www.nba.com/player/jalen-suggs,https://www.nba.com/team/ORL,jalen-suggs,987,20.1,0.74,27.1,15.0
