"Player Link","Player Key","Signed Using","Formatted Signed Using"
"https://www.spotrac.com/nba/player/_/id/23597","lonzo-ball","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/33033","luguentz-dort","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/26969","luka-doncic","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/74159","luka-garza","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/23607","luke-kennard","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/23670","luke-kornet","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/78120","malaki-branham","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/20242","malcolm-brogdon","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/95611","malevy-leons","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/20224","malik-beasley","cap-space","Cap Space"
"https://www.spotrac.com/nba/player/_/id/23606","malik-monk","Early Bird Rights","Early Bird Rights"
"https://www.spotrac.com/nba/player/_/id/84442","marcus-sasser","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/15358","marcus-smart","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/78134","marjon-beauchamp","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/78121","mark-williams","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/8064","markieff-morris","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/26968","marvin-bagley","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/13335","mason-plumlee","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/91738","matas-buzelis","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/31577","matisse-thybulle","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/74472","matt-ryan","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/78136","max-christie","Early Bird Rights","Early Bird Rights"
"https://www.spotrac.com/nba/player/_/id/32411","max-strus","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/24212","maxi-kleber","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/82318","maxwell-lewis","second-round-exception","Second Round Exception"
"https://www.spotrac.com/nba/player/_/id/26980","michael-porter","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/26976","mikal-bridges","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/2532","mike-conley","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/26978","miles-bridges","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/74143","miles-mcbride","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/27002","mitchell-robinson","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/26972","mohamed-bamba","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/23652","monte-morris","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/26991","moritz-wagner","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/74121","moses-moody","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/84468","mouhamed-gueye","second-round-exception","Second Round Exception"
"https://www.spotrac.com/nba/player/_/id/17839","myles-turner","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/74133","nahshon-hyland","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/70704","naji-marshall","non-taxpayer-mid-level-exception","Non Taxpayer Mid Level Exception"
"https://www.spotrac.com/nba/player/_/id/32045","naz-reid","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/74146","neemias-queta","Non-Bird Rights","Non Bird Rights"
"https://www.spotrac.com/nba/player/_/id/70684","nick-richards","Early Bird Rights","Early Bird Rights"
"https://www.spotrac.com/nba/player/_/id/82206","nick-smith","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/31574","nickeil-alexander-walker","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/6149","nicolas-batum","bi-annual-exception","Bi Annual Exception"
"https://www.spotrac.com/nba/player/_/id/31590","nicolas-claxton","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/15393","nikola-jokic","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/78135","nikola-jovic","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/91737","nikola-topic","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/8067","nikola-vucevic","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/82214","noah-clowney","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/17874","norman-powell","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/70650","obi-toppin","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/78124","ochai-agbaji","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/23618","og-anunoby","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/84439","olivier-maxence-prosper","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/70648","onyeka-okongwu","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/78309","orlando-robinson","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/93953","oso-ighodaro","second-round-exception","Second Round Exception"
"https://www.spotrac.com/nba/player/_/id/78118","ousmane-dieng","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/91782","pacome-dadiet","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/78110","paolo-banchero","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/20232","pascal-siakam","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/17869","pat-connaughton","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/78139","patrick-baldwin","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/70646","patrick-williams","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/6322","patty-mills","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/6892","paul-george","cap-space","Cap Space"
"https://www.spotrac.com/nba/player/_/id/70700","paul-reed","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/70668","payton-pritchard","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/91787","pelle-larsson","second-round-exception","Second Round Exception"
"https://www.spotrac.com/nba/player/_/id/78138","peyton-watson","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/23668","pj-dozier","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/11059","pj-tucker","non-taxpayer-mid-level-exception","Non Taxpayer Mid Level Exception"
"https://www.spotrac.com/nba/player/_/id/31569","pj-washington","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/70662","precious-achiuwa","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/74132","quentin-grimes","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/82212","rayan-rupert","second-round-exception","Second Round Exception"
"https://www.spotrac.com/nba/player/_/id/91739","reed-sheppard","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/8075","reggie-jackson","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/17865","richaun-holmes","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/84718","ricky-council","non-taxpayer-mid-level-exception","Non Taxpayer Mid Level Exception"
"https://www.spotrac.com/nba/player/_/id/31560","rj-barrett","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/91736","rob-dillingham","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/26993","robert-williams","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/91751","ron-holland","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/24240","royce-oneale","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/13340","rudy-gobert","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/31566","rui-hachimura","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/6141","russell-westbrook","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/91771","ryan-dunn","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/70661","saddiq-bey","non-taxpayer-mid-level-exception","Non Taxpayer Mid Level Exception"
"https://www.spotrac.com/nba/player/_/id/74311","sam-hauser","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/70702","sam-merrill","non-taxpayer-mid-level-exception","Non Taxpayer Mid Level Exception"
"https://www.spotrac.com/nba/player/_/id/74161","sandro-mamukelashvili","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/74137","santi-aldama","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/82198","scoot-henderson","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/74111","scottie-barnes","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/78256","scotty-pippen","non-taxpayer-mid-level-exception","Non Taxpayer Mid Level Exception"
"https://www.spotrac.com/nba/player/_/id/13512","seth-curry","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/78113","shaedon-sharpe","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/26977","shai-gilgeous-alexander","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/27020","shake-milton","Non-Bird Rights","Non Bird Rights"
"https://www.spotrac.com/nba/player/_/id/84471","sidy-cissoko","cap-space","Cap Space"
"https://www.spotrac.com/nba/player/_/id/78654","simone-fontecchio","Early Bird Rights","Early Bird Rights"
"https://www.spotrac.com/nba/player/_/id/15390","spencer-dinwiddie","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/6287","stephen-curry","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/91750","stephon-castle","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/13325","steven-adams","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/27013","sviatoslav-mykhailiuk","cap-space","Cap Space"
"https://www.spotrac.com/nba/player/_/id/6278","taj-gibson","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/31605","talen-horton-tucker","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/78123","tari-eason","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/20217","taurean-prince","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/82205","taylor-hendricks","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/31607","terance-mann","",""
"https://www.spotrac.com/nba/player/_/id/91774","terrence-shannon","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/17844","terry-rozier","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/23643","thomas-bryant","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/91756","tidjane-salaun","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/13337","tim-hardaway","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/18252","tj-mcconnell","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/8070","tobias-harris","cap-space","Cap Space"
"https://www.spotrac.com/nba/player/_/id/24230","torrey-craig","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/84478","toumani-camara","second-round-exception","Second Round Exception"
"https://www.spotrac.com/nba/player/_/id/26971","trae-young","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/84443","trayce-jackson-davis","second-round-exception","Second Round Exception"
"https://www.spotrac.com/nba/player/_/id/70683","tre-jones","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/74125","tre-mann","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/74232","trendon-watford","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/17840","trey-lyles","Early Bird Rights","Early Bird Rights"
"https://www.spotrac.com/nba/player/_/id/74124","trey-murphy","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/91759","tristan-da-silva","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/8054","tristan-thompson","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/31582","ty-jerome","bi-annual-exception","Bi Annual Exception"
"https://www.spotrac.com/nba/player/_/id/31570","tyler-herro","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/91769","tyler-kolek","second-round-exception","Second Round Exception"
"https://www.spotrac.com/nba/player/_/id/91762","tyler-smith","second-round-exception","Second Round Exception"
"https://www.spotrac.com/nba/player/_/id/70654","tyrese-haliburton","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/70663","tyrese-maxey","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/17852","tyus-jones","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/15404","vasilije-micic","room-mid-level-exception","Room Mid Level Exception"
"https://www.spotrac.com/nba/player/_/id/82196","victor-wembanyama","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/78158","vincent-williams","non-taxpayer-mid-level-exception","Non Taxpayer Mid Level Exception"
"https://www.spotrac.com/nba/player/_/id/70679","vit-krejci","non-taxpayer-mid-level-exception","Non Taxpayer Mid Level Exception"
"https://www.spotrac.com/nba/player/_/id/23650","vlatko-cancar","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/78133","walker-kessler","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/26973","wendell-carter","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/78145","wendell-moore","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/70677","xavier-tillman","Minimum","Minimum"
"https://www.spotrac.com/nba/player/_/id/91761","yves-missi","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/91733","zaccharie-risacher","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/23605","zach-collins","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/91755","zach-edey","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/15365","zach-lavine","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/70664","zeke-nnaji","Bird Rights","Bird Rights"
"https://www.spotrac.com/nba/player/_/id/74117","ziaire-williams","rookie-scale-exception","Rookie Scale Exception"
"https://www.spotrac.com/nba/player/_/id/31558","zion-williamson","Bird Rights","Bird Rights"
