"SportswsId","SportswsShortName","SportswsTeam","SportswsPosition","SportswsUrl","SportswsClean"
"/nba/kelly-olynyk","K. Olynyk","UTA","FC","https://sports.ws/nba/kelly-olynyk","kelly_olynyk"
"/nba/giannis-antetokounmpo","G. Antetokounmpo","MIL","FC","https://sports.ws/nba/giannis-antetokounmpo","giannis_antetokounmpo"
"/nba/dennis-schroder","D. Schroder","TOR","G","https://sports.ws/nba/dennis-schroder","dennis_schroder"
"/nba/gorgui-dieng","G. Dieng","*FA","FC","https://sports.ws/nba/gorgui-dieng","gorgui_dieng"
"/nba/mason-plumlee","M. Plumlee","LAC","C","https://sports.ws/nba/mason-plumlee","mason_plumlee"
"/nba/tim-hardaway-jr","T. Hardaway Jr.","DAL","F","https://sports.ws/nba/tim-hardaway-jr","tim_hardaway_jr"
"/nba/reggie-bullock","R. Bullock","SAS","F","https://sports.ws/nba/reggie-bullock","reggie_bullock"
"/nba/rudy-gobert","R. Gobert","MIN","C","https://sports.ws/nba/rudy-gobert","rudy_gobert"
"/nba/mike-muscala","M. Muscala","WAS","C","https://sports.ws/nba/mike-muscala","mike_muscala"
"/nba/raul-neto","R. Neto","*FA","G","https://sports.ws/nba/raul-neto","raul_neto"
"/nba/seth-curry","S. Curry","DAL","G","https://sports.ws/nba/seth-curry","seth_curry"
"/nba/matthew-dellavedova","M. Dellavedova","*FA","G","https://sports.ws/nba/matthew-dellavedova","matthew_dellavedova"
"/nba/robert-covington","R. Covington","LAC","F","https://sports.ws/nba/robert-covington","robert_covington"
"/nba/dewayne-dedmon","D. Dedmon","*FA","C","https://sports.ws/nba/dewayne-dedmon","dewayne_dedmon"
"/nba/andrew-wiggins","A. Wiggins","GSW","F","https://sports.ws/nba/andrew-wiggins","andrew_wiggins"
"/nba/joel-embiid","J. Embiid","PHI","C","https://sports.ws/nba/joel-embiid","joel_embiid"
"/nba/aaron-gordon","A. Gordon","DEN","F","https://sports.ws/nba/aaron-gordon","aaron_gordon"
"/nba/marcus-smart","M. Smart","MEM","G","https://sports.ws/nba/marcus-smart","marcus_smart"
"/nba/julius-randle","J. Randle","NYK","F","https://sports.ws/nba/julius-randle","julius_randle"
"/nba/noah-vonleh","N. Vonleh","*FA","FC","https://sports.ws/nba/noah-vonleh","noah_vonleh"
"/nba/doug-mcdermott","D. McDermott","SAS","F","https://sports.ws/nba/doug-mcdermott","doug_mcdermott"
"/nba/dario-saric","D. Saric","GSW","FC","https://sports.ws/nba/dario-saric","dario_saric"
"/nba/zach-lavine","Z. LaVine","CHI","GF","https://sports.ws/nba/zach-lavine","zach_lavine"
"/nba/tj-warren","T. Warren","*FA","F","https://sports.ws/nba/tj-warren","tj_warren"
"/nba/jusuf-nurkic","J. Nurkic","POR","C","https://sports.ws/nba/jusuf-nurkic","jusuf_nurkic"
"/nba/gary-harris","G. Harris","ORL","GF","https://sports.ws/nba/gary-harris","gary_harris"
"/nba/clint-capela","C. Capela","ATL","C","https://sports.ws/nba/clint-capela","clint_capela"
"/nba/bogdan-bogdanovic","B. Bogdanovic","ATL","GF","https://sports.ws/nba/bogdan-bogdanovic","bogdan_bogdanovic"
"/nba/kyle-anderson","K. Anderson","MIN","F","https://sports.ws/nba/kyle-anderson","kyle_anderson"
"/nba/joe-harris","J. Harris","DET","F","https://sports.ws/nba/joe-harris","joe_harris"
"/nba/spencer-dinwiddie","S. Dinwiddie","BKL","G","https://sports.ws/nba/spencer-dinwiddie","spencer_dinwiddie"
"/nba/jerami-grant","J. Grant","POR","F","https://sports.ws/nba/jerami-grant","jerami_grant"
"/nba/nikola-jokic","N. Jokic","DEN","C","https://sports.ws/nba/nikola-jokic","nikola_jokic"
"/nba/dwight-powell","D. Powell","DAL","C","https://sports.ws/nba/dwight-powell","dwight_powell"
"/nba/jordan-clarkson","J. Clarkson","UTA","GF","https://sports.ws/nba/jordan-clarkson","jordan_clarkson"
"/nba/thanasis-antetokounmpo","T. Antetokounmpo","MIL","FC","https://sports.ws/nba/thanasis-antetokounmpo","thanasis_antetokounmpo"
"/nba/joe-ingles","J. Ingles","ORL","F","https://sports.ws/nba/joe-ingles","joe_ingles"
"/nba/jamychal-green","J. Green","*FA","FC","https://sports.ws/nba/jamychal-green","jamychal_green"
"/nba/karl-anthony-towns","K. Towns","MIN","FC","https://sports.ws/nba/karl-anthony-towns","karl_anthony_towns"
"/nba/dangelo-russell","D. Russell","LAL","G","https://sports.ws/nba/dangelo-russell","dangelo_russell"
"/nba/kristaps-porzingis","K. Porzingis","BOS","C","https://sports.ws/nba/kristaps-porzingis","kristaps_porzingis"
"/nba/stanley-johnson","S. Johnson","*FA","GF","https://sports.ws/nba/stanley-johnson","stanley_johnson"
"/nba/frank-kaminsky","F. Kaminsky","*FA","C","https://sports.ws/nba/frank-kaminsky","frank_kaminsky"
"/nba/justise-winslow","J. Winslow","*FA","F","https://sports.ws/nba/justise-winslow","justise_winslow"
"/nba/myles-turner","M. Turner","IND","C","https://sports.ws/nba/myles-turner","myles_turner"
"/nba/trey-lyles","T. Lyles","SAC","FC","https://sports.ws/nba/trey-lyles","trey_lyles"
"/nba/devin-booker","D. Booker","PHO","GF","https://sports.ws/nba/devin-booker","devin_booker"
"/nba/cameron-payne","C. Payne","SAS","G","https://sports.ws/nba/cameron-payne","cameron_payne"
"/nba/kelly-oubre","K. Oubre Jr.","*FA","GF","https://sports.ws/nba/kelly-oubre","kelly_oubre"
"/nba/terry-rozier","T. Rozier III","CHA","G","https://sports.ws/nba/terry-rozier","terry_rozier"
"/nba/delon-wright","D. Wright","WAS","G","https://sports.ws/nba/delon-wright","delon_wright"
"/nba/tyus-jones","T. Jones","WAS","G","https://sports.ws/nba/tyus-jones","tyus_jones"
"/nba/larry-nance-jr","L. Nance Jr.","NOR","C","https://sports.ws/nba/larry-nance-jr","larry_nance_jr"
"/nba/kevon-looney","K. Looney","GSW","C","https://sports.ws/nba/kevon-looney","kevon_looney"
"/nba/cedi-osman","C. Osman","SAS","F","https://sports.ws/nba/cedi-osman","cedi_osman"
"/nba/montrezl-harrell","M. Harrell","PHI","C","https://sports.ws/nba/montrezl-harrell","montrezl_harrell"
"/nba/willy-hernangomez","W. Hernangomez","*FA","C","https://sports.ws/nba/willy-hernangomez","willy_hernangomez"
"/nba/richaun-holmes","R. Holmes","DAL","C","https://sports.ws/nba/richaun-holmes","richaun_holmes"
"/nba/josh-richardson","J. Richardson","MIA","G","https://sports.ws/nba/josh-richardson","josh_richardson"
"/nba/pat-connaughton","P. Connaughton","MIL","GF","https://sports.ws/nba/pat-connaughton","pat_connaughton"
"/nba/norman-powell","N. Powell","LAC","G","https://sports.ws/nba/norman-powell","norman_powell"
"/nba/bobby-portis","B. Portis","MIL","F","https://sports.ws/nba/bobby-portis","bobby_portis"
"/nba/boban-marjanovic","B. Marjanovic","*FA","C","https://sports.ws/nba/boban-marjanovic","boban_marjanovic"
"/nba/christian-wood","C. Wood","LAL","C","https://sports.ws/nba/christian-wood","christian_wood"
"/nba/tj-mcconnell","T. McConnell","IND","G","https://sports.ws/nba/tj-mcconnell","tj_mcconnell"
"/nba/ben-simmons","B. Simmons","BKL","G","https://sports.ws/nba/ben-simmons","ben_simmons"
"/nba/brandon-ingram","B. Ingram","NOR","GF","https://sports.ws/nba/brandon-ingram","brandon_ingram"
"/nba/jaylen-brown","J. Brown","BOS","GF","https://sports.ws/nba/jaylen-brown","jaylen_brown"
"/nba/kris-dunn","K. Dunn","UTA","G","https://sports.ws/nba/kris-dunn","kris_dunn"
"/nba/jamal-murray","J. Murray","DEN","G","https://sports.ws/nba/jamal-murray","jamal_murray"
"/nba/buddy-hield","B. Hield","IND","GF","https://sports.ws/nba/buddy-hield","buddy_hield"
"/nba/jakob-poeltl","J. Poeltl","TOR","C","https://sports.ws/nba/jakob-poeltl","jakob_poeltl"
"/nba/furkan-korkmaz","F. Korkmaz","PHI","GF","https://sports.ws/nba/furkan-korkmaz","furkan_korkmaz"
"/nba/domantas-sabonis","D. Sabonis","SAC","C","https://sports.ws/nba/domantas-sabonis","domantas_sabonis"
"/nba/taurean-prince","T. Prince","LAL","F","https://sports.ws/nba/taurean-prince","taurean_prince"
"/nba/juan-hernangomez","J. Hernangomez","*FA","FC","https://sports.ws/nba/juan-hernangomez","juan_hernangomez"
"/nba/ivica-zubac","I. Zubac","LAC","C","https://sports.ws/nba/ivica-zubac","ivica_zubac"
"/nba/damian-jones","D. Jones","CLE","C","https://sports.ws/nba/damian-jones","damian_jones"
"/nba/dejounte-murray","D. Murray","ATL","G","https://sports.ws/nba/dejounte-murray","dejounte_murray"
"/nba/malik-beasley","M. Beasley","MIL","G","https://sports.ws/nba/malik-beasley","malik_beasley"
"/nba/caris-levert","C. LeVert","CLE","GF","https://sports.ws/nba/caris-levert","caris_levert"
"/nba/pascal-siakam","P. Siakam","TOR","FC","https://sports.ws/nba/pascal-siakam","pascal_siakam"
"/nba/malcolm-brogdon","M. Brogdon","BOS","G","https://sports.ws/nba/malcolm-brogdon","malcolm_brogdon"
"/nba/georges-niang","G. Niang","CLE","F","https://sports.ws/nba/georges-niang","georges_niang"
"/nba/ryan-arcidiacono","R. Arcidiacono","*FA","G","https://sports.ws/nba/ryan-arcidiacono","ryan_arcidiacono"
"/nba/gary-payton-ii","G. Payton II","GSW","GF","https://sports.ws/nba/gary-payton-ii","gary_payton_ii"
"/nba/danuel-house","D. House Jr.","PHI","F","https://sports.ws/nba/danuel-house","danuel_house"
"/nba/dorian-finney-smith","D. Finney-Smith","BKL","F","https://sports.ws/nba/dorian-finney-smith","dorian_finney_smith"
"/nba/bryn-forbes","B. Forbes","*FA","G","https://sports.ws/nba/bryn-forbes","bryn_forbes"
"/nba/fred-vanvleet","F. VanVleet","HOU","G","https://sports.ws/nba/fred-vanvleet","fred_vanvleet"
"/nba/rodney-mcgruder","R. McGruder","*FA","GF","https://sports.ws/nba/rodney-mcgruder","rodney_mcgruder"
"/nba/derrick-jones-jr","D. Jones Jr.","DAL","F","https://sports.ws/nba/derrick-jones-jr","derrick_jones_jr"
"/nba/markelle-fultz","M. Fultz","ORL","G","https://sports.ws/nba/markelle-fultz","markelle_fultz"
"/nba/jayson-tatum","J. Tatum","BOS","F","https://sports.ws/nba/jayson-tatum","jayson_tatum"
"/nba/deaaron-fox","D. Fox","SAC","G","https://sports.ws/nba/deaaron-fox","deaaron_fox"
"/nba/jonathan-isaac","J. Isaac","ORL","F","https://sports.ws/nba/jonathan-isaac","jonathan_isaac"
"/nba/lauri-markkanen","L. Markkanen","UTA","F","https://sports.ws/nba/lauri-markkanen","lauri_markkanen"
"/nba/malik-monk","M. Monk","SAC","G","https://sports.ws/nba/malik-monk","malik_monk"
"/nba/dennis-smith-jr","D. Smith Jr.","BKL","G","https://sports.ws/nba/dennis-smith-jr","dennis_smith_jr"
"/nba/zach-collins","Z. Collins","SAS","C","https://sports.ws/nba/zach-collins","zach_collins"
"/nba/donovan-mitchell","D. Mitchell","CLE","G","https://sports.ws/nba/donovan-mitchell","donovan_mitchell"
"/nba/luke-kennard","L. Kennard","MEM","G","https://sports.ws/nba/luke-kennard","luke_kennard"
"/nba/john-collins","J. Collins","UTA","F","https://sports.ws/nba/john-collins","john_collins"
"/nba/frank-ntilikina","F. Ntilikina","CHA","GF","https://sports.ws/nba/frank-ntilikina","frank_ntilikina"
"/nba/justin-jackson","J. Jackson","*FA","F","https://sports.ws/nba/justin-jackson","justin_jackson"
"/nba/jarrett-allen","J. Allen","CLE","C","https://sports.ws/nba/jarrett-allen","jarrett_allen"
"/nba/bam-adebayo","B. Adebayo","MIA","C","https://sports.ws/nba/bam-adebayo","bam_adebayo"
"/nba/og-anunoby","O. Anunoby","TOR","GF","https://sports.ws/nba/og-anunoby","og_anunoby"
"/nba/derrick-white","D. White","BOS","G","https://sports.ws/nba/derrick-white","derrick_white"
"/nba/isaiah-hartenstein","I. Hartenstein","NYK","C","https://sports.ws/nba/isaiah-hartenstein","isaiah_hartenstein"
"/nba/kyle-kuzma","K. Kuzma","WAS","F","https://sports.ws/nba/kyle-kuzma","kyle_kuzma"
"/nba/tony-bradley","T. Bradley","*FA","C","https://sports.ws/nba/tony-bradley","tony_bradley"
"/nba/josh-hart","J. Hart","NYK","F","https://sports.ws/nba/josh-hart","josh_hart"
"/nba/frank-jackson","F. Jackson","*FA","G","https://sports.ws/nba/frank-jackson","frank_jackson"
"/nba/davon-reed","D. Reed","*FA","GF","https://sports.ws/nba/davon-reed","davon_reed"
"/nba/tyler-dorsey","T. Dorsey","*FA","F","https://sports.ws/nba/tyler-dorsey","tyler_dorsey"
"/nba/thomas-bryant","T. Bryant","MIA","C","https://sports.ws/nba/thomas-bryant","thomas_bryant"
"/nba/dillon-brooks","D. Brooks","HOU","GF","https://sports.ws/nba/dillon-brooks","dillon_brooks"
"/nba/sterling-brown","S. Brown","*FA","F","https://sports.ws/nba/sterling-brown","sterling_brown"
"/nba/vlatko-cancar","V. Cancar","DEN","F","https://sports.ws/nba/vlatko-cancar","vlatko_cancar"
"/nba/monte-morris","M. Morris","DET","G","https://sports.ws/nba/monte-morris","monte_morris"
"/nba/edmond-sumner","E. Sumner","*FA","G","https://sports.ws/nba/edmond-sumner","edmond_sumner"
"/nba/daniel-theis","D. Theis","IND","C","https://sports.ws/nba/daniel-theis","daniel_theis"
"/nba/kobi-simmons","K. Simmons","*FA","G","https://sports.ws/nba/kobi-simmons","kobi_simmons"
"/nba/luke-kornet","L. Kornet","BOS","C","https://sports.ws/nba/luke-kornet","luke_kornet"
"/nba/chris-boucher","C. Boucher","TOR","F","https://sports.ws/nba/chris-boucher","chris_boucher"
"/nba/torrey-craig","T. Craig","CHI","F","https://sports.ws/nba/torrey-craig","torrey_craig"
"/nba/royce-oneale","R. O'Neale","BKL","GF","https://sports.ws/nba/royce-oneale","royce_oneale"
"/nba/khem-birch","K. Birch","SAS","C","https://sports.ws/nba/khem-birch","khem_birch"
"/nba/pj-dozier","P. Dozier","*FA","GF","https://sports.ws/nba/pj-dozier","pj_dozier"
"/nba/maxi-kleber","M. Kleber","DAL","FC","https://sports.ws/nba/maxi-kleber","maxi_kleber"
"/nba/alex-caruso","A. Caruso","CHI","G","https://sports.ws/nba/alex-caruso","alex_caruso"
