Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Key,FP,FPPG,FPPM,MPG,FPR
Jamal Murray,27,DEN,PG,10,10,363,65,158,.411,21,63,.333,44,95,.463,.478,32,38,.842,5,38,43,55,14,4,21,17,183,0,,jamal-murray,261,26.1,0.72,36.3,18.8
Jamal Shead,22,TOR,PG,15,0,235,30,80,.375,5,26,.192,25,54,.463,.406,9,12,.750,1,12,13,50,5,2,24,29,74,0,,jamal-shead,91,6.1,0.39,15.7,2.3
James Harden,35,LAC,PG,15,15,523,89,239,.372,37,119,.311,52,120,.433,.450,86,100,.860,11,105,116,135,24,15,66,35,301,1,,james-harden,490,32.7,0.94,34.9,30.6
James Johnson,37,IND,PF,2,0,6,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,0,0,1,0,1,1,0,2,0,,james-johnson,3,1.5,0.5,3.0,0.8
James Wiseman,23,IND,C,1,0,5,2,4,.500,0,1,.000,2,3,.667,.500,2,2,1.000,0,1,1,0,0,0,0,0,6,0,,james-wiseman,7,7.0,1.4,5.0,9.8
Jamison Battle,23,TOR,SF,14,0,194,27,62,.435,19,46,.413,8,16,.500,.589,6,8,.750,10,21,31,12,0,2,4,20,79,0,,jamison-battle,100,7.1,0.52,13.9,3.7
Jarace Walker,21,IND,PF,14,1,226,30,67,.448,15,34,.441,15,33,.455,.560,6,10,.600,7,42,49,21,18,5,21,19,81,0,,jarace-walker,134,9.6,0.59,16.1,5.7
Jared Butler,24,WAS,SG,10,0,82,17,34,.500,1,5,.200,16,29,.552,.515,13,19,.684,2,5,7,24,6,2,3,8,48,0,,jared-butler,76,7.6,0.93,8.2,7.0
Jared McCain,20,PHI,SG,13,3,276,71,149,.477,29,71,.408,42,78,.538,.574,27,27,1.000,6,22,28,33,7,0,13,18,198,0,,jared-mccain,235,18.1,0.85,21.2,15.4
Jared Rhoden,25,CHO,SG,4,0,12,2,8,.250,0,2,.000,2,6,.333,.250,0,0,,2,2,4,2,1,0,1,1,4,0,,jared-rhoden,9,2.2,0.75,3.0,1.7
Jaren Jackson Jr.,25,MEM,C,13,13,375,107,203,.527,24,68,.353,83,135,.615,.586,58,74,.784,16,60,76,14,18,22,30,40,296,0,,jaren-jackson,356,27.4,0.95,28.8,26.0
Jarrett Allen,26,CLE,C,16,16,481,91,136,.669,0,0,,91,136,.669,.669,46,61,.754,33,142,175,27,16,19,18,17,228,0,,jarrett-allen,430,26.9,0.89,30.1,24.0
Javonte Green,31,NOP,SG,15,5,359,30,74,.405,11,32,.344,19,42,.452,.480,20,23,.870,15,37,52,12,17,8,6,16,91,0,,javonte-green,158,10.5,0.44,23.9,4.6
Jaxson Hayes,24,LAL,C,10,1,175,24,34,.706,0,0,,24,34,.706,.706,15,19,.789,19,27,46,9,3,9,6,27,63,0,,jaxson-hayes,97,9.7,0.55,17.5,5.4
Jay Huff,26,MEM,C,15,1,216,49,88,.557,24,55,.436,25,33,.758,.693,16,19,.842,9,28,37,11,4,24,7,18,138,0,,jay-huff,189,12.6,0.88,14.4,11.0
Jaylen Brown,28,BOS,SF,11,11,406,93,217,.429,22,75,.293,71,142,.500,.479,65,84,.774,16,58,74,48,12,4,27,33,273,0,,jaylen-brown,351,31.9,0.86,36.9,27.6
Jaylen Martin,21,BRK,SF,2,0,3,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,0,1,3,0,,jaylen-martin,2,1.0,0.67,1.5,0.7
Jaylen Nowell,25,NOP,SG,8,0,168,26,73,.356,8,27,.296,18,46,.391,.411,7,11,.636,6,14,20,18,1,4,8,9,67,0,,jaylen-nowell,93,11.6,0.55,21.0,6.4
Jaylen Wells,21,MEM,SG,15,10,384,63,148,.426,25,68,.368,38,80,.475,.510,22,30,.733,14,33,47,24,5,5,16,25,173,0,,jaylen-wells,213,14.2,0.55,25.6,7.9
Jaylon Tyson,22,CLE,SG,6,0,26,2,6,.333,2,4,.500,0,2,.000,.500,1,2,.500,0,4,4,2,0,0,4,7,7,0,,jaylon-tyson,2,0.3,0.08,4.3,0.0
Jayson Tatum,26,BOS,PF,15,15,548,140,302,.464,65,165,.394,75,137,.547,.571,104,128,.813,6,116,122,89,21,8,44,40,449,0,,jayson-tatum,605,40.3,1.1,36.5,44.5
Jazian Gortman,21,DAL,PG,2,0,5,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,1,0,3,0,,jazian-gortman,2,1.0,0.4,2.5,0.4
JD Davison,22,BOS,PG,3,0,14,1,4,.250,0,2,.000,1,2,.500,.250,1,2,.500,0,1,1,1,1,0,4,1,3,0,,jd-davison,1,0.3,0.07,4.7,0.0
Jeenathan Williams,25,HOU,SG,2,0,7,3,4,.750,1,2,.500,2,2,1.000,.875,0,0,,0,3,3,0,1,0,0,0,7,0,,jeenathan-williams,11,5.5,1.57,3.5,8.6
Jeff Dowtin,27,PHI,PG,8,0,80,6,19,.316,1,8,.125,5,11,.455,.342,3,4,.750,2,6,8,9,3,0,1,5,16,0,,jeff-dowtin,30,3.8,0.38,10.0,1.4
Jeff Green,38,HOU,PF,5,0,28,4,7,.571,2,5,.400,2,2,1.000,.714,0,0,,0,3,3,1,1,0,1,2,10,0,,jeff-green,12,2.4,0.43,5.6,1.0
Jerami Grant,30,POR,PF,14,14,462,79,205,.385,32,94,.340,47,111,.423,.463,47,59,.797,4,43,47,30,13,17,20,29,237,0,,jerami-grant,295,21.1,0.64,33.0,13.5
Jeremiah Robinson-Earl,24,NOP,PF,15,3,296,37,84,.440,13,37,.351,24,47,.511,.518,16,17,.941,32,35,67,14,8,1,12,19,103,0,,jeremiah-robinson-earl,162,10.8,0.55,19.7,5.9
Jeremy Sochan,21,SAS,PF,7,7,205,44,86,.512,3,12,.250,41,74,.554,.529,17,25,.680,17,37,54,21,7,3,16,21,108,0,,jeremy-sochan,156,22.3,0.76,29.3,17.0
Jericho Sims,26,NYK,C,14,1,193,13,18,.722,0,0,,13,18,.722,.722,1,3,.333,21,37,58,8,2,6,8,21,27,0,,jericho-sims,72,5.1,0.37,13.8,1.9
Jett Howard,21,ORL,SF,14,0,122,20,50,.400,17,42,.405,3,8,.375,.570,2,2,1.000,1,11,12,3,1,5,5,12,59,0,,jett-howard,63,4.5,0.52,8.7,2.3
Jevon Carter,29,CHI,PG,5,0,35,5,15,.333,3,10,.300,2,5,.400,.433,0,0,,1,4,5,4,3,0,1,1,13,0,,jevon-carter,23,4.6,0.66,7.0,3.0
Jimmy Butler,35,MIA,PF,9,9,278,51,102,.500,3,14,.214,48,88,.545,.515,54,69,.783,26,22,48,44,13,2,14,14,159,0,,jimmy-butler,238,26.4,0.86,30.9,22.6
Jock Landale,29,HOU,C,10,0,113,17,37,.459,3,5,.600,14,32,.438,.500,7,12,.583,15,19,34,9,2,4,5,11,44,0,,jock-landale,77,7.7,0.68,11.3,5.2
Joe Ingles,37,MIN,SF,7,0,26,0,2,.000,0,2,.000,0,0,,.000,0,0,,2,0,2,9,0,0,1,5,0,0,,joe-ingles,5,0.7,0.19,3.7,0.1
Joel Embiid,30,PHI,C,3,3,90,12,37,.324,2,13,.154,10,24,.417,.351,18,18,1.000,3,16,19,12,1,3,10,6,44,0,,joel-embiid,63,21.0,0.7,30.0,14.7
John Collins,27,UTA,PF,14,5,381,95,180,.528,14,38,.368,81,142,.570,.567,42,43,.977,36,74,110,36,20,10,37,44,246,0,,john-collins,341,24.4,0.9,27.2,21.8
John Konchar,28,MEM,SG,8,0,122,6,16,.375,4,14,.286,2,2,1.000,.500,3,4,.750,8,20,28,8,5,5,4,7,19,0,,john-konchar,54,6.8,0.44,15.2,3.0
Johnny Davis,22,WAS,SG,11,0,82,12,26,.462,2,4,.500,10,22,.455,.500,1,2,.500,4,10,14,2,3,1,1,9,27,0,,johnny-davis,37,3.4,0.45,7.5,1.5
Johnny Furphy,20,IND,SG,6,0,39,4,14,.286,1,6,.167,3,8,.375,.321,1,1,1.000,3,3,6,1,1,1,4,1,10,0,,johnny-furphy,14,2.3,0.36,6.5,0.8
Johnny Juzang,23,UTA,SG,10,0,148,17,43,.395,10,30,.333,7,13,.538,.512,10,10,1.000,4,12,16,7,5,2,5,20,54,0,,johnny-juzang,59,5.9,0.4,14.8,2.4
Jonas Valančiūnas,32,WAS,C,13,2,262,65,115,.565,2,5,.400,63,110,.573,.574,32,34,.941,32,69,101,30,5,10,22,20,164,0,,jonas-valanciunas,268,20.6,1.02,20.2,21.1
Jonathan Isaac,27,ORL,PF,12,0,193,30,60,.500,9,30,.300,21,30,.700,.575,11,18,.611,23,33,56,4,10,13,5,17,80,0,,jonathan-isaac,141,11.8,0.73,16.1,8.6
Jonathan Kuminga,22,GSW,PF,13,3,304,67,145,.462,14,44,.318,53,101,.525,.510,34,56,.607,16,38,54,24,13,5,20,23,182,0,,jonathan-kuminga,235,18.1,0.77,23.4,14.0
Jonathan Mogbo,23,TOR,PF,15,1,232,24,51,.471,1,7,.143,23,44,.523,.480,20,29,.690,34,27,61,24,13,7,12,30,69,0,,jonathan-mogbo,132,8.8,0.57,15.5,5.0
Jordan Clarkson,32,UTA,SG,12,2,313,66,165,.400,22,80,.275,44,85,.518,.467,37,46,.804,8,38,46,44,11,1,22,17,191,0,,jordan-clarkson,254,21.2,0.81,26.1,17.2
Jordan Hawkins,22,NOP,SG,8,3,242,42,103,.408,19,52,.365,23,51,.451,.500,27,29,.931,4,32,36,11,1,3,13,11,130,0,,jordan-hawkins,157,19.6,0.65,30.2,12.7
Jordan McLaughlin,28,SAC,PG,12,0,117,12,28,.429,6,15,.400,6,13,.462,.536,8,10,.800,2,11,13,15,6,0,5,8,38,0,,jordan-mclaughlin,59,4.9,0.5,9.8,2.5
Jordan Miller,25,LAC,SF,4,0,30,4,12,.333,1,5,.200,3,7,.429,.375,11,13,.846,3,2,5,2,0,0,3,1,20,0,,jordan-miller,23,5.8,0.77,7.5,4.4
Jordan Poole,25,WAS,SG,13,13,389,92,201,.458,44,99,.444,48,102,.471,.567,46,51,.902,4,26,30,60,25,7,41,46,274,0,,jordan-poole,309,23.8,0.79,29.9,18.9
Jordan Walsh,20,BOS,PF,12,0,108,6,20,.300,4,16,.250,2,4,.500,.400,0,1,.000,3,9,12,3,4,3,2,9,16,0,,jordan-walsh,27,2.2,0.25,9.0,0.6
Jose Alvarado,26,NOP,PG,11,7,282,40,101,.396,24,60,.400,16,41,.390,.515,14,17,.824,6,18,24,49,17,3,14,26,118,0,,jose-alvarado,171,15.5,0.61,25.6,9.4
Josh Giddey,22,CHI,PG,15,15,411,67,161,.416,20,55,.364,47,106,.443,.478,29,43,.674,21,74,95,99,11,3,37,24,183,0,,josh-giddey,330,22.0,0.8,27.4,17.7
Josh Green,24,CHO,SG,12,11,291,26,57,.456,16,31,.516,10,26,.385,.596,6,9,.667,8,19,27,18,8,4,10,34,74,0,,josh-green,87,7.2,0.3,24.2,2.2
Josh Hart,29,NYK,SG,14,14,519,73,125,.584,17,51,.333,56,74,.757,.652,29,33,.879,22,102,124,82,13,3,27,31,192,1,,josh-hart,356,25.4,0.69,37.1,17.4
Josh Minott,22,MIN,SF,6,0,42,4,8,.500,0,4,.000,4,4,1.000,.500,1,2,.500,0,4,4,1,0,2,3,8,9,0,,josh-minott,5,0.8,0.12,7.0,0.1
Josh Okogie,26,PHO,SG,7,1,132,27,49,.551,8,16,.500,19,33,.576,.633,12,18,.667,13,18,31,4,9,2,7,10,74,0,,josh-okogie,103,14.7,0.78,18.9,11.5
Josh Richardson,31,MIA,SG,8,0,150,11,38,.289,6,22,.273,5,16,.313,.368,4,4,1.000,6,6,12,12,8,1,8,17,32,0,,josh-richardson,40,5.0,0.27,18.8,1.3
Jrue Holiday,34,BOS,PG,14,14,428,65,133,.489,27,70,.386,38,63,.603,.590,20,23,.870,12,44,56,56,7,3,22,18,177,0,,jrue-holiday,259,18.5,0.61,30.6,11.2
JT Thor,22,CLE,PF,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,1,0,0,2,0,,jt-thor,3,3.0,1.5,2.0,4.5
Julian Champagnie,23,SAS,SF,15,15,424,59,135,.437,35,96,.365,24,39,.615,.567,11,13,.846,14,67,81,22,10,8,18,23,164,0,,julian-champagnie,244,16.3,0.58,28.3,9.4
Julian Phillips,21,CHI,SF,15,0,208,23,56,.411,10,33,.303,13,23,.565,.500,9,16,.563,11,20,31,7,12,2,8,20,65,0,,julian-phillips,89,5.9,0.43,13.9,2.5
Julian Strawther,22,DEN,SG,13,0,279,43,99,.434,19,51,.373,24,48,.500,.530,18,24,.750,5,27,32,18,13,6,13,35,123,0,,julian-strawther,144,11.1,0.52,21.5,5.7
Julius Randle,30,MIN,PF,14,14,476,105,207,.507,26,68,.382,79,139,.568,.570,67,81,.827,28,63,91,62,9,1,41,35,303,0,,julius-randle,390,27.9,0.82,34.0,22.8
Justin Champagnie,23,WAS,SF,2,0,5,0,0,,0,0,,0,0,,,0,0,,1,1,2,1,0,0,0,3,0,0,,justin-champagnie,0,0.0,0.0,2.5,0.0
Jusuf Nurkić,30,PHO,C,13,13,308,35,91,.385,10,38,.263,25,53,.472,.440,31,47,.660,25,103,128,14,11,7,35,38,111,0,,jusuf-nurkic,198,15.2,0.64,23.7,9.8
Kai Jones,24,LAC,C,10,0,85,10,14,.714,0,0,,10,14,.714,.714,3,5,.600,10,11,21,3,0,7,5,9,23,0,,kai-jones,40,4.0,0.47,8.5,1.9
Karl-Anthony Towns,29,NYK,C,13,13,428,123,226,.544,34,66,.515,89,160,.556,.619,61,72,.847,38,123,161,39,10,10,23,43,341,0,,karl-anthony-towns,495,38.1,1.16,32.9,44.0
Karlo Matković,23,NOP,PF,3,0,12,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,3,1,4,0,0,1,3,4,2,0,,karlo-matkovic,0,0.0,0.0,4.0,0.0
Keaton Wallace,25,ATL,PG,12,1,194,22,55,.400,8,26,.308,14,29,.483,.473,4,4,1.000,2,16,18,22,10,6,12,13,56,0,,keaton-wallace,87,7.2,0.45,16.2,3.3
Keegan Murray,24,SAC,PF,15,15,550,74,172,.430,26,87,.299,48,85,.565,.506,18,21,.857,34,86,120,25,8,9,15,49,192,0,,keegan-murray,290,19.3,0.53,36.7,10.2
Keldon Johnson,25,SAS,SF,15,0,400,70,158,.443,19,63,.302,51,95,.537,.503,29,37,.784,18,65,83,25,14,4,11,28,188,0,,keldon-johnson,275,18.3,0.69,26.7,12.6
Kel'el Ware,20,MIA,C,8,0,48,8,19,.421,2,6,.333,6,13,.462,.474,0,0,,0,9,9,0,2,4,3,6,18,0,,kelel-ware,24,3.0,0.5,6.0,1.5
Kelly Oubre Jr.,29,PHI,SF,13,11,399,66,162,.407,16,60,.267,50,102,.490,.457,26,34,.765,17,44,61,15,11,4,18,44,174,0,,kelly-oubre,203,15.6,0.51,30.7,7.9
Kenrich Williams,30,OKC,PF,5,0,67,9,20,.450,2,11,.182,7,9,.778,.500,2,2,1.000,1,12,13,4,3,4,2,10,22,0,,kenrich-williams,34,6.8,0.51,13.4,3.5
Kentavious Caldwell-Pope,31,ORL,SG,15,15,449,36,103,.350,16,66,.242,20,37,.541,.427,21,21,1.000,6,29,35,30,20,8,11,31,109,0,,kentavious-caldwell-pope,160,10.7,0.36,29.9,3.8
Keon Ellis,25,SAC,SG,14,1,303,33,68,.485,20,47,.426,13,21,.619,.632,16,19,.842,12,19,31,11,17,12,14,29,102,0,,keon-ellis,130,9.3,0.43,21.6,4.0
Keon Johnson,22,BRK,SG,14,0,179,22,63,.349,12,40,.300,10,23,.435,.444,6,7,.857,8,32,40,14,4,4,11,21,62,0,,keon-johnson,92,6.6,0.51,12.8,3.4
Kessler Edwards,24,DAL,SF,3,0,7,0,2,.000,0,2,.000,0,0,,.000,0,0,,0,0,0,0,0,0,1,2,0,0,,kessler-edwards,-3,-1.0,-0.43,2.3,0.4
Kevin Durant,36,PHO,PF,9,9,349,89,161,.553,24,56,.429,65,105,.619,.627,46,55,.836,2,57,59,31,7,13,30,16,248,0,,kevin-durant,312,34.7,0.89,38.8,31.0
Kevin Huerter,26,SAC,SG,13,13,373,57,130,.438,26,84,.310,31,46,.674,.538,5,9,.556,5,47,52,33,18,6,14,36,145,0,,kevin-huerter,204,15.7,0.55,28.7,8.6
Kevin Love,36,MIA,PF,5,4,62,13,31,.419,8,18,.444,5,13,.385,.548,1,1,1.000,4,24,28,5,8,0,2,2,35,0,,kevin-love,72,14.4,1.16,12.4,16.7
Kevin Porter Jr.,24,LAC,SG,15,0,255,50,122,.410,8,34,.235,42,88,.477,.443,14,24,.583,8,37,45,40,9,4,34,17,122,0,,kevin-porter,169,11.3,0.66,17.0,7.5
Kevon Looney,28,GSW,C,11,0,173,25,52,.481,0,0,,25,52,.481,.481,14,23,.609,47,45,92,19,10,4,8,31,64,0,,kevon-looney,150,13.6,0.87,15.7,11.8
Keyonte George,21,UTA,PG,13,13,411,64,175,.366,33,101,.327,31,74,.419,.460,33,42,.786,7,29,36,72,7,1,36,23,194,0,,keyonte-george,251,19.3,0.61,31.6,11.8
KJ Martin,24,PHI,PF,10,1,158,18,28,.643,2,4,.500,16,24,.667,.679,9,12,.750,4,19,23,5,3,6,1,22,47,0,,kj-martin,61,6.1,0.39,15.8,2.4
KJ Simpson,22,CHO,PG,1,0,7,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,2,1,3,1,0,0,0,0,2,0,,kj-simpson,6,6.0,0.86,7.0,5.1
Klay Thompson,34,DAL,SF,15,15,431,75,189,.397,47,127,.370,28,62,.452,.521,13,13,1.000,8,43,51,26,10,4,14,18,210,0,,klay-thompson,269,17.9,0.62,28.7,11.2
Kobe Brown,25,LAC,PF,4,0,26,5,13,.385,0,4,.000,5,9,.556,.385,1,2,.500,4,6,10,2,1,0,0,1,11,0,,kobe-brown,23,5.8,0.88,6.5,5.1
Kobe Bufkin,21,ATL,SG,1,0,12,1,7,.143,1,5,.200,0,2,.000,.214,2,2,1.000,0,1,1,0,0,0,0,3,5,0,,kobe-bufkin,3,3.0,0.25,12.0,0.8
Kris Dunn,30,LAC,PG,15,4,332,48,90,.533,19,49,.388,29,41,.707,.639,3,8,.375,13,42,55,45,16,3,14,41,118,0,,kris-dunn,182,12.1,0.55,22.1,6.7
Kris Murray,24,POR,SF,13,0,175,21,48,.438,8,22,.364,13,26,.500,.521,6,17,.353,15,19,34,10,8,2,8,11,56,0,,kris-murray,91,7.0,0.52,13.5,3.6
Kyle Anderson,31,GSW,SF,12,0,199,24,66,.364,8,29,.276,16,37,.432,.424,10,14,.714,10,33,43,32,12,9,4,13,66,0,,kyle-anderson,145,12.1,0.73,16.6,8.8
Kyle Filipowski,21,UTA,C,13,7,248,38,70,.543,9,29,.310,29,41,.707,.607,13,27,.481,10,47,57,29,8,2,14,20,98,0,,kyle-filipowski,160,12.3,0.65,19.1,7.9
Kyle Kuzma,29,WAS,PF,8,8,224,54,132,.409,14,48,.292,40,84,.476,.462,14,20,.700,8,46,54,17,2,3,25,15,136,0,,kyle-kuzma,172,21.5,0.77,28.0,16.5
Kyle Lowry,38,PHI,PG,13,10,315,24,63,.381,17,48,.354,7,15,.467,.516,15,19,.789,6,23,29,44,16,5,11,24,80,0,,kyle-lowry,139,10.7,0.44,24.2,4.7
Kyrie Irving,32,DAL,SG,14,14,483,128,235,.545,42,78,.538,86,157,.548,.634,42,49,.857,16,45,61,73,18,3,26,28,340,0,,kyrie-irving,441,31.5,0.91,34.5,28.8
Kyshawn George,21,WAS,SG,13,4,362,39,112,.348,20,74,.270,19,38,.500,.438,14,20,.700,8,46,54,39,11,12,11,44,112,0,,kyshawn-george,173,13.3,0.48,27.8,6.4
LaMelo Ball,23,CHO,PG,14,14,465,136,319,.426,63,174,.362,73,145,.503,.525,63,71,.887,14,53,67,92,17,3,61,57,398,0,,lamelo-ball,459,32.8,0.99,33.2,32.4
Larry Nance Jr.,32,ATL,PF,9,1,140,28,43,.651,14,22,.636,14,21,.667,.814,1,2,.500,10,12,22,11,7,3,4,11,71,0,,larry-nance,99,11.0,0.71,15.6,7.8
Lauri Markkanen,27,UTA,PF,11,11,344,60,134,.448,29,65,.446,31,69,.449,.556,49,58,.845,19,53,72,25,8,0,17,17,198,0,,lauri-markkanen,269,24.5,0.78,31.3,19.1
LeBron James,40,LAL,SF,14,14,494,120,233,.515,32,77,.416,88,156,.564,.584,57,77,.740,10,104,114,132,9,6,51,18,329,5,,lebron-james,521,37.2,1.05,35.3,39.2
Lester Quiñones,24,PHI,SG,2,0,5,1,2,.500,0,1,.000,1,1,1.000,.500,1,1,1.000,2,1,3,1,0,0,0,0,3,0,,lester-quinones,7,3.5,1.4,2.5,4.9
Liam Robbins,25,MIL,C,3,0,17,2,3,.667,0,1,.000,2,2,1.000,.667,1,4,.250,2,1,3,0,0,0,0,3,5,0,,liam-robbins,5,1.7,0.29,5.7,0.5
Lindy Waters III,27,GSW,SG,11,3,162,22,46,.478,13,31,.419,9,15,.600,.620,2,2,1.000,5,17,22,15,6,2,1,11,59,0,,lindy-waters,92,8.4,0.57,14.7,4.7
Lonzo Ball,27,CHI,PG,3,0,47,5,14,.357,4,12,.333,1,2,.500,.500,0,0,,0,8,8,11,0,1,3,4,14,0,,lonzo-ball,27,9.0,0.57,15.7,5.2
Luguentz Dort,25,OKC,SG,15,15,432,59,132,.447,37,86,.430,22,46,.478,.587,22,27,.815,20,47,67,25,19,11,12,41,177,0,,luguentz-dort,246,16.4,0.57,28.8,9.3
Luka Dončić,25,DAL,PG,14,14,513,138,317,.435,45,139,.324,93,178,.522,.506,72,92,.783,8,99,107,107,22,5,46,39,393,0,,luka-doncic,549,39.2,1.07,36.6,42.0
Luka Garza,26,MIN,PF,4,0,17,4,11,.364,0,4,.000,4,7,.571,.364,0,1,.000,1,4,5,0,0,0,2,1,8,0,,luka-garza,10,2.5,0.59,4.2,1.5
Luke Kennard,28,MEM,SG,7,0,145,16,39,.410,12,28,.429,4,11,.364,.564,4,7,.571,2,15,17,27,3,1,8,8,48,0,,luke-kennard,80,11.4,0.55,20.7,6.3
Luke Kornet,29,BOS,C,13,2,217,20,32,.625,0,0,,20,32,.625,.625,16,17,.941,25,26,51,22,7,9,5,19,56,0,,luke-kornet,121,9.3,0.56,16.7,5.2
Luke Travers,23,CLE,SG,3,0,9,1,1,1.000,0,0,,1,1,1.000,1.000,2,2,1.000,1,3,4,2,0,1,1,3,4,0,,luke-travers,7,2.3,0.78,3.0,1.8
Mac McClung,26,ORL,SG,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,2,0,0,0,0,0,0,,mac-mcclung,3,3.0,0.6,5.0,1.8
Malaki Branham,21,SAS,SG,13,0,190,38,78,.487,15,32,.469,23,46,.500,.583,15,18,.833,1,21,22,17,5,2,18,7,106,0,,malaki-branham,127,9.8,0.67,14.6,6.5
Malcolm Brogdon,32,WAS,PG,2,1,41,3,9,.333,0,3,.000,3,6,.500,.333,2,3,.667,1,2,3,1,0,0,2,1,8,0,,malcolm-brogdon,9,4.5,0.22,20.5,1.0
Malevy Leons,25,OKC,SF,6,0,21,0,2,.000,0,1,.000,0,1,.000,.000,2,4,.500,1,2,3,1,0,0,1,4,2,0,,malevy-leons,1,0.2,0.05,3.5,0.0
Malik Beasley,28,DET,SG,16,3,460,88,212,.415,57,145,.393,31,67,.463,.550,14,21,.667,13,35,48,26,11,1,20,24,247,0,,malik-beasley,289,18.1,0.63,28.8,11.3
Malik Monk,26,SAC,SG,10,0,250,46,104,.442,12,43,.279,34,61,.557,.500,22,26,.846,0,30,30,28,9,4,8,18,126,0,,malik-monk,171,17.1,0.68,25.0,11.7
Marcus Sasser,24,DET,PG,8,0,87,14,27,.519,3,11,.273,11,16,.688,.574,2,2,1.000,1,6,7,6,3,2,3,3,33,0,,marcus-sasser,45,5.6,0.52,10.9,2.9
Marcus Smart,30,MEM,PG,7,5,141,15,50,.300,6,28,.214,9,22,.409,.360,16,19,.842,7,11,18,26,7,6,14,15,52,0,,marcus-smart,80,11.4,0.57,20.1,6.5
MarJon Beauchamp,24,MIL,SF,8,0,27,5,14,.357,1,6,.167,4,8,.500,.393,4,4,1.000,2,4,6,1,1,0,7,3,15,0,,marjon-beauchamp,13,1.6,0.48,3.4,0.8
Markieff Morris,35,DAL,PF,2,0,10,1,6,.167,0,2,.000,1,4,.250,.167,0,0,,0,4,4,2,0,0,0,0,2,0,,markieff-morris,8,4.0,0.8,5.0,3.2
Marvin Bagley III,25,WAS,C,9,0,53,12,25,.480,0,4,.000,12,21,.571,.480,5,7,.714,8,12,20,2,1,1,7,1,29,0,,marvin-bagley,45,5.0,0.85,5.9,4.2
Mason Jones,26,SAC,SG,3,0,13,0,2,.000,0,2,.000,0,0,,.000,0,0,,1,3,4,7,0,0,0,1,0,0,,mason-jones,10,3.3,0.77,4.3,2.6
Mason Plumlee,34,PHO,C,14,3,260,29,50,.580,0,0,,29,50,.580,.580,16,30,.533,24,64,88,27,5,6,14,32,74,0,,mason-plumlee,154,11.0,0.59,18.6,6.5
