Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Key,FP,FPPG,FPPM,MPG,FPR
Cam Reddish,25,LAL,SF,8,5,172,13,21,.619,5,9,.556,8,12,.667,.738,6,10,.600,4,19,23,5,9,4,3,13,37,0,,cam-reddish,62,7.8,0.36,21.5,2.8
Cam Thomas,23,BRK,SG,14,14,478,114,249,.458,40,102,.392,74,147,.503,.538,77,89,.865,5,42,47,43,12,1,39,28,345,0,,cam-thomas,381,27.2,0.8,34.1,21.7
Cam Whitmore,20,HOU,SF,7,0,74,17,44,.386,1,18,.056,16,26,.615,.398,8,12,.667,4,7,11,3,1,1,3,8,43,0,,cam-whitmore,48,6.9,0.65,10.6,4.4
Cameron Johnson,28,BRK,PF,15,15,503,90,188,.479,46,117,.393,44,71,.620,.601,45,49,.918,10,54,64,44,10,7,11,32,271,0,,cameron-johnson,353,23.5,0.7,33.5,16.5
Cameron Payne,30,NYK,PG,10,0,162,30,68,.441,18,39,.462,12,29,.414,.574,0,2,.000,5,13,18,34,7,2,6,22,78,0,,cameron-payne,111,11.1,0.69,16.2,7.6
Caris LeVert,30,CLE,SG,13,0,317,55,103,.534,22,48,.458,33,55,.600,.641,21,28,.750,9,29,38,58,13,7,14,18,153,0,,caris-levert,237,18.2,0.75,24.4,13.6
Carlton Carrington,19,WAS,PG,13,12,394,49,112,.438,21,54,.389,28,58,.483,.531,16,20,.800,3,54,57,65,16,4,24,42,135,0,,carlton-carrington,211,16.2,0.54,30.3,8.7
Cason Wallace,21,OKC,SG,15,7,386,43,104,.413,13,45,.289,30,59,.508,.476,3,3,1.000,10,38,48,29,24,8,7,30,102,0,,cason-wallace,174,11.6,0.45,25.7,5.2
Charles Bassey,24,SAS,C,8,0,60,8,13,.615,0,0,,8,13,.615,.615,4,6,.667,4,17,21,3,4,6,4,1,20,0,,charles-bassey,49,6.1,0.82,7.5,5.0
Chet Holmgren,22,OKC,C,10,10,265,56,111,.505,14,37,.378,42,74,.568,.568,38,49,.776,16,71,87,20,8,26,23,18,164,0,,chet-holmgren,264,26.4,1.0,26.5,26.3
Chris Boucher,32,TOR,PF,15,0,279,60,119,.504,18,55,.327,42,64,.656,.580,22,30,.733,19,52,71,10,6,13,10,15,160,0,,chris-boucher,235,15.7,0.84,18.6,13.2
Chris Duarte,27,CHI,SG,6,0,28,6,10,.600,3,7,.429,3,3,1.000,.750,6,8,.750,1,3,4,2,0,0,0,1,21,0,,chris-duarte,26,4.3,0.93,4.7,4.0
Chris Livingston,21,MIL,SF,1,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,chris-livingston,0,0.0,0.0,2.0,0.0
Chris Paul,39,SAS,PG,15,15,427,56,120,.467,31,78,.397,25,42,.595,.596,17,17,1.000,6,51,57,128,20,1,32,29,160,0,,chris-paul,305,20.3,0.71,28.5,14.5
Christian Braun,23,DEN,SG,13,13,459,77,140,.550,17,40,.425,60,100,.600,.611,39,48,.813,16,53,69,25,18,9,16,33,210,0,,christian-braun,282,21.7,0.61,35.3,13.3
Christian Koloko,24,LAL,C,6,0,62,8,11,.727,0,1,.000,8,10,.800,.727,0,0,,6,7,13,2,2,2,3,7,16,0,,christian-koloko,25,4.2,0.4,10.3,1.7
CJ McCollum,33,NOP,PG,4,4,137,29,65,.446,13,34,.382,16,31,.516,.546,4,6,.667,1,13,14,16,9,4,8,6,75,0,,cj-mccollum,104,26.0,0.76,34.2,19.7
Clint Capela,30,ATL,C,15,15,337,72,114,.632,0,0,,72,114,.632,.632,22,36,.611,47,76,123,18,7,10,15,30,166,0,,clint-capela,279,18.6,0.83,22.5,15.4
Coby White,24,CHI,SG,15,15,493,98,216,.454,54,135,.400,44,81,.543,.579,48,54,.889,3,47,50,71,20,4,41,38,298,0,,coby-white,364,24.3,0.74,32.9,17.9
Cody Martin,29,CHO,SF,14,3,342,44,96,.458,19,47,.404,25,49,.510,.557,15,22,.682,17,45,62,28,14,8,15,27,122,0,,cody-martin,192,13.7,0.56,24.4,7.7
Cody Williams,20,UTA,SG,14,7,275,18,62,.290,7,34,.206,11,28,.393,.347,6,10,.600,8,25,33,19,7,4,10,17,49,0,,cody-williams,85,6.1,0.31,19.6,1.9
Colby Jones,22,SAC,SG,7,0,15,2,3,.667,1,1,1.000,1,2,.500,.833,0,0,,1,2,3,1,0,1,2,2,5,0,,colby-jones,6,0.9,0.4,2.1,0.3
Cole Anthony,24,ORL,PG,13,0,131,16,48,.333,6,23,.261,10,25,.400,.396,13,20,.650,4,24,28,23,8,1,15,16,51,0,,cole-anthony,80,6.2,0.61,10.1,3.8
Colin Castleton,24,MEM,C,6,0,14,0,1,.000,0,1,.000,0,0,,.000,4,4,1.000,0,5,5,0,0,1,0,2,4,0,,colin-castleton,8,1.3,0.57,2.3,0.8
Collin Gillespie,25,PHO,PG,1,0,3,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,0,0,0,0,0,0,0,3,0,,collin-gillespie,3,3.0,1.0,3.0,3.0
Collin Sexton,26,UTA,SG,14,12,375,72,158,.456,24,54,.444,48,104,.462,.532,53,60,.883,10,29,39,43,11,2,35,41,221,0,,collin-sexton,240,17.1,0.64,26.8,11.0
Corey Kispert,25,WAS,SF,13,0,386,53,131,.405,28,82,.341,25,49,.510,.511,16,19,.842,4,38,42,21,9,1,12,21,150,0,,corey-kispert,190,14.6,0.49,29.7,7.2
Cory Joseph,33,ORL,PG,9,0,33,4,14,.286,4,11,.364,0,3,.000,.429,0,0,,2,4,6,7,1,2,1,3,12,0,,cory-joseph,24,2.7,0.73,3.7,1.9
Craig Porter Jr.,24,CLE,PG,11,0,96,14,23,.609,5,8,.625,9,15,.600,.717,3,4,.750,1,12,13,13,2,4,4,5,36,0,,craig-porter,59,5.4,0.61,8.7,3.3
Dalano Banton,25,POR,PG,12,0,168,44,92,.478,14,32,.438,30,60,.500,.554,23,33,.697,4,18,22,29,13,7,17,11,125,0,,dalano-banton,168,14.0,1.0,14.0,14.0
Dalen Terry,22,CHI,SG,15,0,196,21,46,.457,4,14,.286,17,32,.531,.500,15,21,.714,14,13,27,14,10,6,15,21,61,0,,dalen-terry,82,5.5,0.42,13.1,2.3
Dalton Knecht,23,LAL,SF,14,4,301,57,109,.523,32,69,.464,25,40,.625,.670,12,13,.923,7,28,35,16,7,0,6,17,158,0,,dalton-knecht,193,13.8,0.64,21.5,8.8
Damian Lillard,34,MIL,PG,11,11,394,85,196,.434,32,98,.327,53,98,.541,.515,76,84,.905,8,42,50,76,10,2,29,20,278,0,,damian-lillard,367,33.4,0.93,35.8,31.1
Damion Lee,32,PHO,SG,3,0,34,3,9,.333,1,5,.200,2,4,.500,.389,4,4,1.000,0,5,5,4,1,0,2,1,11,0,,damion-lee,18,6.0,0.53,11.3,3.2
D'Angelo Russell,28,LAL,PG,14,8,389,58,146,.397,24,77,.312,34,69,.493,.479,25,27,.926,5,28,33,69,14,2,25,27,165,0,,dangelo-russell,231,16.5,0.59,27.8,9.8
Daniel Gafford,26,DAL,C,15,11,308,80,113,.708,0,0,,80,113,.708,.708,28,42,.667,45,52,97,15,6,18,14,45,188,0,,daniel-gafford,265,17.7,0.86,20.5,15.2
Daniel Theis,32,NOP,C,11,5,157,16,36,.444,2,10,.200,14,26,.538,.472,6,8,.750,8,31,39,15,3,7,8,14,40,0,,daniel-theis,82,7.5,0.52,14.3,3.9
Daniss Jenkins,23,DET,PG,2,0,5,0,2,.000,0,2,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,1,0,0,,daniss-jenkins,-1,-0.5,-0.2,2.5,0.1
Dario Šarić,30,DEN,C,8,3,128,12,37,.324,5,17,.294,7,20,.350,.392,3,4,.750,7,24,31,10,6,0,9,13,32,0,,dario-saric,57,7.1,0.45,16.0,3.2
Dariq Whitehead,20,BRK,SF,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,2,0,0,0,,dariq-whitehead,-1,-1.0,-0.5,2.0,0.5
Darius Garland,25,CLE,PG,16,16,484,120,244,.492,46,107,.430,74,137,.540,.586,43,46,.935,8,30,38,112,19,5,42,37,329,0,,darius-garland,424,26.5,0.88,30.2,23.2
David Duke Jr.,25,SAS,SG,1,0,8,1,4,.250,0,1,.000,1,3,.333,.250,1,2,.500,0,0,0,2,0,0,0,1,3,0,,david-duke,4,4.0,0.5,8.0,2.0
David Roddy,23,ATL,PF,11,1,195,26,45,.578,10,22,.455,16,23,.696,.689,11,13,.846,4,35,39,19,6,2,13,11,73,0,,david-roddy,115,10.5,0.59,17.7,6.2
Davion Mitchell,26,TOR,PG,15,12,438,49,115,.426,15,51,.294,34,64,.531,.491,13,18,.722,9,32,41,88,15,4,32,44,126,0,,davion-mitchell,198,13.2,0.45,29.2,6.0
De'Aaron Fox,27,SAC,PG,15,15,561,158,312,.506,33,93,.355,125,219,.571,.559,83,99,.838,14,61,75,85,26,2,55,43,432,0,,deaaron-fox,522,34.8,0.93,37.4,32.4
Dean Wade,28,CLE,PF,13,7,285,24,61,.393,18,51,.353,6,10,.600,.541,5,12,.417,8,46,54,20,13,5,4,22,71,0,,dean-wade,137,10.5,0.48,21.9,5.1
Deandre Ayton,26,POR,C,11,11,322,68,131,.519,5,13,.385,63,118,.534,.538,5,8,.625,33,83,116,11,10,5,16,22,146,0,,deandre-ayton,250,22.7,0.78,29.3,17.6
De'Andre Hunter,27,ATL,SF,4,2,104,26,52,.500,11,23,.478,15,29,.517,.606,19,22,.864,3,15,18,6,2,2,2,15,82,0,,deandre-hunter,93,23.2,0.89,26.0,20.8
DeAndre Jordan,36,DEN,C,4,0,42,8,15,.533,0,0,,8,15,.533,.533,0,2,.000,9,8,17,2,1,1,5,5,16,0,,deandre-jordan,27,6.8,0.64,10.5,4.3
De'Anthony Melton,26,GSW,SG,6,2,121,22,54,.407,13,35,.371,9,19,.474,.528,5,8,.625,6,14,20,17,7,2,10,18,62,0,,deanthony-melton,80,13.3,0.66,20.2,8.8
Dejounte Murray,28,NOP,PG,1,1,30,4,15,.267,0,3,.000,4,12,.333,.267,6,7,.857,0,8,8,10,1,0,1,0,14,0,,dejounte-murray,32,32.0,1.07,30.0,34.1
Delon Wright,32,MIL,PG,11,2,199,12,37,.324,6,24,.250,6,13,.462,.405,0,2,.000,5,13,18,24,11,5,5,9,30,0,,delon-wright,74,6.7,0.37,18.1,2.5
DeMar DeRozan,35,SAC,SF,12,12,438,102,194,.526,10,25,.400,92,169,.544,.552,61,71,.859,7,42,49,49,20,8,23,15,275,0,,demar-derozan,363,30.2,0.83,36.5,25.1
Deni Avdija,24,POR,SF,14,10,349,41,115,.357,12,47,.255,29,68,.426,.409,41,50,.820,18,62,80,43,15,11,27,24,135,0,,deni-avdija,233,16.6,0.67,24.9,11.1
Dennis Schröder,31,BRK,PG,15,15,515,92,205,.449,41,99,.414,51,106,.481,.549,42,50,.840,2,43,45,97,19,2,31,37,267,0,,dennis-schroder,362,24.1,0.7,34.3,17.0
Dereck Lively II,20,DAL,C,11,4,247,40,58,.690,0,0,,40,58,.690,.690,15,28,.536,29,46,75,25,7,16,13,34,95,0,,dereck-lively,171,15.5,0.69,22.5,10.8
Derrick Jones Jr.,27,LAC,SF,15,15,387,57,119,.479,23,52,.442,34,67,.507,.576,13,16,.813,22,30,52,14,18,4,18,33,150,0,,derrick-jones,187,12.5,0.48,25.8,6.0
Derrick White,30,BOS,SG,15,15,522,98,209,.469,57,138,.413,41,71,.577,.605,31,36,.861,18,51,69,65,12,17,22,36,284,0,,derrick-white,389,25.9,0.75,34.8,19.3
Desmond Bane,26,MEM,SG,8,7,217,48,107,.449,15,48,.313,33,59,.559,.519,17,21,.810,7,42,49,28,8,4,16,22,128,0,,desmond-bane,179,22.4,0.82,27.1,18.5
Devin Booker,28,PHO,SG,15,15,550,114,265,.430,39,114,.342,75,151,.497,.504,86,97,.887,19,37,56,98,16,7,32,32,353,0,,devin-booker,466,31.1,0.85,36.7,26.3
Devin Vassell,24,SAS,SG,4,0,90,22,49,.449,10,27,.370,12,22,.545,.551,11,11,1.000,1,4,5,14,2,2,7,9,65,0,,devin-vassell,72,18.0,0.8,22.5,14.4
Dillon Brooks,29,HOU,SF,15,15,464,67,162,.414,30,76,.395,37,86,.430,.506,17,20,.850,18,35,53,18,11,2,11,47,181,0,,dillon-brooks,207,13.8,0.45,30.9,6.2
Dillon Jones,23,OKC,SF,14,0,115,14,38,.368,4,22,.182,10,16,.625,.421,3,6,.500,12,18,30,9,3,1,7,16,35,0,,dillon-jones,55,3.9,0.48,8.2,1.9
D.J. Carton,24,TOR,SG,4,0,33,1,7,.143,0,3,.000,1,4,.250,.143,1,1,1.000,0,4,4,3,2,0,4,1,3,0,,dj-carton,7,1.8,0.21,8.2,0.4
Domantas Sabonis,28,SAC,C,13,13,474,100,156,.641,12,30,.400,88,126,.698,.679,50,59,.847,37,126,163,86,8,6,44,47,262,3,,domantas-sabonis,434,33.4,0.92,36.5,30.6
Dominick Barlow,21,ATL,SF,2,0,11,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,0,0,0,0,0,0,0,1,1,0,,dominick-barlow,0,0.0,0.0,5.5,0.0
Donovan Clingan,20,POR,C,14,3,227,32,58,.552,1,5,.200,31,53,.585,.560,15,18,.833,37,42,79,3,6,30,13,39,80,0,,donovan-clingan,146,10.4,0.64,16.2,6.7
Donovan Mitchell,28,CLE,SG,15,15,476,135,289,.467,56,137,.409,79,152,.520,.564,53,63,.841,9,60,69,60,21,4,30,34,379,0,,donovan-mitchell,469,31.3,0.99,31.7,30.8
Donte DiVincenzo,28,MIN,SG,14,0,359,44,126,.349,32,99,.323,12,27,.444,.476,11,14,.786,6,39,45,46,18,4,23,26,131,0,,donte-divincenzo,195,13.9,0.54,25.6,7.6
Dorian Finney-Smith,31,BRK,PF,13,13,377,52,110,.473,31,73,.425,21,37,.568,.614,11,18,.611,27,34,61,24,13,8,15,44,146,0,,dorian-finney-smith,193,14.8,0.51,29.0,7.6
Doug McDermott,33,SAC,SF,11,2,122,14,41,.341,11,34,.324,3,7,.429,.476,3,5,.600,0,10,10,3,2,1,1,12,42,0,,doug-mcdermott,45,4.1,0.37,11.1,1.5
Draymond Green,34,GSW,PF,13,13,366,37,83,.446,21,45,.467,16,38,.421,.572,23,33,.697,10,65,75,71,14,13,27,44,118,0,,draymond-green,220,16.9,0.6,28.2,10.2
Drew Eubanks,27,UTA,C,11,0,158,21,33,.636,1,3,.333,20,30,.667,.652,9,15,.600,17,28,45,12,3,6,8,12,52,0,,drew-eubanks,98,8.9,0.62,14.4,5.5
Drew Peterson,25,BOS,PF,3,0,7,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,1,1,2,1,0,0,0,,drew-peterson,4,1.3,0.57,2.3,0.8
Dru Smith,27,MIA,SG,5,0,52,6,13,.462,2,5,.400,4,8,.500,.538,0,0,,2,11,13,5,3,4,3,4,14,0,,dru-smith,32,6.4,0.62,10.4,3.9
Duncan Robinson,30,MIA,SF,12,1,243,43,112,.384,30,82,.366,13,30,.433,.518,6,7,.857,4,22,26,22,7,3,9,23,122,0,,duncan-robinson,148,12.3,0.61,20.2,7.5
Duop Reath,28,POR,C,7,0,28,3,13,.231,2,9,.222,1,4,.250,.308,0,0,,2,2,4,2,0,1,1,3,8,0,,duop-reath,11,1.6,0.39,4.0,0.6
Dwight Powell,33,DAL,C,13,0,116,6,8,.750,0,0,,6,8,.750,.750,13,18,.722,9,17,26,9,5,7,5,21,25,0,,dwight-powell,46,3.5,0.4,8.9,1.4
Dyson Daniels,21,ATL,SG,13,13,441,82,175,.469,16,56,.286,66,119,.555,.514,14,23,.609,18,45,63,41,44,14,26,35,194,0,,dyson-daniels,295,22.7,0.67,33.9,15.2
E.J. Liddell,24,CHI,PF,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,ej-liddell,0,0.0,0.0,1.0,0.0
Enrique Freeman,24,IND,PF,7,1,69,2,10,.200,1,4,.250,1,6,.167,.250,4,4,1.000,2,6,8,4,2,1,2,10,9,0,,enrique-freeman,12,1.7,0.17,9.9,0.3
Eric Gordon,36,PHI,SG,11,1,207,20,55,.364,9,31,.290,11,24,.458,.445,14,18,.778,2,9,11,15,3,3,13,10,63,0,,eric-gordon,72,6.5,0.35,18.8,2.3
Evan Mobley,23,CLE,PF,15,15,467,108,188,.574,10,27,.370,98,161,.609,.601,50,60,.833,32,102,134,39,14,22,36,33,276,0,,evan-mobley,416,27.7,0.89,31.1,24.7
Franz Wagner,23,ORL,SF,15,15,468,128,272,.471,32,89,.360,96,183,.525,.529,55,65,.846,15,68,83,75,21,4,29,32,343,0,,franz-wagner,465,31.0,0.99,31.2,30.8
Fred VanVleet,30,HOU,PG,14,14,486,79,197,.401,32,103,.311,47,94,.500,.482,29,37,.784,10,54,64,85,24,6,15,34,219,0,,fred-vanvleet,349,24.9,0.72,34.7,17.9
Gabe Vincent,28,LAL,PG,14,0,254,16,57,.281,7,36,.194,9,21,.429,.342,2,4,.500,4,11,15,8,10,0,7,22,41,0,,gabe-vincent,45,3.2,0.18,18.1,0.6
Garrett Temple,38,TOR,SG,5,0,24,2,5,.400,1,2,.500,1,3,.333,.500,0,0,,1,3,4,5,3,1,1,6,5,0,,garrett-temple,11,2.2,0.46,4.8,1.0
Garrison Mathews,28,ATL,SG,14,1,304,41,89,.461,35,75,.467,6,14,.429,.657,23,26,.885,3,14,17,25,12,3,7,28,140,0,,garrison-mathews,162,11.6,0.53,21.7,6.2
Gary Harris,30,ORL,SG,13,0,216,16,45,.356,12,34,.353,4,11,.364,.489,2,3,.667,7,13,20,6,4,5,5,7,46,0,,gary-harris,69,5.3,0.32,16.6,1.7
Gary Payton II,32,GSW,PG,13,2,153,25,40,.625,2,10,.200,23,30,.767,.650,5,8,.625,11,14,25,15,9,4,8,18,57,0,,gary-payton,84,6.5,0.55,11.8,3.5
Gary Trent Jr.,26,MIL,SG,12,7,297,30,87,.345,18,57,.316,12,30,.400,.448,13,14,.929,0,17,17,11,12,0,7,28,91,0,,gary-trent,96,8.0,0.32,24.8,2.6
Georges Niang,31,CLE,PF,16,1,317,51,104,.490,24,67,.358,27,37,.730,.606,2,3,.667,10,45,55,18,7,4,14,37,128,0,,georges-niang,161,10.1,0.51,19.8,5.1
Giannis Antetokounmpo,30,MIL,PF,13,13,459,166,276,.601,2,10,.200,164,266,.617,.605,74,126,.587,29,132,161,77,6,20,41,40,408,1,,giannis-antetokounmpo,591,45.5,1.29,35.3,58.5
Goga Bitadze,25,ORL,C,11,8,228,39,55,.709,0,5,.000,39,50,.780,.709,9,13,.692,31,44,75,18,5,15,15,25,87,0,,goga-bitadze,160,14.5,0.7,20.7,10.2
Gradey Dick,21,TOR,SG,15,15,495,93,221,.421,36,104,.346,57,117,.487,.502,59,65,.908,8,34,42,36,13,5,26,33,281,0,,gradey-dick,318,21.2,0.64,33.0,13.6
Grant Williams,26,CHO,PF,14,5,407,48,107,.449,24,65,.369,24,42,.571,.561,26,31,.839,17,55,72,34,16,11,25,42,146,0,,grant-williams,212,15.1,0.52,29.1,7.9
Grayson Allen,29,PHO,SG,11,0,241,36,92,.391,27,72,.375,9,20,.450,.538,17,23,.739,6,22,28,11,7,4,14,15,116,0,,grayson-allen,137,12.5,0.57,21.9,7.1
Guerschon Yabusele,29,PHI,PF,13,1,276,42,88,.477,18,49,.367,24,39,.615,.580,11,18,.611,19,44,63,23,10,5,16,36,113,0,,guerschon-yabusele,162,12.5,0.59,21.2,7.3
Gui Santos,22,GSW,PF,5,0,20,2,3,.667,1,2,.500,1,1,1.000,.833,1,2,.500,1,4,5,2,0,0,2,3,6,0,,gui-santos,8,1.6,0.4,4.0,0.6
Harrison Barnes,32,SAS,PF,15,15,428,50,104,.481,19,49,.388,31,55,.564,.572,30,38,.789,23,39,62,23,5,3,12,10,149,0,,harrison-barnes,220,14.7,0.51,28.5,7.5
Harrison Ingram,22,SAS,SF,1,0,7,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,1,0,0,,harrison-ingram,0,0.0,0.0,7.0,0.0
Haywood Highsmith,28,MIA,SF,11,5,274,33,59,.559,13,29,.448,20,30,.667,.669,7,11,.636,8,24,32,9,15,5,7,21,86,0,,haywood-highsmith,119,10.8,0.43,24.9,4.7
Herbert Jones,26,NOP,SF,4,4,113,12,25,.480,2,11,.182,10,14,.714,.520,1,2,.500,4,6,10,4,7,1,5,9,27,0,,herbert-jones,35,8.8,0.31,28.2,2.7
Hunter Tyson,24,DEN,PF,8,0,79,7,16,.438,1,9,.111,6,7,.857,.469,3,3,1.000,2,11,13,4,2,1,3,11,18,0,,hunter-tyson,24,3.0,0.3,9.9,0.9
Immanuel Quickley,25,TOR,PG,3,3,68,16,42,.381,6,16,.375,10,26,.385,.452,8,9,.889,1,5,6,12,2,0,4,7,46,0,,immanuel-quickley,55,18.3,0.81,22.7,14.8
Isaac Jones,24,SAC,PF,7,0,25,4,6,.667,0,0,,4,6,.667,.667,2,2,1.000,1,2,3,0,0,1,2,6,10,0,,isaac-jones,6,0.9,0.24,3.6,0.2
Isaac Okoro,24,CLE,SG,15,8,303,32,65,.492,16,36,.444,16,29,.552,.615,8,13,.615,11,20,31,23,12,5,4,30,88,0,,isaac-okoro,125,8.3,0.41,20.2,3.4
Isaiah Collier,20,UTA,PG,7,1,128,12,26,.462,1,12,.083,11,14,.786,.481,3,6,.500,1,14,15,20,9,2,15,9,28,0,,isaiah-collier,50,7.1,0.39,18.3,2.8
Isaiah Jackson,23,IND,C,5,1,84,14,23,.609,0,0,,14,23,.609,.609,7,14,.500,11,17,28,5,3,8,5,14,35,0,,isaiah-jackson,60,12.0,0.71,16.8,8.6
Isaiah Joe,25,OKC,SG,14,7,310,44,108,.407,32,88,.364,12,20,.600,.556,6,8,.750,10,34,44,24,10,4,4,28,126,0,,isaiah-joe,176,12.6,0.57,22.1,7.1
Isaiah Stewart,23,DET,C,16,2,353,40,70,.571,3,10,.300,37,60,.617,.593,19,22,.864,40,70,110,31,8,20,17,49,102,0,,isaiah-stewart,205,12.8,0.58,22.1,7.4
Ivica Zubac,27,LAC,C,15,15,511,99,175,.566,0,0,,99,175,.566,.566,32,53,.604,60,126,186,35,11,18,32,39,230,0,,ivica-zubac,409,27.3,0.8,34.1,21.8
Ja Morant,25,MEM,PG,8,8,223,56,125,.448,8,31,.258,48,94,.511,.480,45,54,.833,4,36,40,73,5,2,34,14,165,1,,ja-morant,237,29.6,1.06,27.9,31.5
Jabari Smith Jr.,21,HOU,PF,15,15,421,59,142,.415,20,68,.294,39,74,.527,.486,30,35,.857,33,68,101,12,6,7,10,33,168,0,,jabari-smith,251,16.7,0.6,28.1,10.0
Jabari Walker,22,POR,SF,11,0,92,11,27,.407,2,9,.222,9,18,.500,.444,7,8,.875,9,19,28,3,2,1,5,12,31,0,,jabari-walker,48,4.4,0.52,8.4,2.3
Jack McVeigh,28,HOU,PF,5,0,17,2,9,.222,1,6,.167,1,3,.333,.278,0,0,,0,2,2,0,0,1,1,1,5,0,,jack-mcveigh,6,1.2,0.35,3.4,0.4
Jacob Toppin,24,NYK,SF,4,0,13,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,2,2,2,0,0,0,0,2,0,,jacob-toppin,6,1.5,0.46,3.2,0.7
Jaden Hardy,22,DAL,SG,14,0,201,29,73,.397,9,35,.257,20,38,.526,.459,11,11,1.000,4,16,20,19,7,1,17,20,78,0,,jaden-hardy,88,6.3,0.44,14.4,2.8
Jaden Ivey,22,DET,SG,15,15,485,100,226,.442,27,75,.360,73,151,.483,.502,50,68,.735,21,47,68,64,12,8,45,42,277,0,,jaden-ivey,342,22.8,0.71,32.3,16.1
Jaden McDaniels,24,MIN,PF,14,14,416,57,122,.467,16,51,.314,41,71,.577,.533,12,20,.600,17,32,49,24,19,14,17,51,142,0,,jaden-mcdaniels,180,12.9,0.43,29.7,5.6
Jaden Springer,22,BOS,PG,4,0,16,1,5,.200,0,2,.000,1,3,.333,.200,1,2,.500,2,2,4,1,2,0,1,1,3,0,,jaden-springer,8,2.0,0.5,4.0,1.0
Jae'Sean Tate,29,HOU,SF,6,0,25,6,10,.600,0,1,.000,6,9,.667,.600,3,5,.600,3,10,13,4,1,0,3,4,15,0,,jaesean-tate,26,4.3,1.04,4.2,4.5
Jaime Jaquez Jr.,23,MIA,SF,9,0,207,31,73,.425,7,18,.389,24,55,.436,.473,11,19,.579,16,38,54,25,10,1,16,18,80,0,,jaime-jaquez,136,15.1,0.66,23.0,9.9
Jake LaRavia,23,MEM,PF,15,0,374,46,97,.474,14,36,.389,32,61,.525,.546,25,38,.658,25,53,78,57,14,11,21,36,131,0,,jake-laravia,234,15.6,0.63,24.9,9.8
Jakob Poeltl,29,TOR,C,15,15,494,113,186,.608,0,0,,113,186,.608,.608,31,48,.646,66,112,178,40,18,20,41,54,257,0,,jakob-poeltl,418,27.9,0.85,32.9,23.6
Ja'Kobe Walter,20,TOR,SG,4,0,49,3,16,.188,1,6,.167,2,10,.200,.219,3,5,.600,4,7,11,3,0,1,0,8,10,0,,jakobe-walter,17,4.2,0.35,12.2,1.5
Jalen Bridges,23,PHO,SF,2,0,11,0,2,.000,0,2,.000,0,0,,.000,1,2,.500,0,1,1,0,0,0,2,0,1,0,,jalen-bridges,0,0.0,0.0,5.5,0.0
Jalen Brunson,28,NYK,PG,14,14,479,119,254,.469,31,83,.373,88,171,.515,.530,73,89,.820,6,35,41,100,8,0,30,32,342,0,,jalen-brunson,429,30.6,0.9,34.2,27.4
Jalen Duren,21,DET,C,14,14,347,54,72,.750,0,0,,54,72,.750,.750,19,37,.514,54,93,147,38,4,16,24,46,127,0,,jalen-duren,262,18.7,0.76,24.8,14.1
Jalen Green,22,HOU,SG,15,15,490,103,262,.393,41,125,.328,62,137,.453,.471,49,56,.875,9,66,75,41,12,5,39,31,296,0,,jalen-green,359,23.9,0.73,32.7,17.5
Jalen Hood-Schifino,21,LAL,SG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,jalen-hood-schifino,0,0.0,0.0,1.0,0.0
Jalen Johnson,23,ATL,SF,14,14,512,104,218,.477,20,64,.313,84,154,.545,.523,43,59,.729,26,113,139,75,20,16,50,35,271,1,,jalen-johnson,436,31.1,0.85,36.6,26.5
Jalen Pickett,25,DEN,SG,2,0,4,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,jalen-pickett,0,0.0,0.0,2.0,0.0
Jalen Smith,24,CHI,C,13,0,187,34,78,.436,16,43,.372,18,35,.514,.538,15,20,.750,19,47,66,9,6,6,9,25,99,0,,jalen-smith,152,11.7,0.81,14.4,9.5
Jalen Suggs,23,ORL,PG,15,15,451,77,189,.407,31,102,.304,46,87,.529,.489,39,42,.929,9,63,72,57,22,17,45,37,224,0,,jalen-suggs,310,20.7,0.69,30.1,14.2
Jalen Williams,23,OKC,SG,15,15,485,129,252,.512,27,73,.370,102,179,.570,.565,33,41,.805,17,82,99,76,33,14,31,45,318,0,,jalen-williams,464,30.9,0.96,32.3,29.6
Jalen Wilson,24,BRK,PF,15,1,338,47,104,.452,19,55,.345,28,49,.571,.543,25,29,.862,16,33,49,27,5,0,15,32,138,0,,jalen-wilson,172,11.5,0.51,22.5,5.8
Jamal Cain,25,NOP,SF,11,0,152,16,38,.421,7,20,.350,9,18,.500,.513,8,12,.667,11,21,32,7,2,5,7,16,47,0,,jamal-cain,70,6.4,0.46,13.8,2.9
