Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Coby White,21,CHI,PG,61,17,1675,279,644,.433,136,353,.385,143,291,.491,.539,78,91,.857,17,165,182,176,29,11,70,137,772,0,,https://www.basketball-reference.com/players/w/whiteco01.html,https://www.basketball-reference.com/teams/CHI/2022.html,coby-white,963,15.8,0.57,27.5,9.1
Cody Martin,26,CHO,SF,71,11,1866,204,423,.482,61,159,.384,143,264,.542,.554,75,107,.701,82,203,285,179,88,32,61,116,544,0,,https://www.basketball-reference.com/players/m/martico01.html,https://www.basketball-reference.com/teams/CHO/2022.html,cody-martin,951,13.4,0.51,26.3,6.8
Cody Zeller,29,POR,C,27,0,355,51,90,.567,0,4,.000,51,86,.593,.567,38,49,.776,50,75,125,22,8,6,19,56,140,0,,https://www.basketball-reference.com/players/z/zelleco01.html,https://www.basketball-reference.com/teams/POR/2022.html,cody-zeller,226,8.4,0.64,13.1,5.3
Cole Anthony,21,ORL,PG,65,65,2059,357,912,.391,132,391,.338,225,521,.432,.464,216,253,.854,32,316,348,369,46,17,170,171,1062,0,,https://www.basketball-reference.com/players/a/anthoco01.html,https://www.basketball-reference.com/teams/ORL/2022.html,cole-anthony,1501,23.1,0.73,31.7,16.8
Collin Sexton,23,CLE,SG,11,11,316,68,151,.450,11,45,.244,57,106,.538,.487,29,39,.744,13,23,36,23,10,0,31,25,176,0,,https://www.basketball-reference.com/players/s/sextoco01.html,https://www.basketball-reference.com/teams/CLE/2022.html,collin-sexton,189,17.2,0.6,28.7,10.3
Corey Kispert,22,WAS,SF,77,36,1801,234,514,.455,112,320,.350,122,194,.629,.564,54,62,.871,53,156,209,85,35,22,50,93,634,0,,https://www.basketball-reference.com/players/k/kispeco01.html,https://www.basketball-reference.com/teams/WAS/2022.html,corey-kispert,842,10.9,0.47,23.4,5.1
Cory Joseph,30,DET,PG,65,39,1600,178,400,.445,65,157,.414,113,243,.465,.526,100,113,.885,29,145,174,237,42,17,85,147,521,0,,https://www.basketball-reference.com/players/j/josepco01.html,https://www.basketball-reference.com/teams/DET/2022.html,cory-joseph,759,11.7,0.47,24.6,5.5
Craig Sword,28,WAS,SG,3,0,19,3,4,.750,0,1,.000,3,3,1.000,.750,0,0,,0,0,0,1,4,0,1,7,6,0,,https://www.basketball-reference.com/players/s/swordcr01.html,https://www.basketball-reference.com/teams/WAS/2022.html,craig-sword,3,1.0,0.16,6.3,0.2
Daishen Nix,19,HOU,SG,24,0,261,27,67,.403,7,26,.269,20,41,.488,.455,16,30,.533,7,26,33,40,15,0,26,21,77,0,,https://www.basketball-reference.com/players/n/nixda01.html,https://www.basketball-reference.com/teams/HOU/2022.html,daishen-nix,118,4.9,0.45,10.9,2.2
Dakota Mathias,26,MEM,SG,6,0,16,2,6,.333,2,6,.333,0,0,,.500,0,0,,0,2,2,1,1,0,0,1,6,0,,https://www.basketball-reference.com/players/m/mathida01.html,https://www.basketball-reference.com/teams/MEM/2022.html,dakota-mathias,9,1.5,0.56,2.7,0.8
Dalano Banton,22,TOR,PG,64,1,696,83,202,.411,13,51,.255,70,151,.464,.443,26,44,.591,38,86,124,99,28,10,53,68,205,0,,https://www.basketball-reference.com/players/b/bantoda01.html,https://www.basketball-reference.com/teams/TOR/2022.html,dalano-banton,345,5.4,0.5,10.9,2.7
Damian Jones,26,SAC,C,56,15,1017,175,266,.658,10,29,.345,165,237,.696,.677,94,131,.718,75,171,246,69,26,47,59,130,454,0,,https://www.basketball-reference.com/players/j/jonesda03.html,https://www.basketball-reference.com/teams/SAC/2022.html,damian-jones,653,11.7,0.64,18.2,7.5
Damian Lillard,31,POR,PG,29,29,1056,222,552,.402,92,284,.324,130,268,.485,.486,159,181,.878,13,107,120,212,17,11,83,37,695,0,,https://www.basketball-reference.com/players/l/lillada01.html,https://www.basketball-reference.com/teams/POR/2022.html,damian-lillard,935,32.2,0.89,36.4,28.5
Damion Lee,29,GSW,SG,63,5,1256,169,383,.441,63,187,.337,106,196,.541,.523,66,75,.880,27,176,203,63,39,6,38,95,467,0,,https://www.basketball-reference.com/players/l/leeda03.html,https://www.basketball-reference.com/teams/GSW/2022.html,damion-lee,645,10.2,0.51,19.9,5.3
Damyean Dotson,27,NYK,SG,2,0,21,2,4,.500,0,1,.000,2,3,.667,.500,0,0,,0,2,2,1,0,0,0,0,4,0,,https://www.basketball-reference.com/players/d/dotsoda01.html,https://www.basketball-reference.com/teams/NYK/2022.html,damyean-dotson,7,3.5,0.33,10.5,1.2
D'Angelo Russell,25,MIN,PG,65,65,2077,401,975,.411,176,518,.340,225,457,.492,.502,198,240,.825,25,191,216,460,62,22,165,130,1176,0,,https://www.basketball-reference.com/players/r/russeda01.html,https://www.basketball-reference.com/teams/MIN/2022.html,dangelo-russell,1641,25.2,0.79,32.0,19.9
Daniel Gafford,23,WAS,C,72,53,1444,285,411,.693,0,1,.000,285,410,.695,.693,107,153,.699,155,252,407,68,30,99,65,170,677,0,,https://www.basketball-reference.com/players/g/gaffoda01.html,https://www.basketball-reference.com/teams/WAS/2022.html,daniel-gafford,1046,14.5,0.72,20.1,10.5
Daniel Oturu,22,TOR,C,3,0,27,3,6,.500,0,1,.000,3,5,.600,.500,3,5,.600,1,4,5,0,0,2,0,1,9,0,,https://www.basketball-reference.com/players/o/oturuda01.html,https://www.basketball-reference.com/teams/TOR/2022.html,daniel-oturu,15,5.0,0.56,9.0,2.8
Daniel Theis,29,2TM,C,47,27,977,151,291,.519,33,107,.308,118,184,.641,.576,49,72,.681,59,169,228,41,20,31,46,111,384,0,,https://www.basketball-reference.com/players/t/theisda01.html,0,daniel-theis,547,11.6,0.56,20.8,6.5
Danilo Gallinari,33,ATL,PF,66,18,1672,259,597,.434,112,294,.381,147,303,.485,.528,141,156,.904,35,273,308,101,28,12,38,93,771,0,,https://www.basketball-reference.com/players/g/gallida01.html,https://www.basketball-reference.com/teams/ATL/2022.html,danilo-gallinari,1089,16.5,0.65,25.3,10.7
Danny Green,34,PHI,SF,62,28,1353,126,320,.394,103,271,.380,23,49,.469,.555,11,14,.786,32,125,157,64,60,37,45,105,366,0,,https://www.basketball-reference.com/players/g/greenda02.html,https://www.basketball-reference.com/teams/PHI/2022.html,danny-green,534,8.6,0.39,21.8,3.4
Danuel House Jr.,28,3TM,SF,42,7,727,80,198,.404,44,117,.376,36,81,.444,.515,44,58,.759,18,93,111,44,21,17,33,51,248,0,,https://www.basketball-reference.com/players/h/houseda01.html,0,danuel-house,357,8.5,0.49,17.3,4.2
DaQuan Jeffries,24,MEM,SG,3,0,9,1,2,.500,0,1,.000,1,1,1.000,.500,0,0,,0,2,2,1,0,0,0,1,2,0,,https://www.basketball-reference.com/players/j/jeffrda01.html,https://www.basketball-reference.com/teams/MEM/2022.html,daquan-jeffries,4,1.3,0.44,3.0,0.6
Darius Bazley,21,OKC,PF,69,53,1924,274,649,.422,80,269,.297,194,380,.511,.484,117,170,.688,71,365,436,97,58,70,90,68,745,0,,https://www.basketball-reference.com/players/b/bazleda01.html,https://www.basketball-reference.com/teams/OKC/2022.html,darius-bazley,1248,18.1,0.65,27.9,11.7
Darius Garland,22,CLE,PG,68,68,2430,542,1173,.462,174,454,.383,368,719,.512,.536,215,241,.892,39,185,224,583,89,7,248,115,1473,1,AS,https://www.basketball-reference.com/players/g/garlada01.html,https://www.basketball-reference.com/teams/CLE/2022.html,darius-garland,2013,29.6,0.83,35.7,24.5
Darren Collison,34,LAL,PG,3,0,37,2,7,.286,0,3,.000,2,4,.500,.286,0,0,,0,4,4,2,1,0,1,5,4,0,,https://www.basketball-reference.com/players/c/collida01.html,https://www.basketball-reference.com/teams/LAL/2022.html,darren-collison,5,1.7,0.14,12.3,0.2
David Duke Jr.,22,BRK,PG,22,7,341,39,108,.361,9,37,.243,30,71,.423,.403,17,21,.810,30,37,67,17,14,7,9,36,104,0,,https://www.basketball-reference.com/players/d/dukeda01.html,https://www.basketball-reference.com/teams/BRK/2022.html,david-duke,164,7.5,0.48,15.5,3.6
David Johnson,20,TOR,SG,2,0,2,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,https://www.basketball-reference.com/players/j/johnsda08.html,https://www.basketball-reference.com/teams/TOR/2022.html,david-johnson,0,0.0,0.0,1.0,0.0
David Nwaba,29,HOU,SF,46,4,609,85,176,.483,15,49,.306,70,127,.551,.526,48,67,.716,41,110,151,35,28,20,21,55,233,0,,https://www.basketball-reference.com/players/n/nwabada01.html,https://www.basketball-reference.com/teams/HOU/2022.html,david-nwaba,391,8.5,0.64,13.2,5.5
Davion Mitchell,23,SAC,PG,75,19,2076,352,843,.418,101,320,.316,251,523,.480,.477,56,85,.659,33,133,166,313,55,24,114,141,861,0,,https://www.basketball-reference.com/players/m/mitchda01.html,https://www.basketball-reference.com/teams/SAC/2022.html,davion-mitchell,1164,15.5,0.56,27.7,8.7
Dāvis Bertāns,29,2TM,PF,56,0,807,99,275,.360,77,230,.335,22,45,.489,.500,36,40,.900,12,105,117,31,17,12,19,85,311,0,,https://www.basketball-reference.com/players/b/bertada01.html,0,davis-bertans,384,6.9,0.48,14.4,3.3
Davon Reed,26,DEN,SG,48,5,668,81,161,.503,37,86,.430,44,75,.587,.618,10,15,.667,14,94,108,53,24,9,16,63,209,0,,https://www.basketball-reference.com/players/r/reedda01.html,https://www.basketball-reference.com/teams/DEN/2022.html,davon-reed,324,6.8,0.49,13.9,3.3
Day'Ron Sharpe,20,BRK,PF,32,8,391,86,149,.577,2,7,.286,84,142,.592,.584,24,41,.585,81,79,160,17,10,15,30,60,198,0,,https://www.basketball-reference.com/players/s/sharpda01.html,https://www.basketball-reference.com/teams/BRK/2022.html,dayron-sharpe,310,9.7,0.79,12.2,7.7
De'Aaron Fox,24,SAC,PG,59,59,2084,516,1092,.473,74,249,.297,442,843,.524,.506,261,348,.750,25,206,231,330,68,25,168,172,1367,0,,https://www.basketball-reference.com/players/f/foxde01.html,https://www.basketball-reference.com/teams/SAC/2022.html,deaaron-fox,1681,28.5,0.81,35.3,23.0
Dean Wade,25,CLE,PF,51,28,980,99,217,.456,51,142,.359,48,75,.640,.574,20,30,.667,31,119,150,52,29,7,16,88,269,0,,https://www.basketball-reference.com/players/w/wadede01.html,https://www.basketball-reference.com/teams/CLE/2022.html,dean-wade,403,7.9,0.41,19.2,3.2
Deandre Ayton,23,PHO,C,58,58,1713,442,697,.634,7,19,.368,435,678,.642,.639,106,142,.746,149,444,593,84,40,40,91,142,997,0,,https://www.basketball-reference.com/players/a/aytonde01.html,https://www.basketball-reference.com/teams/PHO/2022.html,deandre-ayton,1521,26.2,0.89,29.5,23.3
DeAndre' Bembry,27,2TM,SF,56,20,1026,124,221,.561,15,36,.417,109,185,.589,.595,21,35,.600,42,121,163,66,49,25,31,113,284,0,,https://www.basketball-reference.com/players/b/bembrde01.html,0,deandre-bembry,443,7.9,0.43,18.3,3.4
De'Andre Hunter,24,ATL,SF,53,52,1577,254,575,.442,74,195,.379,180,380,.474,.506,127,166,.765,26,150,176,68,36,21,69,155,709,0,,https://www.basketball-reference.com/players/h/huntede01.html,https://www.basketball-reference.com/teams/ATL/2022.html,deandre-hunter,786,14.8,0.5,29.8,7.4
DeAndre Jordan,33,2TM,C,48,20,622,92,143,.643,0,0,,92,143,.643,.643,22,40,.550,83,181,264,21,12,35,37,71,206,0,,https://www.basketball-reference.com/players/j/jordade01.html,0,deandre-jordan,430,9.0,0.69,13.0,6.2
De'Anthony Melton,23,MEM,SG,73,15,1657,281,695,.404,139,372,.374,142,323,.440,.504,90,120,.750,64,264,328,194,104,39,112,128,791,0,6MOY-8,https://www.basketball-reference.com/players/m/meltode01.html,https://www.basketball-reference.com/teams/MEM/2022.html,deanthony-melton,1216,16.7,0.73,22.7,12.2
Deividas Sirvydis,21,DET,SG,3,0,27,1,10,.100,1,7,.143,0,3,.000,.150,0,0,,0,6,6,1,3,1,0,4,3,0,,https://www.basketball-reference.com/players/s/sirvyde01.html,https://www.basketball-reference.com/teams/DET/2022.html,deividas-sirvydis,10,3.3,0.37,9.0,1.2
DeJon Jarreau,24,IND,SG,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,,https://www.basketball-reference.com/players/j/jarrede01.html,https://www.basketball-reference.com/teams/IND/2022.html,dejon-jarreau,0,0.0,0.0,1.0,0.0
Dejounte Murray,25,SAS,PG,68,68,2366,573,1241,.462,96,294,.327,477,947,.504,.500,196,247,.794,80,483,563,627,138,23,180,138,1438,13,AS,https://www.basketball-reference.com/players/m/murrade01.html,https://www.basketball-reference.com/teams/SAS/2022.html,dejounte-murray,2471,36.3,1.04,34.8,38.0
Delon Wright,29,ATL,SG,77,8,1452,122,269,.454,44,116,.379,78,153,.510,.535,54,63,.857,50,170,220,188,93,19,45,56,342,0,,https://www.basketball-reference.com/players/w/wrighde01.html,https://www.basketball-reference.com/teams/ATL/2022.html,delon-wright,761,9.9,0.52,18.9,5.2
DeMar DeRozan,32,CHI,PF,76,76,2743,774,1535,.504,50,142,.352,724,1393,.520,.521,520,593,.877,56,336,392,374,68,24,181,178,2118,0,"MVP-10,AS,NBA2",https://www.basketball-reference.com/players/d/derozde01.html,https://www.basketball-reference.com/teams/CHI/2022.html,demar-derozan,2617,34.4,0.95,36.1,32.9
DeMarcus Cousins,31,2TM,C,48,7,718,149,324,.460,37,122,.303,112,202,.554,.517,95,125,.760,74,196,270,71,35,21,85,139,430,0,,https://www.basketball-reference.com/players/c/couside01.html,0,demarcus-cousins,603,12.6,0.84,15.0,10.6
Deni Avdija,21,WAS,SF,82,8,1984,250,579,.432,82,259,.317,168,320,.525,.503,103,136,.757,52,373,425,167,59,44,87,190,685,0,,https://www.basketball-reference.com/players/a/avdijde01.html,https://www.basketball-reference.com/teams/WAS/2022.html,deni-avdija,1103,13.5,0.56,24.2,7.5
Dennis Schröder,28,2TM,PG,64,29,1837,312,724,.431,86,250,.344,226,474,.477,.490,157,184,.853,34,180,214,296,53,8,143,154,867,0,,https://www.basketball-reference.com/players/s/schrode01.html,0,dennis-schroder,1141,17.8,0.62,28.7,11.1
Dennis Smith Jr.,24,POR,PG,37,4,638,79,189,.418,6,27,.222,73,162,.451,.434,42,64,.656,20,68,88,132,45,12,51,52,206,0,,https://www.basketball-reference.com/players/s/smithde03.html,https://www.basketball-reference.com/teams/POR/2022.html,dennis-smith,380,10.3,0.6,17.2,6.1
Denzel Valentine,28,2TM,SG,24,0,222,25,66,.379,19,47,.404,6,19,.316,.523,0,0,,9,33,42,11,8,0,12,20,69,0,,https://www.basketball-reference.com/players/v/valende01.html,0,denzel-valentine,98,4.1,0.44,9.2,1.8
Derrick Favors,30,OKC,C,39,18,653,94,182,.516,2,16,.125,92,166,.554,.522,16,25,.640,58,126,184,25,17,12,9,62,206,0,,https://www.basketball-reference.com/players/f/favorde01.html,https://www.basketball-reference.com/teams/OKC/2022.html,derrick-favors,373,9.6,0.57,16.7,5.5
Derrick Jones Jr.,24,CHI,PF,51,8,899,105,195,.538,20,61,.328,85,134,.634,.590,56,70,.800,60,109,169,30,25,33,30,105,286,0,,https://www.basketball-reference.com/players/j/jonesde02.html,https://www.basketball-reference.com/teams/CHI/2022.html,derrick-jones,408,8.0,0.45,17.6,3.6
Derrick Rose,33,NYK,PG,26,4,636,122,274,.445,37,92,.402,85,182,.467,.513,30,31,.968,21,57,78,103,22,12,39,15,311,0,,https://www.basketball-reference.com/players/r/rosede01.html,https://www.basketball-reference.com/teams/NYK/2022.html,derrick-rose,472,18.2,0.74,24.5,13.5
Derrick Walton,26,DET,PG,3,3,108,6,26,.231,3,13,.231,3,13,.231,.288,4,4,1.000,2,8,10,21,7,4,11,8,19,0,,https://www.basketball-reference.com/players/w/waltode01.html,https://www.basketball-reference.com/teams/DET/2022.html,derrick-walton,42,14.0,0.39,36.0,5.4
Derrick White,27,2TM,SG,75,52,2199,337,800,.421,115,369,.312,222,431,.515,.493,203,235,.864,38,223,261,366,64,58,119,172,992,0,,https://www.basketball-reference.com/players/w/whitede01.html,0,derrick-white,1450,19.3,0.66,29.3,12.7
Desmond Bane,23,MEM,SG,76,76,2266,508,1101,.461,228,523,.436,280,578,.484,.565,140,155,.903,46,288,334,208,92,29,111,196,1384,0,,https://www.basketball-reference.com/players/b/banede01.html,https://www.basketball-reference.com/teams/MEM/2022.html,desmond-bane,1740,22.9,0.77,29.8,17.6
Devin Booker,25,PHO,SG,68,68,2345,662,1421,.466,183,478,.383,479,943,.508,.530,315,363,.868,45,297,342,329,77,26,162,180,1822,0,"MVP-4,AS,NBA1",https://www.basketball-reference.com/players/b/bookede01.html,https://www.basketball-reference.com/teams/PHO/2022.html,devin-booker,2254,33.1,0.96,34.5,31.9
Devin Cannady,25,ORL,PG,5,0,145,15,44,.341,15,37,.405,0,7,.000,.511,5,7,.714,1,5,6,10,5,3,5,9,50,0,,https://www.basketball-reference.com/players/c/cannade01.html,https://www.basketball-reference.com/teams/ORL/2022.html,devin-cannady,60,12.0,0.41,29.0,5.0
Devin Vassell,21,SAS,SF,71,32,1937,326,764,.427,137,380,.361,189,384,.492,.516,83,99,.838,44,262,306,136,76,41,58,143,872,0,,https://www.basketball-reference.com/players/v/vassede01.html,https://www.basketball-reference.com/teams/SAS/2022.html,devin-vassell,1230,17.3,0.64,27.3,11.0
Devon Dotson,22,CHI,PG,11,0,85,11,23,.478,2,9,.222,9,14,.643,.522,5,9,.556,1,8,9,15,1,0,5,11,29,0,,https://www.basketball-reference.com/players/d/dotsode01.html,https://www.basketball-reference.com/teams/CHI/2022.html,devon-dotson,38,3.5,0.45,7.7,1.5
Devontae Cacok,25,SAS,PF,15,0,121,21,31,.677,0,0,,21,31,.677,.677,4,7,.571,8,34,42,6,8,7,3,16,46,0,,https://www.basketball-reference.com/players/c/cacokde01.html,https://www.basketball-reference.com/teams/SAS/2022.html,devontae-cacok,90,6.0,0.74,8.1,4.5
Devonte' Graham,26,NOP,PG,76,63,2162,296,815,.363,192,563,.341,104,252,.413,.481,118,140,.843,37,140,177,316,71,12,105,95,902,0,,https://www.basketball-reference.com/players/g/grahade01.html,https://www.basketball-reference.com/teams/NOP/2022.html,devonte-graham,1278,16.8,0.59,28.4,9.9
Dewayne Dedmon,32,MIA,C,67,15,1065,164,290,.566,19,47,.404,145,243,.597,.598,75,100,.750,105,281,386,47,24,42,70,174,422,0,,https://www.basketball-reference.com/players/d/dedmode01.html,https://www.basketball-reference.com/teams/MIA/2022.html,dewayne-dedmon,677,10.1,0.64,15.9,6.4
Didi Louzada,22,2TM,SF,9,1,129,12,33,.364,9,23,.391,3,10,.300,.500,2,2,1.000,5,12,17,5,2,2,5,13,35,0,,https://www.basketball-reference.com/players/l/louzama01.html,0,didi-louzada,43,4.8,0.33,14.3,1.6
Dillon Brooks,26,MEM,SF,32,31,885,227,526,.432,46,149,.309,181,377,.480,.475,90,106,.849,29,73,102,88,36,8,50,105,590,0,,https://www.basketball-reference.com/players/b/brookdi01.html,https://www.basketball-reference.com/teams/MEM/2022.html,dillon-brooks,669,20.9,0.76,27.7,15.8
D.J. Augustin,34,2TM,PG,55,2,883,94,222,.423,68,164,.415,26,58,.448,.577,38,43,.884,11,57,68,107,17,1,56,39,294,0,,https://www.basketball-reference.com/players/a/augusdj01.html,0,dj-augustin,392,7.1,0.44,16.1,3.2
D.J. Wilson,25,TOR,PF,4,1,54,11,15,.733,0,2,.000,11,13,.846,.733,8,10,.800,1,15,16,5,5,1,2,6,30,0,,https://www.basketball-reference.com/players/w/wilsodj01.html,https://www.basketball-reference.com/teams/TOR/2022.html,dj-wilson,49,12.2,0.91,13.5,11.1
Domantas Sabonis,25,2TM,PF,62,61,2136,443,773,.573,39,125,.312,404,648,.623,.598,246,332,.741,201,551,752,323,59,27,195,203,1171,5,,https://www.basketball-reference.com/players/s/sabondo01.html,0,domantas-sabonis,1934,31.2,0.91,34.5,28.2
Donovan Mitchell,25,UTA,SG,67,67,2266,617,1376,.448,232,654,.355,385,722,.533,.533,267,313,.853,55,227,282,358,99,12,200,164,1733,0,AS,https://www.basketball-reference.com/players/m/mitchdo01.html,https://www.basketball-reference.com/teams/UTA/2022.html,donovan-mitchell,2120,31.6,0.94,33.8,29.6
Donte DiVincenzo,25,2TM,SG,42,1,1006,118,336,.351,74,218,.339,44,118,.373,.461,70,83,.843,40,130,170,118,48,8,72,69,380,0,,https://www.basketball-reference.com/players/d/divindo01.html,0,donte-divincenzo,583,13.9,0.58,24.0,8.0
Dorian Finney-Smith,28,DAL,PF,80,80,2644,326,692,.471,172,435,.395,154,257,.599,.595,56,83,.675,122,253,375,150,88,39,80,183,880,0,,https://www.basketball-reference.com/players/f/finnedo01.html,https://www.basketball-reference.com/teams/DAL/2022.html,dorian-finney-smith,1269,15.9,0.48,33.0,7.6
Doug McDermott,30,SAS,PF,51,51,1223,215,465,.462,108,256,.422,107,209,.512,.578,40,51,.784,18,97,115,64,13,6,43,79,578,0,,https://www.basketball-reference.com/players/m/mcderdo01.html,https://www.basketball-reference.com/teams/SAS/2022.html,doug-mcdermott,654,12.8,0.53,24.0,6.9
Draymond Green,31,GSW,PF,46,44,1329,135,257,.525,16,54,.296,119,203,.586,.556,60,91,.659,45,291,336,320,61,50,139,136,346,1,"DPOY-10,AS",https://www.basketball-reference.com/players/g/greendr01.html,https://www.basketball-reference.com/teams/GSW/2022.html,draymond-green,838,18.2,0.63,28.9,11.5
Drew Eubanks,24,2TM,C,71,31,1245,221,371,.596,5,23,.217,216,348,.621,.602,99,130,.762,130,252,382,85,31,40,81,122,546,0,,https://www.basketball-reference.com/players/e/eubandr01.html,0,drew-eubanks,881,12.4,0.71,17.5,8.8
Duane Washington Jr.,21,IND,PG,48,7,968,173,427,.405,81,215,.377,92,212,.434,.500,46,61,.754,4,79,83,85,26,3,57,66,473,0,,https://www.basketball-reference.com/players/w/washidu02.html,https://www.basketball-reference.com/teams/IND/2022.html,duane-washington,547,11.4,0.57,20.2,6.4
Duncan Robinson,27,MIA,SG,79,68,2043,290,726,.399,232,624,.372,58,102,.569,.559,51,61,.836,24,179,203,129,42,14,60,201,863,0,,https://www.basketball-reference.com/players/r/robindu01.html,https://www.basketball-reference.com/teams/MIA/2022.html,duncan-robinson,990,12.5,0.48,25.9,6.1
Dwight Howard,36,LAL,C,60,27,971,134,219,.612,8,15,.533,126,204,.618,.630,96,146,.658,118,238,356,35,34,36,47,115,372,0,,https://www.basketball-reference.com/players/h/howardw01.html,https://www.basketball-reference.com/teams/LAL/2022.html,dwight-howard,671,11.2,0.69,16.2,7.7
Dwight Powell,30,DAL,C,82,71,1798,269,401,.671,13,37,.351,256,364,.703,.687,166,212,.783,173,231,404,97,37,39,64,220,717,0,,https://www.basketball-reference.com/players/p/poweldw01.html,https://www.basketball-reference.com/teams/DAL/2022.html,dwight-powell,1010,12.3,0.56,21.9,6.9
Dylan Windler,25,CLE,SF,50,0,459,37,98,.378,21,70,.300,16,28,.571,.485,15,18,.833,21,68,89,34,14,3,16,47,110,0,,https://www.basketball-reference.com/players/w/windldy01.html,https://www.basketball-reference.com/teams/CLE/2022.html,dylan-windler,187,3.7,0.41,9.2,1.5
Ed Davis,32,CLE,C,31,3,201,11,16,.688,0,0,,11,16,.688,.688,6,14,.429,14,50,64,7,3,9,5,33,28,0,,https://www.basketball-reference.com/players/d/davised01.html,https://www.basketball-reference.com/teams/CLE/2022.html,ed-davis,73,2.4,0.36,6.5,0.9
Elfrid Payton,27,PHO,PG,50,1,549,67,175,.383,4,18,.222,63,157,.401,.394,12,32,.375,21,67,88,99,25,6,47,38,150,0,,https://www.basketball-reference.com/players/p/paytoel01.html,https://www.basketball-reference.com/teams/PHO/2022.html,elfrid-payton,283,5.7,0.52,11.0,2.9
Elijah Hughes,23,2TM,SG,36,4,434,47,144,.326,25,95,.263,22,49,.449,.413,7,9,.778,6,52,58,22,14,8,17,39,126,0,,https://www.basketball-reference.com/players/h/hugheel01.html,0,elijah-hughes,172,4.8,0.4,12.1,1.9
Emanuel Terry,25,PHO,PF,3,0,18,0,5,.000,0,0,,0,5,.000,.000,0,0,,8,7,15,2,1,0,5,4,0,0,,https://www.basketball-reference.com/players/t/terryem01.html,https://www.basketball-reference.com/teams/PHO/2022.html,emanuel-terry,9,3.0,0.5,6.0,1.5
Emmanuel Mudiay,25,SAC,PG,2,0,11,0,2,.000,0,0,,0,2,.000,.000,3,4,.750,0,0,0,4,1,0,1,1,3,0,,https://www.basketball-reference.com/players/m/mudiaem01.html,https://www.basketball-reference.com/teams/SAC/2022.html,emmanuel-mudiay,6,3.0,0.55,5.5,1.6
Enes Freedom,29,BOS,C,35,1,411,51,97,.526,2,5,.400,49,92,.533,.536,24,28,.857,61,99,160,8,5,14,20,42,128,0,,https://www.basketball-reference.com/players/k/kanteen01.html,https://www.basketball-reference.com/teams/BOS/2022.html,enes-freedom,253,7.2,0.62,11.7,4.4
Eric Bledsoe,32,LAC,PG,54,29,1361,197,468,.421,51,163,.313,146,305,.479,.475,89,117,.761,28,154,182,225,69,19,116,85,534,0,,https://www.basketball-reference.com/players/b/bledser01.html,https://www.basketball-reference.com/teams/LAC/2022.html,eric-bledsoe,828,15.3,0.61,25.2,9.3
Eric Gordon,33,HOU,SG,57,46,1670,268,564,.475,124,301,.412,144,263,.548,.585,105,135,.778,15,98,113,154,28,18,107,63,765,0,,https://www.basketball-reference.com/players/g/gordoer01.html,https://www.basketball-reference.com/teams/HOU/2022.html,eric-gordon,908,15.9,0.54,29.3,8.7
Eric Paschall,25,UTA,PF,58,3,737,114,235,.485,40,108,.370,74,127,.583,.570,66,86,.767,30,76,106,36,9,5,27,51,334,0,,https://www.basketball-reference.com/players/p/pascher01.html,https://www.basketball-reference.com/teams/UTA/2022.html,eric-paschall,412,7.1,0.56,12.7,4.0
Eugene Omoruyi,24,DAL,SF,4,0,18,2,5,.400,1,2,.500,1,3,.333,.500,2,4,.500,2,5,7,2,0,0,0,2,7,0,,https://www.basketball-reference.com/players/o/omorueu01.html,https://www.basketball-reference.com/teams/DAL/2022.html,eugene-omoruyi,14,3.5,0.78,4.5,2.7
Evan Fournier,29,NYK,SG,80,80,2358,402,965,.417,241,619,.389,161,346,.465,.541,80,113,.708,34,176,210,171,79,20,105,180,1125,0,,https://www.basketball-reference.com/players/f/fournev01.html,https://www.basketball-reference.com/teams/NYK/2022.html,evan-fournier,1320,16.5,0.56,29.5,9.2
Evan Mobley,20,CLE,PF,69,69,2331,422,830,.508,23,92,.250,399,738,.541,.522,167,252,.663,143,427,570,174,56,115,133,147,1034,0,ROY-2,https://www.basketball-reference.com/players/m/mobleev01.html,https://www.basketball-reference.com/teams/CLE/2022.html,evan-mobley,1669,24.2,0.72,33.8,17.3
Facundo Campazzo,30,DEN,PG,65,4,1184,107,296,.361,58,193,.301,49,103,.476,.459,60,78,.769,23,94,117,220,63,23,67,124,332,0,,https://www.basketball-reference.com/players/c/campafa01.html,https://www.basketball-reference.com/teams/DEN/2022.html,facundo-campazzo,564,8.7,0.48,18.2,4.1
Feron Hunt,22,NYK,SF,2,0,8,0,2,.000,0,0,,0,2,.000,.000,0,0,,1,0,1,1,1,0,1,1,0,0,,https://www.basketball-reference.com/players/h/huntfe01.html,https://www.basketball-reference.com/teams/NYK/2022.html,feron-hunt,1,0.5,0.12,4.0,0.1
