Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Glenn Robinson III,27,SAC,SF,23,2,369,42,99,.424,16,44,.364,26,55,.473,.505,21,23,.913,11,34,45,20,4,3,11,23,121,0,,https://www.basketball-reference.com/players/r/robingl02.html,https://www.basketball-reference.com/teams/SAC/2021.html,glenn-robinson,159,6.9,0.43,16.0,3.0
Goga Bitadze,21,IND,C,45,3,561,83,194,.428,20,79,.253,63,115,.548,.479,45,61,.738,60,90,150,37,9,60,17,94,231,0,,https://www.basketball-reference.com/players/b/bitadgo01.html,https://www.basketball-reference.com/teams/IND/2021.html,goga-bitadze,376,8.4,0.67,12.5,5.6
Goran Dragić,34,MIA,PG,50,11,1337,240,555,.432,91,244,.373,149,311,.479,.514,101,122,.828,25,144,169,219,33,8,118,113,672,0,,https://www.basketball-reference.com/players/d/dragigo01.html,https://www.basketball-reference.com/teams/MIA/2021.html,goran-dragic,870,17.4,0.65,26.7,11.3
Gordon Hayward,30,CHO,SF,44,44,1496,311,658,.473,85,205,.415,226,453,.499,.537,156,185,.843,37,221,258,181,52,14,91,74,863,0,,https://www.basketball-reference.com/players/h/haywago01.html,https://www.basketball-reference.com/teams/CHO/2021.html,gordon-hayward,1203,27.3,0.8,34.0,22.0
Gorgui Dieng,31,2TM,C,38,1,552,85,163,.521,30,70,.429,55,93,.591,.613,58,67,.866,40,100,140,48,26,16,32,56,258,0,,https://www.basketball-reference.com/players/d/dienggo01.html,0,gorgui-dieng,400,10.5,0.72,14.5,7.6
Grant Riller,23,CHO,PG,7,0,27,8,12,.667,2,4,.500,6,8,.750,.750,0,0,,0,1,1,3,1,0,1,0,18,0,,https://www.basketball-reference.com/players/r/rillegr01.html,https://www.basketball-reference.com/teams/CHO/2021.html,grant-riller,22,3.1,0.81,3.9,2.6
Grant Williams,22,BOS,PF,63,9,1138,108,247,.437,48,129,.372,60,118,.508,.534,30,51,.588,48,130,178,64,32,24,56,161,294,0,,https://www.basketball-reference.com/players/w/willigr01.html,https://www.basketball-reference.com/teams/BOS/2021.html,grant-williams,375,6.0,0.33,18.1,2.0
Grayson Allen,25,MEM,SG,50,38,1259,173,414,.418,107,274,.391,66,140,.471,.547,79,91,.868,19,141,160,108,46,8,48,71,532,0,,https://www.basketball-reference.com/players/a/allengr01.html,https://www.basketball-reference.com/teams/MEM/2021.html,grayson-allen,735,14.7,0.58,25.2,8.6
Greg Whittington,27,DEN,PF,4,0,12,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,0,,https://www.basketball-reference.com/players/w/whittgr01.html,https://www.basketball-reference.com/teams/DEN/2021.html,greg-whittington,0,0.0,0.0,3.0,0.0
Hamidou Diallo,22,2TM,SF,52,9,1226,224,470,.477,28,82,.341,196,388,.505,.506,128,200,.640,59,213,272,101,41,24,76,134,604,0,,https://www.basketball-reference.com/players/d/diallha01.html,0,hamidou-diallo,832,16.0,0.68,23.6,10.9
Harrison Barnes,28,SAC,PF,58,58,2102,319,642,.497,100,256,.391,219,386,.567,.575,195,235,.830,64,321,385,201,43,11,93,75,933,0,,https://www.basketball-reference.com/players/b/barneha02.html,https://www.basketball-reference.com/teams/SAC/2021.html,harrison-barnes,1405,24.2,0.67,36.2,16.2
Harry Giles,22,POR,C,38,0,348,42,97,.433,8,23,.348,34,74,.459,.474,16,27,.593,31,102,133,29,8,13,20,54,108,0,,https://www.basketball-reference.com/players/g/gilesha01.html,https://www.basketball-reference.com/teams/POR/2021.html,harry-giles,217,5.7,0.62,9.2,3.6
Hassan Whiteside,31,SAC,C,36,4,546,126,224,.563,0,1,.000,126,223,.565,.563,41,79,.519,61,154,215,20,9,46,40,73,293,0,,https://www.basketball-reference.com/players/w/whiteha01.html,https://www.basketball-reference.com/teams/SAC/2021.html,hassan-whiteside,470,13.1,0.86,15.2,11.2
Henry Ellenson,24,TOR,PF,2,0,38,5,14,.357,2,9,.222,3,5,.600,.429,3,4,.750,3,9,12,5,0,0,0,7,15,0,,https://www.basketball-reference.com/players/e/ellenhe01.html,https://www.basketball-reference.com/teams/TOR/2021.html,henry-ellenson,25,12.5,0.66,19.0,8.2
Ignas Brazdeikis,22,3TM,SF,13,0,249,35,83,.422,11,28,.393,24,55,.436,.488,10,14,.714,11,34,45,17,4,3,12,22,91,0,,https://www.basketball-reference.com/players/b/brazdig01.html,0,ignas-brazdeikis,126,9.7,0.51,19.2,4.9
Iman Shumpert,30,BRK,SG,2,0,11,1,4,.250,0,3,.000,1,1,1.000,.250,0,0,,1,0,1,0,1,0,1,0,2,0,,https://www.basketball-reference.com/players/s/shumpim01.html,https://www.basketball-reference.com/teams/BRK/2021.html,iman-shumpert,3,1.5,0.27,5.5,0.4
Immanuel Quickley,21,NYK,PG,64,3,1243,229,580,.395,118,303,.389,111,277,.401,.497,155,174,.891,25,112,137,127,30,12,58,114,731,0,,https://www.basketball-reference.com/players/q/quickim01.html,https://www.basketball-reference.com/teams/NYK/2021.html,immanuel-quickley,865,13.5,0.7,19.4,9.4
Isaac Bonga,21,WAS,SF,40,8,432,30,81,.370,13,47,.277,17,34,.500,.451,5,8,.625,18,48,66,23,11,9,22,63,78,0,,https://www.basketball-reference.com/players/b/bongais01.html,https://www.basketball-reference.com/teams/WAS/2021.html,isaac-bonga,102,2.6,0.24,10.8,0.6
Isaac Okoro,20,CLE,SG,67,67,2173,235,559,.420,62,214,.290,173,345,.501,.476,114,157,.726,68,138,206,128,62,24,86,185,646,0,,https://www.basketball-reference.com/players/o/okorois01.html,https://www.basketball-reference.com/teams/CLE/2021.html,isaac-okoro,795,11.9,0.37,32.4,4.3
Isaiah Hartenstein,22,2TM,C,46,2,559,94,171,.550,2,6,.333,92,165,.558,.556,46,71,.648,65,116,181,55,19,39,44,104,236,0,,https://www.basketball-reference.com/players/h/harteis01.html,0,isaiah-hartenstein,382,8.3,0.68,12.2,5.7
Isaiah Joe,21,PHI,SG,41,1,383,48,133,.361,39,106,.368,9,27,.333,.508,18,24,.750,6,30,36,20,12,4,11,34,153,0,,https://www.basketball-reference.com/players/j/joeis01.html,https://www.basketball-reference.com/teams/PHI/2021.html,isaiah-joe,180,4.4,0.47,9.3,2.1
Isaiah Roby,22,OKC,PF,61,34,1425,207,429,.483,32,109,.294,175,320,.547,.520,87,117,.744,89,252,341,107,52,37,113,162,533,0,,https://www.basketball-reference.com/players/r/robyis01.html,https://www.basketball-reference.com/teams/OKC/2021.html,isaiah-roby,795,13.0,0.56,23.4,7.3
Isaiah Stewart,19,DET,C,68,14,1455,226,409,.553,21,63,.333,205,346,.592,.578,64,92,.696,159,294,453,59,39,86,67,184,537,0,,https://www.basketball-reference.com/players/s/stewais01.html,https://www.basketball-reference.com/teams/DET/2021.html,isaiah-stewart,923,13.6,0.63,21.4,8.6
Isaiah Thomas,31,NOP,PG,3,0,48,9,27,.333,3,12,.250,6,15,.400,.389,2,2,1.000,1,3,4,5,1,0,6,3,23,0,,https://www.basketball-reference.com/players/t/thomais02.html,https://www.basketball-reference.com/teams/NOP/2021.html,isaiah-thomas,24,8.0,0.5,16.0,4.0
Ish Smith,32,WAS,PG,44,1,924,129,297,.434,18,49,.367,111,248,.448,.465,19,33,.576,22,128,150,172,32,13,41,62,295,0,,https://www.basketball-reference.com/players/s/smithis01.html,https://www.basketball-reference.com/teams/WAS/2021.html,ish-smith,559,12.7,0.6,21.0,7.7
Ivica Zubac,23,LAC,C,72,33,1609,257,394,.652,1,4,.250,256,390,.656,.654,135,171,.789,189,330,519,90,24,62,81,187,650,0,,https://www.basketball-reference.com/players/z/zubaciv01.html,https://www.basketball-reference.com/teams/LAC/2021.html,ivica-zubac,1077,15.0,0.67,22.3,10.0
Ja Morant,21,MEM,PG,63,63,2053,430,957,.449,73,241,.303,357,716,.499,.487,271,372,.728,59,193,252,465,57,13,203,87,1204,1,,https://www.basketball-reference.com/players/m/moranja01.html,https://www.basketball-reference.com/teams/MEM/2021.html,ja-morant,1701,27.0,0.83,32.6,22.4
Jabari Parker,25,2TM,PF,13,0,165,30,55,.545,2,11,.182,28,44,.636,.564,10,13,.769,10,32,42,11,1,5,10,13,72,0,,https://www.basketball-reference.com/players/p/parkeja01.html,0,jabari-parker,108,8.3,0.65,12.7,5.4
Jaden McDaniels,20,MIN,PF,63,27,1511,164,367,.447,72,198,.364,92,169,.544,.545,27,45,.600,52,180,232,71,35,60,47,172,427,0,,https://www.basketball-reference.com/players/m/mcdanja02.html,https://www.basketball-reference.com/teams/MIN/2021.html,jaden-mcdaniels,606,9.6,0.4,24.0,3.9
Jae Crowder,30,PHO,PF,60,42,1648,199,492,.404,148,380,.389,51,112,.455,.555,57,75,.760,32,250,282,127,48,27,55,125,603,0,,https://www.basketball-reference.com/players/c/crowdja01.html,https://www.basketball-reference.com/teams/PHO/2021.html,jae-crowder,907,15.1,0.55,27.5,8.3
Jae'Sean Tate,25,HOU,SF,70,58,2043,316,625,.506,60,195,.308,256,430,.595,.554,102,147,.694,132,242,374,178,85,36,98,222,794,0,,https://www.basketball-reference.com/players/t/tateja01.html,https://www.basketball-reference.com/teams/HOU/2021.html,jaesean-tate,1147,16.4,0.56,29.2,9.2
Jahlil Okafor,25,DET,C,27,2,347,63,102,.618,2,9,.222,61,93,.656,.627,17,24,.708,23,43,66,13,6,5,21,39,145,0,,https://www.basketball-reference.com/players/o/okafoja01.html,https://www.basketball-reference.com/teams/DET/2021.html,jahlil-okafor,175,6.5,0.5,12.9,3.3
Jahmi'us Ramsey,19,SAC,SG,13,0,94,15,38,.395,5,19,.263,10,19,.526,.461,5,5,1.000,2,8,10,6,4,1,3,8,40,0,,https://www.basketball-reference.com/players/r/ramseja01.html,https://www.basketball-reference.com/teams/SAC/2021.html,jahmius-ramsey,50,3.8,0.53,7.2,2.0
JaKarr Sampson,27,IND,PF,29,4,316,56,113,.496,3,15,.200,53,98,.541,.509,19,29,.655,27,50,77,4,2,14,15,52,134,0,,https://www.basketball-reference.com/players/s/sampsja02.html,https://www.basketball-reference.com/teams/IND/2021.html,jakarr-sampson,164,5.7,0.52,10.9,2.9
Jake Layman,26,MIN,SF,45,11,627,91,184,.495,23,78,.295,68,106,.642,.557,26,37,.703,13,54,67,28,29,19,26,44,231,0,,https://www.basketball-reference.com/players/l/laymaja01.html,https://www.basketball-reference.com/teams/MIN/2021.html,jake-layman,304,6.8,0.48,13.9,3.3
Jakob Poeltl,25,SAS,C,69,51,1845,265,430,.616,0,0,,265,430,.616,.616,63,124,.508,219,328,547,134,47,123,83,172,593,0,,https://www.basketball-reference.com/players/p/poeltja01.html,https://www.basketball-reference.com/teams/SAS/2021.html,jakob-poeltl,1189,17.2,0.64,26.7,11.1
Jalen Brunson,24,DAL,PG,68,12,1697,328,627,.523,81,200,.405,247,427,.578,.588,120,151,.795,27,204,231,239,35,1,80,109,857,0,6MOY-4,https://www.basketball-reference.com/players/b/brunsja01.html,https://www.basketball-reference.com/teams/DAL/2021.html,jalen-brunson,1174,17.3,0.69,25.0,11.9
Jalen Harris,22,TOR,SG,13,2,172,36,72,.500,17,36,.472,19,36,.528,.618,7,9,.778,3,15,18,17,8,0,14,15,96,0,,https://www.basketball-reference.com/players/h/harrija01.html,https://www.basketball-reference.com/teams/TOR/2021.html,jalen-harris,110,8.5,0.64,13.2,5.4
Jalen Lecque,20,IND,PG,4,0,12,1,9,.111,0,1,.000,1,8,.125,.111,3,3,1.000,2,3,5,2,0,0,0,0,5,0,,https://www.basketball-reference.com/players/l/lecquja01.html,https://www.basketball-reference.com/teams/IND/2021.html,jalen-lecque,12,3.0,1.0,3.0,3.0
Jalen McDaniels,23,CHO,SF,47,18,904,133,284,.468,35,105,.333,98,179,.547,.530,45,64,.703,45,124,169,53,28,19,45,95,346,0,,https://www.basketball-reference.com/players/m/mcdanja01.html,https://www.basketball-reference.com/teams/CHO/2021.html,jalen-mcdaniels,475,10.1,0.53,19.2,5.3
Jalen Smith,20,PHO,PF,27,1,156,22,50,.440,4,17,.235,18,33,.545,.480,5,7,.714,7,30,37,4,1,5,7,16,53,0,,https://www.basketball-reference.com/players/s/smithja04.html,https://www.basketball-reference.com/teams/PHO/2021.html,jalen-smith,77,2.9,0.49,5.8,1.4
Jamal Murray,23,DEN,PG,48,48,1704,378,792,.477,129,316,.408,249,476,.523,.559,133,153,.869,37,157,194,231,64,13,108,95,1018,0,,https://www.basketball-reference.com/players/m/murraja01.html,https://www.basketball-reference.com/teams/DEN/2021.html,jamal-murray,1317,27.4,0.77,35.5,21.2
James Ennis III,30,ORL,SF,41,37,986,115,243,.473,45,104,.433,70,139,.504,.566,70,87,.805,43,123,166,62,32,7,36,84,345,0,,https://www.basketball-reference.com/players/e/ennisja01.html,https://www.basketball-reference.com/teams/ORL/2021.html,james-ennis,492,12.0,0.5,24.0,6.0
James Harden,31,2TM,PG,44,43,1609,342,734,.466,121,334,.362,221,400,.553,.548,278,323,.861,35,313,348,475,53,33,177,99,1083,12,"MVP-13,AS",https://www.basketball-reference.com/players/h/hardeja01.html,0,james-harden,1716,39.0,1.07,36.6,41.6
James Johnson,33,2TM,PF,51,12,1043,146,327,.446,31,120,.258,115,207,.556,.494,45,76,.592,32,145,177,98,42,42,55,120,368,0,,https://www.basketball-reference.com/players/j/johnsja01.html,0,james-johnson,552,10.8,0.53,20.5,5.7
James Nunnally,30,NOP,SF,9,0,48,5,13,.385,4,12,.333,1,1,1.000,.538,1,2,.500,2,7,9,3,0,0,2,1,15,0,,https://www.basketball-reference.com/players/n/nunnaja01.html,https://www.basketball-reference.com/teams/NOP/2021.html,james-nunnally,24,2.7,0.5,5.3,1.3
James Wiseman,19,GSW,C,39,27,836,191,368,.519,12,38,.316,179,330,.542,.535,54,86,.628,55,171,226,26,11,36,60,121,448,0,,https://www.basketball-reference.com/players/w/wisemja01.html,https://www.basketball-reference.com/teams/GSW/2021.html,james-wiseman,566,14.5,0.68,21.4,9.8
JaMychal Green,30,DEN,PF,58,5,1120,173,374,.463,79,198,.399,94,176,.534,.568,46,57,.807,85,192,277,53,26,22,53,144,471,0,,https://www.basketball-reference.com/players/g/greenja01.html,https://www.basketball-reference.com/teams/DEN/2021.html,jamychal-green,652,11.2,0.58,19.3,6.5
Jared Dudley,35,LAL,PF,12,0,81,2,9,.222,2,6,.333,0,3,.000,.333,0,0,,4,17,21,5,1,1,2,7,6,0,,https://www.basketball-reference.com/players/d/dudleja01.html,https://www.basketball-reference.com/teams/LAL/2021.html,jared-dudley,25,2.1,0.31,6.8,0.6
Jared Harper,23,NYK,PG,8,0,16,0,4,.000,0,1,.000,0,3,.000,.000,3,4,.750,0,2,2,1,0,0,3,1,3,0,,https://www.basketball-reference.com/players/h/harpeja01.html,https://www.basketball-reference.com/teams/NYK/2021.html,jared-harper,2,0.2,0.12,2.0,0.0
Jaren Jackson Jr.,21,MEM,C,11,4,258,53,125,.424,17,60,.283,36,65,.554,.492,35,42,.833,17,45,62,12,12,18,15,42,158,0,,https://www.basketball-reference.com/players/j/jacksja02.html,https://www.basketball-reference.com/teams/MEM/2021.html,jaren-jackson,205,18.6,0.79,23.5,14.8
Jarred Vanderbilt,21,MIN,PF,64,30,1139,143,236,.606,1,5,.200,142,231,.615,.608,57,102,.559,118,250,368,76,64,46,53,123,344,0,,https://www.basketball-reference.com/players/v/vandeja01.html,https://www.basketball-reference.com/teams/MIN/2021.html,jarred-vanderbilt,722,11.3,0.63,17.8,7.2
Jarrell Brantley,24,UTA,PF,28,0,138,25,52,.481,12,28,.429,13,24,.542,.596,2,2,1.000,9,18,27,15,7,2,8,17,64,0,,https://www.basketball-reference.com/players/b/brantja01.html,https://www.basketball-reference.com/teams/UTA/2021.html,jarrell-brantley,90,3.2,0.65,4.9,2.1
Jarrett Allen,22,2TM,C,63,45,1864,298,482,.618,6,19,.316,292,463,.631,.624,204,290,.703,196,435,631,106,32,90,100,96,806,0,,https://www.basketball-reference.com/players/a/allenja01.html,0,jarrett-allen,1469,23.3,0.79,29.6,18.4
Jarrett Culver,21,MIN,SG,34,7,499,69,168,.411,13,53,.245,56,115,.487,.449,29,48,.604,34,70,104,24,17,9,28,58,180,0,,https://www.basketball-reference.com/players/c/culveja01.html,https://www.basketball-reference.com/teams/MIN/2021.html,jarrett-culver,248,7.3,0.5,14.7,3.6
JaVale McGee,33,2TM,C,46,2,678,144,282,.511,5,24,.208,139,258,.539,.520,44,67,.657,77,162,239,39,19,54,60,121,337,0,,https://www.basketball-reference.com/players/m/mcgeeja01.html,0,javale-mcgee,507,11.0,0.75,14.7,8.2
Javonte Green,27,2TM,SF,41,2,473,53,102,.520,10,30,.333,43,72,.597,.569,30,40,.750,26,45,71,17,28,6,19,45,146,0,,https://www.basketball-reference.com/players/g/greenja02.html,0,javonte-green,204,5.0,0.43,11.5,2.1
Jaxson Hayes,20,NOP,C,60,3,964,175,280,.625,6,14,.429,169,266,.635,.636,93,120,.775,92,165,257,35,25,38,39,101,449,0,,https://www.basketball-reference.com/players/h/hayesja02.html,https://www.basketball-reference.com/teams/NOP/2021.html,jaxson-hayes,664,11.1,0.69,16.1,7.6
Jay Scrubb,20,LAC,SG,4,1,84,14,36,.389,2,9,.222,12,27,.444,.417,5,5,1.000,2,12,14,1,4,0,7,5,35,0,,https://www.basketball-reference.com/players/s/scrubja01.html,https://www.basketball-reference.com/teams/LAC/2021.html,jay-scrubb,42,10.5,0.5,21.0,5.2
Jaylen Adams,24,MIL,PG,7,0,18,1,8,.125,0,2,.000,1,6,.167,.125,0,0,,0,3,3,2,0,0,0,1,2,0,,https://www.basketball-reference.com/players/a/adamsja01.html,https://www.basketball-reference.com/teams/MIL/2021.html,jaylen-adams,6,0.9,0.33,2.6,0.3
Jaylen Brown,24,BOS,SG,58,58,1999,538,1111,.484,163,411,.397,375,700,.536,.558,191,250,.764,71,276,347,195,72,32,158,168,1430,0,AS,https://www.basketball-reference.com/players/b/brownja02.html,https://www.basketball-reference.com/teams/BOS/2021.html,jaylen-brown,1750,30.2,0.88,34.5,26.4
Jaylen Hoard,21,OKC,SF,19,0,320,44,88,.500,0,11,.000,44,77,.571,.500,28,41,.683,21,44,65,24,13,5,17,19,116,0,,https://www.basketball-reference.com/players/h/hoardja01.html,https://www.basketball-reference.com/teams/OKC/2021.html,jaylen-hoard,187,9.8,0.58,16.8,5.8
Jaylen Nowell,21,MIN,SG,42,0,759,142,335,.424,50,150,.333,92,185,.497,.499,45,55,.818,19,76,95,62,22,12,28,72,379,0,,https://www.basketball-reference.com/players/n/nowelja01.html,https://www.basketball-reference.com/teams/MIN/2021.html,jaylen-nowell,470,11.2,0.62,18.1,6.9
Jayson Tatum,22,BOS,SF,64,64,2290,605,1318,.459,187,485,.386,418,833,.502,.530,295,340,.868,50,422,472,276,75,31,171,122,1692,1,AS,https://www.basketball-reference.com/players/t/tatumja01.html,https://www.basketball-reference.com/teams/BOS/2021.html,jayson-tatum,2253,35.2,0.98,35.8,34.6
Jeff Green,34,BRK,PF,68,38,1835,261,530,.492,103,250,.412,158,280,.564,.590,125,161,.776,34,229,263,108,36,27,54,122,750,0,,https://www.basketball-reference.com/players/g/greenje02.html,https://www.basketball-reference.com/teams/BRK/2021.html,jeff-green,1008,14.8,0.55,27.0,8.1
Jeff Teague,32,2TM,PG,55,7,950,123,284,.433,36,82,.439,87,202,.431,.496,89,105,.848,15,73,88,132,34,12,64,56,371,0,,https://www.basketball-reference.com/players/t/teaguje01.html,0,jeff-teague,517,9.4,0.54,17.3,5.1
Jerami Grant,26,DET,SF,54,54,1829,400,932,.429,115,329,.350,285,603,.473,.491,290,343,.845,35,215,250,152,35,58,109,125,1205,0,,https://www.basketball-reference.com/players/g/grantje01.html,https://www.basketball-reference.com/teams/DET/2021.html,jerami-grant,1466,27.1,0.8,33.9,21.8
Jeremiah Martin,24,CLE,PG,9,0,75,9,33,.273,3,12,.250,6,21,.286,.318,1,5,.200,2,5,7,4,5,2,6,1,22,0,,https://www.basketball-reference.com/players/m/martije02.html,https://www.basketball-reference.com/teams/CLE/2021.html,jeremiah-martin,33,3.7,0.44,8.3,1.6
Jeremy Lamb,28,IND,SG,36,8,765,120,276,.435,52,128,.406,68,148,.459,.529,71,75,.947,25,106,131,53,34,23,22,72,363,0,,https://www.basketball-reference.com/players/l/lambje01.html,https://www.basketball-reference.com/teams/IND/2021.html,jeremy-lamb,510,14.2,0.67,21.2,9.4
Jerome Robinson,23,WAS,SG,17,6,305,28,95,.295,11,42,.262,17,53,.321,.353,16,20,.800,4,34,38,25,12,6,19,31,83,0,,https://www.basketball-reference.com/players/r/robinje01.html,https://www.basketball-reference.com/teams/WAS/2021.html,jerome-robinson,114,6.7,0.37,17.9,2.5
Jevon Carter,25,PHO,PG,60,1,717,94,223,.422,56,151,.371,38,72,.528,.547,4,7,.571,16,76,92,71,29,9,16,56,248,0,,https://www.basketball-reference.com/players/c/carteje01.html,https://www.basketball-reference.com/teams/PHO/2021.html,jevon-carter,377,6.3,0.53,12.0,3.3
Jimmy Butler,31,MIA,SF,52,52,1745,366,736,.497,25,102,.245,341,634,.538,.514,359,416,.863,94,265,359,369,108,18,109,71,1116,4,"DPOY-10,NBA3",https://www.basketball-reference.com/players/b/butleji01.html,https://www.basketball-reference.com/teams/MIA/2021.html,jimmy-butler,1790,34.4,1.03,33.6,35.3
JJ Redick,36,2TM,SG,44,0,723,106,267,.397,66,178,.371,40,89,.449,.521,49,52,.942,4,60,64,51,11,3,36,50,327,0,,https://www.basketball-reference.com/players/r/redicjj01.html,0,jj-redick,370,8.4,0.51,16.4,4.3
Joe Harris,29,BRK,SF,69,65,2141,357,707,.505,211,444,.475,146,263,.555,.654,49,63,.778,43,205,248,130,46,14,62,141,974,0,,https://www.basketball-reference.com/players/h/harrijo01.html,https://www.basketball-reference.com/teams/BRK/2021.html,joe-harris,1209,17.5,0.56,31.0,9.9
Joe Ingles,33,UTA,SF,67,30,1867,275,562,.489,183,406,.451,92,156,.590,.652,76,90,.844,27,217,244,318,45,12,117,120,809,0,6MOY-2,https://www.basketball-reference.com/players/i/inglejo01.html,https://www.basketball-reference.com/teams/UTA/2021.html,joe-ingles,1191,17.8,0.64,27.9,11.3
Joel Embiid,26,PHI,C,51,51,1585,461,899,.513,58,154,.377,403,745,.541,.545,471,548,.859,113,426,539,145,50,69,159,123,1451,0,"MVP-2,DPOY-7,AS,NBA2",https://www.basketball-reference.com/players/e/embiijo01.html,https://www.basketball-reference.com/teams/PHI/2021.html,joel-embiid,1972,38.7,1.24,31.1,48.1
John Collins,23,ATL,PF,63,63,1848,429,771,.556,83,208,.399,346,563,.615,.610,170,204,.833,118,349,467,78,34,63,84,193,1111,0,,https://www.basketball-reference.com/players/c/collijo01.html,https://www.basketball-reference.com/teams/ATL/2021.html,john-collins,1476,23.4,0.8,29.3,18.7
John Konchar,24,MEM,SG,43,0,575,69,138,.500,21,56,.375,48,82,.585,.576,25,30,.833,35,93,128,47,30,9,18,40,184,0,,https://www.basketball-reference.com/players/k/konchjo01.html,https://www.basketball-reference.com/teams/MEM/2021.html,john-konchar,340,7.9,0.59,13.4,4.7
John Wall,30,HOU,PG,40,40,1288,293,726,.404,79,249,.317,214,477,.449,.458,158,211,.749,17,112,129,275,42,31,141,46,823,1,,https://www.basketball-reference.com/players/w/walljo01.html,https://www.basketball-reference.com/teams/HOU/2021.html,john-wall,1113,27.8,0.86,32.2,24.0
Jonas Valančiūnas,28,MEM,C,62,61,1755,440,743,.592,21,57,.368,419,686,.611,.606,157,203,.773,253,523,776,112,35,57,100,179,1058,0,,https://www.basketball-reference.com/players/v/valanjo01.html,https://www.basketball-reference.com/teams/MEM/2021.html,jonas-valanciunas,1759,28.4,1.0,28.3,28.4
Jontay Porter,21,MEM,PF,11,0,54,8,15,.533,3,8,.375,5,7,.714,.633,3,5,.600,4,10,14,1,3,1,7,12,22,0,,https://www.basketball-reference.com/players/p/portejo01.html,https://www.basketball-reference.com/teams/MEM/2021.html,jontay-porter,22,2.0,0.41,4.9,0.8
Jordan Bell,26,2TM,C,6,1,82,7,22,.318,0,2,.000,7,20,.350,.318,1,2,.500,7,17,24,7,3,5,4,7,15,0,,https://www.basketball-reference.com/players/b/belljo01.html,0,jordan-bell,43,7.2,0.52,13.7,3.8
Jordan Bone,23,ORL,PG,14,0,196,23,54,.426,10,32,.313,13,22,.591,.519,0,0,,4,20,24,18,2,0,3,11,56,0,,https://www.basketball-reference.com/players/b/bonejo01.html,https://www.basketball-reference.com/teams/ORL/2021.html,jordan-bone,86,6.1,0.44,14.0,2.7
Jordan Clarkson,28,UTA,SG,68,1,1818,457,1075,.425,208,599,.347,249,476,.523,.522,129,144,.896,47,227,274,168,61,10,115,110,1251,0,6MOY-1,https://www.basketball-reference.com/players/c/clarkjo01.html,https://www.basketball-reference.com/teams/UTA/2021.html,jordan-clarkson,1539,22.6,0.85,26.7,19.2
Jordan McLaughlin,24,MIN,PG,51,2,938,100,242,.413,33,92,.359,67,150,.447,.481,23,30,.767,21,87,108,193,51,6,51,44,256,0,,https://www.basketball-reference.com/players/m/mclaujo01.html,https://www.basketball-reference.com/teams/MIN/2021.html,jordan-mclaughlin,519,10.2,0.55,18.4,5.6
Jordan Nwora,22,MIL,SF,30,2,274,62,135,.459,28,62,.452,34,73,.466,.563,19,25,.760,9,51,60,7,16,7,24,22,171,0,,https://www.basketball-reference.com/players/n/nworajo01.html,https://www.basketball-reference.com/teams/MIL/2021.html,jordan-nwora,215,7.2,0.78,9.1,5.6
Jordan Poole,21,GSW,SG,51,7,988,205,474,.432,97,276,.351,108,198,.545,.535,105,119,.882,15,77,92,99,26,9,51,86,612,0,,https://www.basketball-reference.com/players/p/poolejo01.html,https://www.basketball-reference.com/teams/GSW/2021.html,jordan-poole,701,13.7,0.71,19.4,9.8
Josh Green,20,DAL,SG,39,5,445,42,93,.452,4,25,.160,38,68,.559,.473,13,23,.565,28,50,78,28,16,3,17,35,101,0,,https://www.basketball-reference.com/players/g/greenjo02.html,https://www.basketball-reference.com/teams/DAL/2021.html,josh-green,174,4.5,0.39,11.4,1.7
Josh Hall,20,OKC,SF,21,1,336,30,99,.303,4,37,.108,26,62,.419,.323,22,44,.500,6,53,59,28,4,1,25,37,86,0,,https://www.basketball-reference.com/players/h/halljo01.html,https://www.basketball-reference.com/teams/OKC/2021.html,josh-hall,116,5.5,0.35,16.0,1.9
Josh Hart,25,NOP,SF,47,4,1349,151,344,.439,63,193,.326,88,151,.583,.531,69,89,.775,53,324,377,109,38,12,49,111,434,0,,https://www.basketball-reference.com/players/h/hartjo01.html,https://www.basketball-reference.com/teams/NOP/2021.html,josh-hart,810,17.2,0.6,28.7,10.3
Josh Jackson,23,DET,SG,62,25,1560,296,707,.419,77,257,.300,219,450,.487,.473,159,218,.729,57,197,254,143,53,47,142,178,828,0,,https://www.basketball-reference.com/players/j/jacksjo02.html,https://www.basketball-reference.com/teams/DET/2021.html,josh-jackson,1005,16.2,0.64,25.2,10.4
Josh Okogie,22,MIN,SG,59,37,1197,102,254,.402,29,108,.269,73,146,.500,.459,83,108,.769,63,93,156,63,54,28,43,123,316,0,,https://www.basketball-reference.com/players/o/okogijo01.html,https://www.basketball-reference.com/teams/MIN/2021.html,josh-okogie,451,7.6,0.38,20.3,2.9
Josh Richardson,27,DAL,SG,59,56,1790,264,618,.427,88,267,.330,176,351,.501,.498,99,108,.917,51,144,195,153,61,24,79,130,715,0,,https://www.basketball-reference.com/players/r/richajo01.html,https://www.basketball-reference.com/teams/DAL/2021.html,josh-richardson,939,15.9,0.52,30.3,8.3
