Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Aaron Brooks,32,IND,PG,65,0,894,121,300,.403,48,128,.375,73,172,.424,.483,32,40,.800,18,51,69,125,25,9,66,93,322,0,,https://www.basketball-reference.com/players/b/brookaa01.html,https://www.basketball-reference.com/teams/IND/2017.html,aaron-brooks,391,6.0,0.44,13.8,2.6
Aaron Gordon,21,ORL,SF,80,72,2298,393,865,.454,77,267,.288,316,598,.528,.499,156,217,.719,116,289,405,150,65,40,89,172,1019,0,,https://www.basketball-reference.com/players/g/gordoaa01.html,https://www.basketball-reference.com/teams/ORL/2017.html,aaron-gordon,1418,17.7,0.62,28.7,10.9
Aaron Harrison,22,CHO,SG,5,0,17,0,4,.000,0,2,.000,0,2,.000,.000,1,2,.500,0,3,3,3,0,0,0,2,1,0,,https://www.basketball-reference.com/players/h/harriaa01.html,https://www.basketball-reference.com/teams/CHO/2017.html,aaron-harrison,5,1.0,0.29,3.4,0.3
Adreian Payne,25,MIN,PF,18,0,135,23,54,.426,3,15,.200,20,39,.513,.454,14,19,.737,9,24,33,7,8,7,8,32,63,0,,https://www.basketball-reference.com/players/p/paynead01.html,https://www.basketball-reference.com/teams/MIN/2017.html,adreian-payne,78,4.3,0.58,7.5,2.5
A.J. Hammons,24,DAL,C,22,0,163,17,42,.405,5,10,.500,12,32,.375,.464,9,20,.450,8,28,36,4,1,13,10,21,48,0,,https://www.basketball-reference.com/players/h/hammoaj01.html,https://www.basketball-reference.com/teams/DAL/2017.html,aj-hammons,71,3.2,0.44,7.4,1.4
Al-Farouq Aminu,26,POR,PF,61,25,1773,183,466,.393,70,212,.330,113,254,.445,.468,96,136,.706,77,374,451,99,60,44,94,102,532,0,,https://www.basketball-reference.com/players/a/aminual01.html,https://www.basketball-reference.com/teams/POR/2017.html,al-farouq-aminu,990,16.2,0.56,29.1,9.1
Al Horford,30,BOS,C,68,68,2193,379,801,.473,86,242,.355,293,559,.524,.527,108,135,.800,95,370,465,337,52,86,115,138,952,0,,https://www.basketball-reference.com/players/h/horfoal01.html,https://www.basketball-reference.com/teams/BOS/2017.html,al-horford,1639,24.1,0.75,32.2,18.0
Al Jefferson,32,IND,C,66,1,931,235,471,.499,0,1,.000,235,470,.500,.499,65,85,.765,75,203,278,57,19,16,33,125,535,0,,https://www.basketball-reference.com/players/j/jeffeal01.html,https://www.basketball-reference.com/teams/IND/2017.html,al-jefferson,747,11.3,0.8,14.1,9.1
Alan Anderson,34,LAC,SF,30,0,308,30,80,.375,14,44,.318,16,36,.444,.463,12,16,.750,3,21,24,11,3,0,7,35,86,0,,https://www.basketball-reference.com/players/a/anderal01.html,https://www.basketball-reference.com/teams/LAC/2017.html,alan-anderson,82,2.7,0.27,10.3,0.7
Alan Williams,24,PHO,C,47,0,708,138,267,.517,0,1,.000,138,266,.519,.517,70,112,.625,94,198,292,23,27,32,37,125,346,0,,https://www.basketball-reference.com/players/w/willial03.html,https://www.basketball-reference.com/teams/PHO/2017.html,alan-williams,558,11.9,0.79,15.1,9.4
Alec Burks,25,UTA,SG,42,0,653,99,248,.399,25,76,.329,74,172,.430,.450,60,78,.769,17,103,120,30,18,5,35,50,283,0,,https://www.basketball-reference.com/players/b/burksal01.html,https://www.basketball-reference.com/teams/UTA/2017.html,alec-burks,371,8.8,0.57,15.5,5.0
Álex Abrines,23,OKC,SG,68,6,1055,134,341,.393,94,247,.381,40,94,.426,.531,44,49,.898,18,68,86,40,37,8,33,114,406,0,,https://www.basketball-reference.com/players/a/abrinal01.html,https://www.basketball-reference.com/teams/OKC/2017.html,alex-abrines,430,6.3,0.41,15.5,2.6
Alex Len,23,PHO,C,77,34,1560,230,463,.497,3,12,.250,227,451,.503,.500,150,208,.721,156,354,510,44,38,98,102,242,613,0,,https://www.basketball-reference.com/players/l/lenal01.html,https://www.basketball-reference.com/teams/PHO/2017.html,alex-len,959,12.5,0.61,20.3,7.7
Alex Poythress,23,PHI,PF,6,1,157,25,54,.463,6,19,.316,19,35,.543,.519,8,10,.800,11,18,29,5,3,2,3,14,64,0,,https://www.basketball-reference.com/players/p/poythal01.html,https://www.basketball-reference.com/teams/PHI/2017.html,alex-poythress,86,14.3,0.55,26.2,7.9
Alexis Ajinça,28,NOP,C,39,15,584,89,178,.500,0,4,.000,89,174,.511,.500,29,40,.725,46,131,177,12,20,22,31,77,207,0,,https://www.basketball-reference.com/players/a/ajincal01.html,https://www.basketball-reference.com/teams/NOP/2017.html,alexis-ajinca,330,8.5,0.57,15.0,4.8
Allen Crabbe,24,POR,SG,79,7,2254,303,647,.468,134,302,.444,169,345,.490,.572,105,124,.847,19,207,226,94,54,20,62,171,845,0,,https://www.basketball-reference.com/players/c/crabbal01.html,https://www.basketball-reference.com/teams/POR/2017.html,allen-crabbe,1006,12.7,0.45,28.5,5.7
Alonzo Gee,29,DEN,SF,13,0,89,3,14,.214,0,3,.000,3,11,.273,.214,5,9,.556,4,11,15,6,5,1,4,14,11,0,,https://www.basketball-reference.com/players/g/geeal01.html,https://www.basketball-reference.com/teams/DEN/2017.html,alonzo-gee,20,1.5,0.22,6.8,0.3
Amir Johnson,29,BOS,PF,80,77,1608,213,370,.576,27,66,.409,186,304,.612,.612,67,100,.670,118,248,366,140,51,62,77,211,520,0,,https://www.basketball-reference.com/players/j/johnsam01.html,https://www.basketball-reference.com/teams/BOS/2017.html,amir-johnson,851,10.6,0.53,20.1,5.6
Anderson Varejão,34,GSW,C,14,1,92,5,14,.357,0,0,,5,14,.357,.357,8,11,.727,12,15,27,10,3,3,8,16,18,0,,https://www.basketball-reference.com/players/v/varejan01.html,https://www.basketball-reference.com/teams/GSW/2017.html,anderson-varejao,37,2.6,0.4,6.6,1.1
Andre Drummond,23,DET,C,81,81,2409,483,911,.530,2,7,.286,481,904,.532,.531,137,355,.386,345,770,1115,90,124,89,152,237,1105,0,,https://www.basketball-reference.com/players/d/drumman01.html,https://www.basketball-reference.com/teams/DET/2017.html,andre-drummond,2134,26.3,0.89,29.7,23.3
Andre Iguodala,33,GSW,SF,76,0,1998,219,415,.528,64,177,.362,155,238,.651,.605,72,102,.706,51,253,304,261,76,39,58,97,574,0,6MOY-2,https://www.basketball-reference.com/players/i/iguodan01.html,https://www.basketball-reference.com/teams/GSW/2017.html,andre-iguodala,1099,14.5,0.55,26.3,8.0
Andre Roberson,25,OKC,SF,79,79,2376,215,463,.464,45,184,.245,170,279,.609,.513,47,111,.423,98,305,403,79,94,79,51,204,522,0,DPOY-5,https://www.basketball-reference.com/players/r/roberan03.html,https://www.basketball-reference.com/teams/OKC/2017.html,andre-roberson,922,11.7,0.39,30.1,4.5
Andrew Bogut,32,2TM,C,27,21,583,38,81,.469,0,1,.000,38,80,.475,.469,3,11,.273,56,162,218,49,13,25,43,86,79,0,,https://www.basketball-reference.com/players/b/bogutan01.html,,andrew-bogut,255,9.4,0.44,21.6,4.1
Andrew Harrison,22,MEM,PG,72,18,1474,117,360,.325,43,156,.276,74,204,.363,.385,148,194,.763,23,113,136,198,53,21,85,194,425,0,,https://www.basketball-reference.com/players/h/harrian01.html,https://www.basketball-reference.com/teams/MEM/2017.html,andrew-harrison,554,7.7,0.38,20.5,2.9
Andrew Nicholson,27,2TM,PF,38,0,342,43,111,.387,5,27,.185,38,84,.452,.410,9,14,.643,15,46,61,10,16,6,17,55,100,0,,https://www.basketball-reference.com/players/n/nichoan01.html,,andrew-nicholson,121,3.2,0.35,9.0,1.1
Andrew Wiggins,21,MIN,SF,82,82,3048,709,1570,.452,103,289,.356,606,1281,.473,.484,412,542,.760,102,226,328,189,82,30,187,183,1933,0,,https://www.basketball-reference.com/players/w/wiggian01.html,https://www.basketball-reference.com/teams/MIN/2017.html,andrew-wiggins,2192,26.7,0.72,37.2,19.2
Anthony Bennett,23,BRK,PF,23,1,264,38,92,.413,13,48,.271,25,44,.568,.484,26,36,.722,25,53,78,12,5,3,12,18,115,0,,https://www.basketball-reference.com/players/b/bennean01.html,https://www.basketball-reference.com/teams/BRK/2017.html,anthony-bennett,183,8.0,0.69,11.5,5.5
Anthony Brown,24,2TM,SF,11,0,159,18,50,.360,7,27,.259,11,23,.478,.430,0,0,,8,25,33,8,5,1,6,15,43,0,,https://www.basketball-reference.com/players/b/brownan02.html,,anthony-brown,69,6.3,0.43,14.5,2.7
Anthony Davis,23,NOP,C,75,75,2708,770,1526,.505,40,134,.299,730,1392,.524,.518,519,647,.802,172,712,884,157,94,167,181,168,2099,0,"MVP-9,AS,NBA1",https://www.basketball-reference.com/players/d/davisan02.html,https://www.basketball-reference.com/teams/NOP/2017.html,anthony-davis,3052,40.7,1.13,36.1,45.9
Anthony Morrow,31,2TM,SG,49,7,714,98,252,.389,41,133,.308,57,119,.479,.470,34,37,.919,12,19,31,25,24,2,6,44,271,0,,https://www.basketball-reference.com/players/m/morroan01.html,,anthony-morrow,303,6.2,0.42,14.6,2.6
Anthony Tolliver,31,SAC,PF,65,9,1477,155,351,.442,90,230,.391,65,121,.537,.570,61,82,.744,51,186,237,77,34,20,56,109,461,0,,https://www.basketball-reference.com/players/t/tollian01.html,https://www.basketball-reference.com/teams/SAC/2017.html,anthony-tolliver,664,10.2,0.45,22.7,4.6
Archie Goodwin,22,2TM,SG,15,0,214,36,66,.545,5,15,.333,31,51,.608,.583,33,42,.786,7,21,28,24,4,5,14,8,110,0,,https://www.basketball-reference.com/players/g/goodwar01.html,,archie-goodwin,149,9.9,0.7,14.3,6.9
Arinze Onuaku,29,ORL,C,8,0,28,2,4,.500,0,0,,2,4,.500,.500,0,0,,2,4,6,2,0,1,2,3,4,0,,https://www.basketball-reference.com/players/o/onuakar01.html,https://www.basketball-reference.com/teams/ORL/2017.html,arinze-onuaku,8,1.0,0.29,3.5,0.3
Aron Baynes,30,DET,C,75,2,1163,143,279,.513,0,0,,143,279,.513,.513,79,94,.840,111,222,333,32,17,39,50,166,365,0,,https://www.basketball-reference.com/players/b/baynear01.html,https://www.basketball-reference.com/teams/DET/2017.html,aron-baynes,570,7.6,0.49,15.5,3.7
Arron Afflalo,31,SAC,SG,61,45,1580,185,420,.440,62,151,.411,123,269,.457,.514,83,93,.892,9,116,125,78,21,6,42,104,515,0,,https://www.basketball-reference.com/players/a/afflaar01.html,https://www.basketball-reference.com/teams/SAC/2017.html,arron-afflalo,599,9.8,0.38,25.9,3.7
Austin Rivers,24,LAC,SG,74,29,2054,323,731,.442,111,299,.371,212,432,.491,.518,132,191,.691,20,141,161,204,48,10,115,187,889,0,,https://www.basketball-reference.com/players/r/riverau01.html,https://www.basketball-reference.com/teams/LAC/2017.html,austin-rivers,1010,13.6,0.49,27.8,6.7
Avery Bradley,26,BOS,SG,55,55,1835,359,775,.463,108,277,.390,251,498,.504,.533,68,93,.731,65,269,334,122,68,11,88,141,894,0,,https://www.basketball-reference.com/players/b/bradlav01.html,https://www.basketball-reference.com/teams/BOS/2017.html,avery-bradley,1200,21.8,0.65,33.4,14.3
Axel Toupane,24,2TM,SF,4,0,47,5,9,.556,1,4,.250,4,5,.800,.611,0,0,,0,1,1,0,1,1,0,6,11,0,,https://www.basketball-reference.com/players/t/toupaax01.html,,axel-toupane,8,2.0,0.17,11.8,0.3
Ben Bentil,21,DAL,PF,3,0,10,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,0,2,2,0,0,0,1,1,0,0,,https://www.basketball-reference.com/players/b/bentibe01.html,https://www.basketball-reference.com/teams/DAL/2017.html,ben-bentil,0,0.0,0.0,3.3,0.0
Ben McLemore,23,SAC,SG,61,27,1176,180,419,.430,65,170,.382,115,249,.462,.507,70,93,.753,19,110,129,51,29,6,62,108,495,0,,https://www.basketball-reference.com/players/m/mclembe01.html,https://www.basketball-reference.com/teams/SAC/2017.html,ben-mclemore,540,8.9,0.46,19.3,4.1
Beno Udrih,34,DET,PG,39,0,560,92,197,.467,11,32,.344,81,165,.491,.495,32,34,.941,6,51,57,131,13,0,36,29,227,0,,https://www.basketball-reference.com/players/u/udrihbe01.html,https://www.basketball-reference.com/teams/DET/2017.html,beno-udrih,363,9.3,0.65,14.4,6.0
Bismack Biyombo,24,ORL,C,81,27,1793,179,339,.528,0,0,,179,339,.528,.528,125,234,.534,157,410,567,74,25,91,95,202,483,0,,https://www.basketball-reference.com/players/b/biyombi01.html,https://www.basketball-reference.com/teams/ORL/2017.html,bismack-biyombo,943,11.6,0.53,22.1,6.1
Blake Griffin,27,LAC,PF,61,61,2076,479,971,.493,38,113,.336,441,858,.514,.513,320,421,.760,112,385,497,300,57,22,142,157,1316,1,,https://www.basketball-reference.com/players/g/griffbl01.html,https://www.basketball-reference.com/teams/LAC/2017.html,blake-griffin,1893,31.0,0.91,34.0,28.3
Boban Marjanović,28,DET,C,35,0,293,72,132,.545,0,0,,72,132,.545,.545,47,58,.810,46,84,130,9,6,12,10,25,191,0,,https://www.basketball-reference.com/players/m/marjabo01.html,https://www.basketball-reference.com/teams/DET/2017.html,boban-marjanovic,313,8.9,1.07,8.4,9.6
Bobby Brown,32,HOU,PG,25,0,123,23,60,.383,14,35,.400,9,25,.360,.500,2,2,1.000,0,6,6,14,1,0,5,5,62,0,,https://www.basketball-reference.com/players/b/brownbo02.html,https://www.basketball-reference.com/teams/HOU/2017.html,bobby-brown,73,2.9,0.59,4.9,1.7
Bobby Portis,21,CHI,PF,64,13,1000,183,375,.488,32,96,.333,151,279,.541,.531,39,59,.661,75,221,296,35,16,11,37,94,437,0,,https://www.basketball-reference.com/players/p/portibo01.html,https://www.basketball-reference.com/teams/CHI/2017.html,bobby-portis,664,10.4,0.66,15.6,6.9
Bojan Bogdanović,27,2TM,SF,81,54,2083,376,845,.445,144,392,.367,232,453,.512,.530,217,243,.893,37,240,277,111,34,7,131,146,1113,0,,https://www.basketball-reference.com/players/b/bogdabo02.html,,bojan-bogdanovic,1265,15.6,0.61,25.7,9.5
Boris Diaw,34,UTA,PF,73,33,1283,146,327,.446,20,81,.247,126,246,.512,.477,26,35,.743,46,112,158,170,18,9,87,83,338,0,,https://www.basketball-reference.com/players/d/diawbo01.html,https://www.basketball-reference.com/teams/UTA/2017.html,boris-diaw,523,7.2,0.41,17.6,2.9
Bradley Beal,23,WAS,SG,77,77,2684,637,1322,.482,223,552,.404,414,770,.538,.566,282,342,.825,53,187,240,267,83,21,156,169,1779,0,,https://www.basketball-reference.com/players/b/bealbr01.html,https://www.basketball-reference.com/teams/WAS/2017.html,bradley-beal,2065,26.8,0.77,34.9,20.6
Brandan Wright,29,MEM,PF,28,5,447,83,135,.615,0,1,.000,83,134,.619,.615,23,35,.657,31,47,78,15,11,20,10,42,189,0,,https://www.basketball-reference.com/players/w/wrighbr03.html,https://www.basketball-reference.com/teams/MEM/2017.html,brandan-wright,261,9.3,0.58,16.0,5.4
Brandon Bass,31,LAC,PF,52,0,577,107,186,.575,1,3,.333,106,183,.579,.578,77,88,.875,43,86,129,21,14,11,29,45,292,0,,https://www.basketball-reference.com/players/b/bassbr01.html,https://www.basketball-reference.com/teams/LAC/2017.html,brandon-bass,393,7.6,0.68,11.1,5.1
Brandon Ingram,19,LAL,SF,79,40,2279,276,686,.402,55,187,.294,221,499,.443,.442,133,214,.621,60,256,316,166,50,36,116,158,740,0,,https://www.basketball-reference.com/players/i/ingrabr01.html,https://www.basketball-reference.com/teams/LAL/2017.html,brandon-ingram,1034,13.1,0.45,28.8,5.9
Brandon Jennings,27,2TM,PG,81,13,1802,192,535,.359,79,252,.313,113,283,.399,.433,114,152,.750,29,167,196,395,70,4,128,116,577,0,,https://www.basketball-reference.com/players/j/jennibr01.html,,brandon-jennings,998,12.3,0.55,22.2,6.8
Brandon Knight,25,PHO,SG,54,5,1140,209,525,.398,45,139,.324,164,386,.425,.441,132,154,.857,25,93,118,130,27,5,88,87,595,0,,https://www.basketball-reference.com/players/k/knighbr03.html,https://www.basketball-reference.com/teams/PHO/2017.html,brandon-knight,700,13.0,0.61,21.1,8.0
Brandon Rush,31,MIN,SG,47,33,1030,70,187,.374,44,114,.386,26,73,.356,.492,13,18,.722,16,83,99,45,22,23,28,42,197,0,,https://www.basketball-reference.com/players/r/rushbr01.html,https://www.basketball-reference.com/teams/MIN/2017.html,brandon-rush,316,6.7,0.31,21.9,2.1
Brian Roberts,31,CHO,PG,41,2,416,46,122,.377,17,44,.386,29,78,.372,.447,33,39,.846,5,34,39,52,9,1,26,18,142,0,,https://www.basketball-reference.com/players/r/roberbr01.html,https://www.basketball-reference.com/teams/CHO/2017.html,brian-roberts,199,4.9,0.48,10.1,2.3
Briante Weber,24,2TM,PG,20,0,205,25,60,.417,1,10,.100,24,50,.480,.425,11,16,.688,8,18,26,21,12,1,8,16,62,0,,https://www.basketball-reference.com/players/w/weberbr01.html,,briante-weber,98,4.9,0.48,10.2,2.3
Brice Johnson,22,LAC,PF,3,0,9,2,7,.286,0,0,,2,7,.286,.286,0,0,,1,2,3,1,2,1,1,0,4,0,,https://www.basketball-reference.com/players/j/johnsbr02.html,https://www.basketball-reference.com/teams/LAC/2017.html,brice-johnson,10,3.3,1.11,3.0,3.7
Brook Lopez,28,BRK,C,75,75,2222,555,1172,.474,134,387,.346,421,785,.536,.531,295,364,.810,121,282,403,176,38,124,184,192,1539,0,,https://www.basketball-reference.com/players/l/lopezbr01.html,https://www.basketball-reference.com/teams/BRK/2017.html,brook-lopez,1904,25.4,0.86,29.6,21.8
Bruno Caboclo,21,TOR,SF,9,0,40,6,16,.375,2,6,.333,4,10,.400,.438,0,0,,5,5,10,4,2,1,2,4,14,0,,https://www.basketball-reference.com/players/c/cabocbr01.html,https://www.basketball-reference.com/teams/TOR/2017.html,bruno-caboclo,25,2.8,0.62,4.4,1.7
Bryn Forbes,23,SAS,SG,36,0,285,36,99,.364,17,53,.321,19,46,.413,.449,5,6,.833,2,21,23,23,1,0,11,20,94,0,,https://www.basketball-reference.com/players/f/forbebr01.html,https://www.basketball-reference.com/teams/SAS/2017.html,bryn-forbes,110,3.1,0.39,7.9,1.2
Buddy Hield,24,2TM,SG,82,55,1888,327,767,.426,148,379,.391,179,388,.461,.523,64,76,.842,35,234,269,121,38,9,101,115,866,0,ROY-4,https://www.basketball-reference.com/players/h/hieldbu01.html,,buddy-hield,1087,13.3,0.58,23.0,7.6
Cameron Payne,22,2TM,PG,31,0,462,64,193,.332,27,86,.314,37,107,.346,.402,5,8,.625,3,45,48,55,14,4,29,52,160,0,,https://www.basketball-reference.com/players/p/payneca01.html,,cameron-payne,200,6.5,0.43,14.9,2.8
Caris LeVert,22,BRK,SF,57,26,1237,171,380,.450,59,184,.321,112,196,.571,.528,67,93,.720,23,165,188,110,49,8,59,91,468,0,,https://www.basketball-reference.com/players/l/leverca01.html,https://www.basketball-reference.com/teams/BRK/2017.html,caris-levert,673,11.8,0.54,21.7,6.4
Carmelo Anthony,32,NYK,SF,74,74,2538,602,1389,.433,151,421,.359,451,968,.466,.488,304,365,.833,62,376,438,213,60,34,153,198,1659,0,AS,https://www.basketball-reference.com/players/a/anthoca01.html,https://www.basketball-reference.com/teams/NYK/2017.html,carmelo-anthony,2053,27.7,0.81,34.3,22.4
Chandler Parsons,28,MEM,SF,34,34,675,75,222,.338,25,93,.269,50,129,.388,.394,35,43,.814,6,78,84,55,20,5,24,52,210,0,,https://www.basketball-reference.com/players/p/parsoch01.html,https://www.basketball-reference.com/teams/MEM/2017.html,chandler-parsons,298,8.8,0.44,19.9,3.9
Channing Frye,33,CLE,C,74,15,1398,238,520,.458,137,335,.409,101,185,.546,.589,63,74,.851,37,253,290,45,33,37,53,138,676,0,,https://www.basketball-reference.com/players/f/fryech01.html,https://www.basketball-reference.com/teams/CLE/2017.html,channing-frye,890,12.0,0.64,18.9,7.7
Chasson Randle,23,2TM,PG,26,0,299,40,98,.408,16,47,.340,24,51,.471,.490,41,43,.953,6,26,32,34,9,2,19,39,137,0,,https://www.basketball-reference.com/players/r/randlch01.html,,chasson-randle,156,6.0,0.52,11.5,3.1
Cheick Diallo,20,NOP,PF,17,0,199,36,76,.474,0,0,,36,76,.474,.474,15,21,.714,23,50,73,4,4,7,7,17,87,0,,https://www.basketball-reference.com/players/d/diallch01.html,https://www.basketball-reference.com/teams/NOP/2017.html,cheick-diallo,151,8.9,0.76,11.7,6.7
Chinanu Onuaku,20,HOU,C,5,1,52,5,7,.714,0,0,,5,7,.714,.714,4,4,1.000,2,8,10,3,3,1,4,6,14,0,,https://www.basketball-reference.com/players/o/onuakch01.html,https://www.basketball-reference.com/teams/HOU/2017.html,chinanu-onuaku,21,4.2,0.4,10.4,1.7
