Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player Link,Team Link,Player Key,FP,FPPG,FPPM,MPG,FPR
Ricky Rubio,26,MIN,PG,75,75,2469,261,650,.402,60,196,.306,201,454,.443,.448,254,285,.891,68,237,305,682,128,10,195,202,836,1,,https://www.basketball-reference.com/players/r/rubiori01.html,https://www.basketball-reference.com/teams/MIN/2017.html,ricky-rubio,1564,20.9,0.63,32.9,13.2
R.J. Hunter,23,CHI,SG,3,0,9,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,0,0,0,0,,https://www.basketball-reference.com/players/h/hunterj01.html,https://www.basketball-reference.com/teams/CHI/2017.html,rj-hunter,1,0.3,0.11,3.0,0.0
Robert Covington,26,PHI,SF,67,67,2119,292,732,.399,137,412,.333,155,320,.484,.492,143,174,.822,92,344,436,102,127,69,131,203,864,0,DPOY-4,https://www.basketball-reference.com/players/c/covinro01.html,https://www.basketball-reference.com/teams/PHI/2017.html,robert-covington,1264,18.9,0.6,31.6,11.3
Robin Lopez,28,CHI,C,81,81,2271,382,775,.493,0,2,.000,382,773,.494,.493,75,104,.721,244,276,520,80,18,117,91,151,839,0,,https://www.basketball-reference.com/players/l/lopezro01.html,https://www.basketball-reference.com/teams/CHI/2017.html,robin-lopez,1332,16.4,0.59,28.0,9.6
Rodney Hood,24,UTA,SG,59,55,1593,272,666,.408,114,307,.371,158,359,.440,.494,90,115,.783,16,186,202,96,38,11,65,132,748,0,,https://www.basketball-reference.com/players/h/hoodro01.html,https://www.basketball-reference.com/teams/UTA/2017.html,rodney-hood,898,15.2,0.56,27.0,8.6
Rodney McGruder,25,MIA,SG,78,65,1966,190,460,.413,73,220,.332,117,240,.488,.492,44,71,.620,94,162,256,124,46,18,56,140,497,0,ROY-8,https://www.basketball-reference.com/players/m/mcgruro01.html,https://www.basketball-reference.com/teams/MIA/2017.html,rodney-mcgruder,745,9.6,0.38,25.2,3.6
Rodney Stuckey,30,IND,PG,39,0,696,91,244,.373,19,60,.317,72,184,.391,.412,80,107,.748,6,78,84,84,16,0,53,44,281,0,,https://www.basketball-reference.com/players/s/stuckro01.html,https://www.basketball-reference.com/teams/IND/2017.html,rodney-stuckey,368,9.4,0.53,17.8,5.0
Ron Baker,23,NYK,SG,52,13,857,82,217,.378,23,86,.267,59,131,.450,.431,28,43,.651,12,86,98,107,34,8,56,74,215,0,,https://www.basketball-reference.com/players/b/bakerro01.html,https://www.basketball-reference.com/teams/NYK/2017.html,ron-baker,332,6.4,0.39,16.5,2.5
Rondae Hollis-Jefferson,22,BRK,SF,78,50,1761,235,542,.434,15,67,.224,220,475,.463,.447,190,253,.751,96,356,452,154,82,44,116,177,675,0,,https://www.basketball-reference.com/players/h/holliro01.html,https://www.basketball-reference.com/teams/BRK/2017.html,rondae-hollis-jefferson,1114,14.3,0.63,22.6,9.0
Ronnie Price,33,PHO,PG,14,0,134,4,24,.167,3,17,.176,1,7,.143,.229,3,4,.750,3,8,11,18,11,1,3,14,14,0,,https://www.basketball-reference.com/players/p/pricero01.html,https://www.basketball-reference.com/teams/PHO/2017.html,ronnie-price,38,2.7,0.28,9.6,0.8
Roy Hibbert,30,2TM,C,48,13,682,80,147,.544,0,0,,80,147,.544,.544,61,75,.813,54,98,152,21,8,46,32,100,221,0,,https://www.basketball-reference.com/players/h/hibbero01.html,,roy-hibbert,316,6.6,0.46,14.2,3.1
Rudy Gay,30,SAC,SF,30,30,1013,201,442,.455,42,113,.372,159,329,.483,.502,118,138,.855,35,155,190,83,44,26,74,79,562,0,,https://www.basketball-reference.com/players/g/gayru01.html,https://www.basketball-reference.com/teams/SAC/2017.html,rudy-gay,752,25.1,0.74,33.8,18.6
Rudy Gobert,24,UTA,C,81,81,2744,413,625,.661,0,1,.000,413,624,.662,.661,311,476,.653,314,721,1035,97,49,214,147,246,1137,0,"DPOY-2,NBA2",https://www.basketball-reference.com/players/g/goberru01.html,https://www.basketball-reference.com/teams/UTA/2017.html,rudy-gobert,2139,26.4,0.78,33.9,20.6
Russell Westbrook,28,OKC,PG,81,81,2802,824,1941,.425,200,583,.343,624,1358,.459,.476,710,840,.845,137,727,864,840,132,31,438,190,2558,42,"MVP-1,AS,NBA1",https://www.basketball-reference.com/players/w/westbru01.html,https://www.basketball-reference.com/teams/OKC/2017.html,russell-westbrook,3797,46.9,1.36,34.6,63.5
Ryan Anderson,28,HOU,PF,72,72,2116,323,773,.418,204,506,.403,119,267,.446,.550,129,150,.860,112,218,330,68,31,14,55,142,979,0,,https://www.basketball-reference.com/players/a/anderry01.html,https://www.basketball-reference.com/teams/HOU/2017.html,ryan-anderson,1225,17.0,0.58,29.4,9.8
Ryan Kelly,25,ATL,PF,16,0,110,8,28,.286,4,10,.400,4,18,.222,.357,5,6,.833,1,17,18,8,4,5,4,5,25,0,,https://www.basketball-reference.com/players/k/kellyry01.html,https://www.basketball-reference.com/teams/ATL/2017.html,ryan-kelly,51,3.2,0.46,6.9,1.5
Salah Mejri,30,DAL,C,73,11,905,88,137,.642,1,3,.333,87,134,.649,.646,36,61,.590,97,211,308,14,32,61,40,152,213,0,,https://www.basketball-reference.com/players/m/mejrisa01.html,https://www.basketball-reference.com/teams/DAL/2017.html,salah-mejri,436,6.0,0.48,12.4,2.9
Sam Dekker,22,HOU,PF,77,2,1419,203,429,.473,60,187,.321,143,242,.591,.543,38,68,.559,94,190,284,76,38,21,41,83,504,0,,https://www.basketball-reference.com/players/d/dekkesa01.html,https://www.basketball-reference.com/teams/HOU/2017.html,sam-dekker,799,10.4,0.56,18.4,5.8
Sasha Vujačić,32,NYK,SG,42,4,408,42,136,.309,23,74,.311,19,62,.306,.393,17,24,.708,12,47,59,52,13,2,16,38,124,0,,https://www.basketball-reference.com/players/v/vujacsa01.html,https://www.basketball-reference.com/teams/NYK/2017.html,sasha-vujacic,196,4.7,0.48,9.7,2.2
Sean Kilpatrick,27,BRK,SG,70,24,1754,305,735,.415,105,308,.341,200,427,.468,.486,204,242,.843,22,258,280,157,45,6,135,118,919,0,,https://www.basketball-reference.com/players/k/kilpase01.html,https://www.basketball-reference.com/teams/BRK/2017.html,sean-kilpatrick,1154,16.5,0.66,25.1,10.8
Semaj Christon,24,OKC,PG,64,1,973,77,223,.345,12,63,.190,65,160,.406,.372,17,31,.548,19,68,87,130,28,7,43,79,183,0,,https://www.basketball-reference.com/players/c/chrisse01.html,https://www.basketball-reference.com/teams/OKC/2017.html,semaj-christon,313,4.9,0.32,15.2,1.6
Serge Ibaka,27,2TM,PF,79,79,2422,471,982,.480,124,317,.391,347,665,.522,.543,107,125,.856,129,409,538,75,41,124,105,215,1173,0,,https://www.basketball-reference.com/players/i/ibakase01.html,,serge-ibaka,1631,20.6,0.67,30.7,13.9
Sergio Rodríguez,30,PHI,PG,68,30,1518,210,536,.392,92,252,.365,118,284,.415,.478,18,27,.667,21,136,157,344,49,4,128,95,530,0,,https://www.basketball-reference.com/players/r/rodrise01.html,https://www.basketball-reference.com/teams/PHI/2017.html,sergio-rodriguez,861,12.7,0.57,22.3,7.2
Seth Curry,26,DAL,PG,70,42,2029,338,703,.481,137,322,.425,201,381,.528,.578,85,100,.850,25,154,179,189,79,7,92,126,898,0,,https://www.basketball-reference.com/players/c/curryse01.html,https://www.basketball-reference.com/teams/DAL/2017.html,seth-curry,1134,16.2,0.56,29.0,9.1
Shabazz Muhammad,24,MIN,SF,78,1,1516,288,598,.482,49,145,.338,239,453,.528,.523,147,190,.774,84,136,220,35,22,6,56,86,772,0,,https://www.basketball-reference.com/players/m/muhamsh01.html,https://www.basketball-reference.com/teams/MIN/2017.html,shabazz-muhammad,913,11.7,0.6,19.4,7.0
Shabazz Napier,25,POR,PG,53,2,512,73,183,.399,34,92,.370,39,91,.429,.492,38,49,.776,8,53,61,67,32,2,41,38,218,0,,https://www.basketball-reference.com/players/n/napiesh01.html,https://www.basketball-reference.com/teams/POR/2017.html,shabazz-napier,301,5.7,0.59,9.7,3.3
Shaun Livingston,31,GSW,PG,76,3,1345,173,316,.547,1,3,.333,172,313,.550,.549,42,60,.700,28,123,151,139,38,20,62,120,389,0,,https://www.basketball-reference.com/players/l/livinsh01.html,https://www.basketball-reference.com/teams/GSW/2017.html,shaun-livingston,555,7.3,0.41,17.7,3.0
Shawn Long,24,PHI,C,18,0,234,61,109,.560,7,19,.368,54,90,.600,.592,19,35,.543,41,44,85,13,9,9,13,49,148,0,,https://www.basketball-reference.com/players/l/longsh01.html,https://www.basketball-reference.com/teams/PHI/2017.html,shawn-long,202,11.2,0.86,13.0,9.7
Sheldon Mac,24,WAS,SG,30,3,287,30,75,.400,7,30,.233,23,45,.511,.447,23,27,.852,4,30,34,15,8,2,5,17,90,0,,https://www.basketball-reference.com/players/m/mcclesh01.html,https://www.basketball-reference.com/teams/WAS/2017.html,sheldon-mac,127,4.2,0.44,9.6,1.9
Shelvin Mack,26,UTA,PG,55,9,1205,170,381,.446,37,120,.308,133,261,.510,.495,53,77,.688,20,105,125,154,42,3,90,100,430,0,,https://www.basketball-reference.com/players/m/macksh01.html,https://www.basketball-reference.com/teams/UTA/2017.html,shelvin-mack,564,10.3,0.47,21.9,4.8
Skal Labissière,20,SAC,PF,33,12,612,117,218,.537,3,8,.375,114,210,.543,.544,52,74,.703,51,111,162,27,16,13,37,64,289,0,,https://www.basketball-reference.com/players/l/labissk01.html,https://www.basketball-reference.com/teams/SAC/2017.html,skal-labissiere,406,12.3,0.66,18.5,8.2
Solomon Hill,25,NOP,SF,80,71,2374,183,478,.383,94,270,.348,89,208,.428,.481,103,128,.805,51,256,307,141,72,32,82,182,563,0,,https://www.basketball-reference.com/players/h/hillso01.html,https://www.basketball-reference.com/teams/NOP/2017.html,solomon-hill,851,10.6,0.36,29.7,3.8
Spencer Dinwiddie,23,BRK,PG,59,18,1334,134,302,.444,38,101,.376,96,201,.478,.507,126,159,.792,27,137,164,185,44,23,66,119,432,0,,https://www.basketball-reference.com/players/d/dinwisp01.html,https://www.basketball-reference.com/teams/BRK/2017.html,spencer-dinwiddie,663,11.2,0.5,22.6,5.6
Spencer Hawes,28,2TM,PF,54,1,797,134,277,.484,25,81,.309,109,196,.556,.529,44,52,.846,38,153,191,81,15,30,49,77,337,0,,https://www.basketball-reference.com/players/h/hawessp01.html,,spencer-hawes,528,9.8,0.66,14.8,6.5
Stanley Johnson,20,DET,SF,77,1,1371,129,365,.353,45,154,.292,84,211,.398,.415,36,53,.679,36,153,189,105,56,24,71,121,339,0,,https://www.basketball-reference.com/players/j/johnsst04.html,https://www.basketball-reference.com/teams/DET/2017.html,stanley-johnson,521,6.8,0.38,17.8,2.6
Stephen Curry,28,GSW,PG,79,79,2638,675,1443,.468,324,789,.411,351,654,.537,.580,325,362,.898,61,292,353,524,142,17,239,183,1999,0,"MVP-6,AS,NBA2",https://www.basketball-reference.com/players/c/curryst01.html,https://www.basketball-reference.com/teams/GSW/2017.html,stephen-curry,2613,33.1,0.99,33.4,32.8
Stephen Zimmerman,20,ORL,C,19,0,108,10,31,.323,0,0,,10,31,.323,.323,3,5,.600,11,24,35,4,2,5,3,17,23,0,,https://www.basketball-reference.com/players/z/zimmest01.html,https://www.basketball-reference.com/teams/ORL/2017.html,stephen-zimmerman,49,2.6,0.45,5.7,1.2
Steve Novak,33,MIL,PF,8,0,22,2,7,.286,1,6,.167,1,1,1.000,.357,0,0,,0,3,3,0,0,0,0,1,5,0,,https://www.basketball-reference.com/players/n/novakst01.html,https://www.basketball-reference.com/teams/MIL/2017.html,steve-novak,7,0.9,0.32,2.8,0.3
Steven Adams,23,OKC,C,80,80,2389,374,655,.571,0,1,.000,374,654,.572,.571,157,257,.611,281,332,613,86,89,78,146,195,905,0,,https://www.basketball-reference.com/players/a/adamsst01.html,https://www.basketball-reference.com/teams/OKC/2017.html,steven-adams,1430,17.9,0.6,29.9,10.7
Taj Gibson,31,2TM,PF,78,71,1989,365,709,.515,3,13,.231,362,696,.520,.517,113,158,.715,158,327,485,73,41,65,105,163,846,0,,https://www.basketball-reference.com/players/g/gibsota01.html,,taj-gibson,1242,15.9,0.62,25.5,9.9
Tarik Black,25,LAL,C,67,16,1091,150,294,.510,1,2,.500,149,292,.510,.512,82,109,.752,144,199,343,39,29,44,58,173,383,0,,https://www.basketball-reference.com/players/b/blackta01.html,https://www.basketball-reference.com/teams/LAL/2017.html,tarik-black,607,9.1,0.56,16.3,5.0
Taurean Prince,22,ATL,SF,59,10,981,114,285,.400,33,102,.324,81,183,.443,.458,74,94,.787,25,132,157,55,43,27,61,96,335,0,,https://www.basketball-reference.com/players/p/princta02.html,https://www.basketball-reference.com/teams/ATL/2017.html,taurean-prince,460,7.8,0.47,16.6,3.7
Terrence Jones,25,2TM,PF,54,12,1270,231,492,.470,19,75,.253,212,417,.508,.489,103,170,.606,65,241,306,59,40,54,48,67,584,0,,https://www.basketball-reference.com/players/j/joneste01.html,,terrence-jones,928,17.2,0.73,23.5,12.6
Terrence Ross,25,2TM,SF,78,24,1955,326,746,.437,142,391,.363,184,355,.518,.532,64,77,.831,18,188,206,88,87,33,68,143,858,0,,https://www.basketball-reference.com/players/r/rosste01.html,,terrence-ross,1061,13.6,0.54,25.1,7.4
Terry Rozier,22,BOS,PG,74,0,1263,151,411,.367,57,179,.318,94,232,.405,.437,51,66,.773,40,187,227,131,46,11,47,69,410,0,,https://www.basketball-reference.com/players/r/roziete01.html,https://www.basketball-reference.com/teams/BOS/2017.html,terry-rozier,709,9.6,0.56,17.1,5.4
Thabo Sefolosha,32,ATL,SF,62,42,1596,174,395,.441,41,120,.342,133,275,.484,.492,55,75,.733,54,216,270,107,96,31,58,97,444,0,,https://www.basketball-reference.com/players/s/sefolth01.html,https://www.basketball-reference.com/teams/ATL/2017.html,thabo-sefolosha,793,12.8,0.5,25.7,6.4
Thaddeus Young,28,IND,PF,74,74,2237,362,687,.527,45,118,.381,317,569,.557,.560,45,86,.523,131,317,448,122,113,29,95,135,814,0,,https://www.basketball-reference.com/players/y/youngth01.html,https://www.basketball-reference.com/teams/IND/2017.html,thaddeus-young,1296,17.5,0.58,30.2,10.1
Thomas Robinson,25,LAL,PF,48,1,560,105,196,.536,0,1,.000,105,195,.538,.536,31,66,.470,84,139,223,31,26,9,46,76,241,0,,https://www.basketball-reference.com/players/r/robinth01.html,https://www.basketball-reference.com/teams/LAL/2017.html,thomas-robinson,408,8.5,0.73,11.7,6.2
Thon Maker,19,MIL,C,57,34,562,83,181,.459,28,74,.378,55,107,.514,.536,32,49,.653,40,74,114,23,10,26,17,84,226,0,,https://www.basketball-reference.com/players/m/makerth01.html,https://www.basketball-reference.com/teams/MIL/2017.html,thon-maker,298,5.2,0.53,9.9,2.8
Tiago Splitter,32,PHI,C,8,0,76,14,31,.452,2,6,.333,12,25,.480,.484,9,11,.818,8,14,22,4,1,1,6,8,39,0,,https://www.basketball-reference.com/players/s/splitti01.html,https://www.basketball-reference.com/teams/PHI/2017.html,tiago-splitter,53,6.6,0.7,9.5,4.6
Tim Frazier,26,NOP,PG,65,35,1525,163,404,.403,40,128,.313,123,276,.446,.453,98,129,.760,34,139,173,335,56,6,101,133,464,1,,https://www.basketball-reference.com/players/f/fraziti01.html,https://www.basketball-reference.com/teams/NOP/2017.html,tim-frazier,800,12.3,0.52,23.5,6.5
Tim Hardaway Jr.,24,ATL,SG,79,30,2154,415,912,.455,149,417,.357,266,495,.537,.537,164,214,.766,35,189,224,182,55,15,106,103,1143,0,6MOY-10,https://www.basketball-reference.com/players/h/hardati02.html,https://www.basketball-reference.com/teams/ATL/2017.html,tim-hardaway,1410,17.8,0.65,27.3,11.7
Tim Quarterman,22,POR,SG,16,0,80,13,29,.448,5,13,.385,8,16,.500,.534,0,3,.000,4,10,14,11,2,3,11,6,31,0,,https://www.basketball-reference.com/players/q/quartti01.html,https://www.basketball-reference.com/teams/POR/2017.html,tim-quarterman,44,2.8,0.55,5.0,1.5
Timofey Mozgov,30,LAL,C,54,52,1104,169,328,.515,0,1,.000,169,327,.517,.515,63,78,.808,104,160,264,43,16,31,72,133,401,0,,https://www.basketball-reference.com/players/m/mozgoti01.html,https://www.basketball-reference.com/teams/LAL/2017.html,timofey-mozgov,550,10.2,0.5,20.4,5.1
Timothé Luwawu-Cabarrot,21,PHI,SF,69,19,1190,145,361,.402,50,161,.311,95,200,.475,.471,105,123,.854,25,124,149,75,32,10,73,154,445,0,,https://www.basketball-reference.com/players/l/luwawti01.html,https://www.basketball-reference.com/teams/PHI/2017.html,timothe-luwawu-cabarrot,484,7.0,0.41,17.2,2.9
T.J. McConnell,24,PHI,PG,81,51,2133,236,512,.461,11,55,.200,225,457,.492,.472,73,90,.811,39,212,251,534,134,10,159,139,556,0,,https://www.basketball-reference.com/players/m/mccontj01.html,https://www.basketball-reference.com/teams/PHI/2017.html,tj-mcconnell,1187,14.7,0.56,26.3,8.2
T.J. Warren,23,PHO,SF,66,59,2048,403,814,.495,26,98,.265,377,716,.527,.511,119,154,.773,125,214,339,75,76,39,57,175,951,0,,https://www.basketball-reference.com/players/w/warretj01.html,https://www.basketball-reference.com/teams/PHO/2017.html,tj-warren,1248,18.9,0.61,31.0,11.5
Tobias Harris,24,DET,PF,82,48,2567,511,1063,.481,109,314,.347,402,749,.537,.532,190,226,.841,63,353,416,142,60,39,96,133,1321,0,,https://www.basketball-reference.com/players/h/harrito02.html,https://www.basketball-reference.com/teams/DET/2017.html,tobias-harris,1749,21.3,0.68,31.3,14.5
Tomáš Satoranský,25,WAS,SG,57,3,719,61,147,.415,9,37,.243,52,110,.473,.446,23,33,.697,25,58,83,92,26,6,38,60,154,0,,https://www.basketball-reference.com/players/s/satorto01.html,https://www.basketball-reference.com/teams/WAS/2017.html,tomas-satoransky,263,4.6,0.37,12.6,1.7
Toney Douglas,30,MEM,PG,24,0,394,43,117,.368,7,42,.167,36,75,.480,.397,24,29,.828,13,48,61,56,18,5,21,50,117,0,,https://www.basketball-reference.com/players/d/douglto01.html,https://www.basketball-reference.com/teams/MEM/2017.html,toney-douglas,186,7.8,0.47,16.4,3.7
Tony Allen,35,MEM,SG,71,66,1914,274,595,.461,15,54,.278,259,541,.479,.473,80,130,.615,166,225,391,98,115,29,100,178,643,0,,https://www.basketball-reference.com/players/a/allento01.html,https://www.basketball-reference.com/teams/MEM/2017.html,tony-allen,998,14.1,0.52,27.0,7.3
Tony Parker,34,SAS,PG,63,63,1587,265,569,.466,23,69,.333,242,500,.484,.486,85,117,.726,9,104,113,285,34,2,89,92,638,0,,https://www.basketball-reference.com/players/p/parketo01.html,https://www.basketball-reference.com/teams/SAS/2017.html,tony-parker,891,14.1,0.56,25.2,7.9
Tony Snell,25,MIL,SG,80,80,2336,246,541,.455,144,355,.406,102,186,.548,.588,47,58,.810,22,226,248,96,55,14,55,125,683,0,,https://www.basketball-reference.com/players/s/snellto01.html,https://www.basketball-reference.com/teams/MIL/2017.html,tony-snell,916,11.4,0.39,29.2,4.5
Treveon Graham,23,CHO,SG,27,1,189,19,40,.475,9,15,.600,10,25,.400,.588,10,15,.667,5,17,22,6,6,1,3,18,57,0,,https://www.basketball-reference.com/players/g/grahatr01.html,https://www.basketball-reference.com/teams/CHO/2017.html,treveon-graham,71,2.6,0.38,7.0,1.0
Trevor Ariza,31,HOU,SF,80,80,2773,326,798,.409,191,555,.344,135,243,.556,.528,93,126,.738,54,404,458,175,147,20,73,133,936,0,,https://www.basketball-reference.com/players/a/arizatr01.html,https://www.basketball-reference.com/teams/HOU/2017.html,trevor-ariza,1530,19.1,0.55,34.7,10.6
Trevor Booker,29,BRK,PF,71,43,1754,305,591,.516,25,78,.321,280,513,.546,.537,74,110,.673,143,428,571,138,75,28,127,152,709,0,,https://www.basketball-reference.com/players/b/booketr01.html,https://www.basketball-reference.com/teams/BRK/2017.html,trevor-booker,1242,17.5,0.71,24.7,12.4
Trey Burke,24,WAS,PG,57,0,703,116,255,.455,31,70,.443,85,185,.459,.516,22,29,.759,7,40,47,100,11,5,48,54,285,0,,https://www.basketball-reference.com/players/b/burketr01.html,https://www.basketball-reference.com/teams/WAS/2017.html,trey-burke,346,6.1,0.49,12.3,3.0
Trey Lyles,21,UTA,PF,71,4,1158,159,439,.362,65,204,.319,94,235,.400,.436,57,79,.722,48,187,235,69,26,20,64,97,440,0,,https://www.basketball-reference.com/players/l/lylestr01.html,https://www.basketball-reference.com/teams/UTA/2017.html,trey-lyles,629,8.9,0.54,16.3,4.8
Tristan Thompson,25,CLE,C,78,78,2336,262,437,.600,0,3,.000,262,434,.604,.600,106,213,.498,286,429,715,77,39,84,64,176,630,0,,https://www.basketball-reference.com/players/t/thomptr01.html,https://www.basketball-reference.com/teams/CLE/2017.html,tristan-thompson,1305,16.7,0.56,29.9,9.3
Troy Daniels,25,MEM,SG,67,3,1183,185,495,.374,138,355,.389,47,140,.336,.513,43,54,.796,22,78,100,46,20,4,45,90,551,0,,https://www.basketball-reference.com/players/d/danietr01.html,https://www.basketball-reference.com/teams/MEM/2017.html,troy-daniels,586,8.7,0.5,17.7,4.3
Troy Williams,22,2TM,SF,30,16,557,73,167,.437,18,62,.290,55,105,.524,.491,21,32,.656,15,54,69,25,27,10,32,60,185,0,,https://www.basketball-reference.com/players/w/willitr02.html,,troy-williams,224,7.5,0.4,18.6,3.0
Ty Lawson,29,SAC,PG,69,24,1732,237,522,.454,34,118,.288,203,404,.502,.487,173,217,.797,44,135,179,334,74,6,129,119,681,1,,https://www.basketball-reference.com/players/l/lawsoty01.html,https://www.basketball-reference.com/teams/SAC/2017.html,ty-lawson,1026,14.9,0.59,25.1,8.8
Tyler Ennis,22,2TM,PG,53,2,588,90,208,.433,27,70,.386,63,138,.457,.498,21,25,.840,9,36,45,86,25,2,45,58,228,0,,https://www.basketball-reference.com/players/e/ennisty01.html,,tyler-ennis,283,5.3,0.48,11.1,2.6
Tyler Johnson,24,MIA,PG,73,0,2178,357,824,.433,93,250,.372,264,574,.460,.490,195,254,.768,50,243,293,233,84,44,90,176,1002,0,6MOY-11,https://www.basketball-reference.com/players/j/johnsty01.html,https://www.basketball-reference.com/teams/MIA/2017.html,tyler-johnson,1390,19.0,0.64,29.8,12.2
Tyler Ulis,21,PHO,PG,61,15,1123,184,437,.421,21,79,.266,163,358,.455,.445,55,71,.775,20,75,95,226,48,5,77,73,444,0,,https://www.basketball-reference.com/players/u/ulisty01.html,https://www.basketball-reference.com/teams/PHO/2017.html,tyler-ulis,668,11.0,0.59,18.4,6.5
Tyler Zeller,27,BOS,C,51,5,525,78,158,.494,0,1,.000,78,157,.497,.494,22,39,.564,43,81,124,42,7,21,20,61,178,0,,https://www.basketball-reference.com/players/z/zellety01.html,https://www.basketball-reference.com/teams/BOS/2017.html,tyler-zeller,291,5.7,0.55,10.3,3.2
Tyreke Evans,27,2TM,SF,40,6,788,150,370,.405,42,118,.356,108,252,.429,.462,69,92,.750,13,124,137,124,35,9,61,60,411,0,,https://www.basketball-reference.com/players/e/evansty01.html,,tyreke-evans,595,14.9,0.76,19.7,11.2
Tyson Chandler,34,PHO,C,47,46,1298,153,228,.671,0,0,,153,228,.671,.671,91,124,.734,153,386,539,30,33,24,65,126,397,0,,https://www.basketball-reference.com/players/c/chandty01.html,https://www.basketball-reference.com/teams/PHO/2017.html,tyson-chandler,832,17.7,0.64,27.6,11.3
Tyus Jones,20,MIN,PG,60,0,774,75,181,.414,26,73,.356,49,108,.454,.486,33,43,.767,10,57,67,156,48,5,38,50,209,0,,https://www.basketball-reference.com/players/j/jonesty01.html,https://www.basketball-reference.com/teams/MIN/2017.html,tyus-jones,397,6.6,0.51,12.9,3.4
Udonis Haslem,36,MIA,C,16,0,130,11,23,.478,0,3,.000,11,20,.550,.478,9,15,.600,8,28,36,6,6,1,8,22,31,0,,https://www.basketball-reference.com/players/h/hasleud01.html,https://www.basketball-reference.com/teams/MIA/2017.html,udonis-haslem,50,3.1,0.38,8.1,1.2
Victor Oladipo,24,OKC,SG,67,67,2222,412,932,.442,127,352,.361,285,580,.491,.510,116,154,.753,39,252,291,176,78,21,119,155,1067,0,,https://www.basketball-reference.com/players/o/oladivi01.html,https://www.basketball-reference.com/teams/OKC/2017.html,victor-oladipo,1359,20.3,0.61,33.2,12.4
Vince Carter,40,MEM,SF,73,15,1799,193,490,.394,112,296,.378,81,194,.418,.508,88,115,.765,36,191,227,133,60,36,50,163,586,0,6MOY-11,https://www.basketball-reference.com/players/c/cartevi01.html,https://www.basketball-reference.com/teams/MEM/2017.html,vince-carter,829,11.4,0.46,24.6,5.2
Wade Baldwin,20,MEM,PG,33,1,405,36,115,.313,3,22,.136,33,93,.355,.326,31,37,.838,11,35,46,61,18,7,39,40,106,0,,https://www.basketball-reference.com/players/b/baldwwa01.html,https://www.basketball-reference.com/teams/MEM/2017.html,wade-baldwin,159,4.8,0.39,12.3,1.9
Wayne Ellington,29,MIA,SG,62,13,1500,231,555,.416,149,394,.378,82,161,.509,.550,37,43,.860,18,114,132,70,35,4,30,70,648,0,,https://www.basketball-reference.com/players/e/ellinwa01.html,https://www.basketball-reference.com/teams/MIA/2017.html,wayne-ellington,789,12.7,0.53,24.2,6.7
Wayne Selden,22,2TM,SG,14,5,236,25,58,.431,7,28,.250,18,30,.600,.491,14,22,.636,1,15,16,13,6,1,12,18,71,0,,https://www.basketball-reference.com/players/s/seldewa01.html,,wayne-selden,77,5.5,0.33,16.9,1.8
Wesley Johnson,29,LAC,SF,68,3,810,73,200,.365,29,118,.246,44,82,.537,.438,11,17,.647,26,155,181,23,29,30,18,83,186,0,,https://www.basketball-reference.com/players/j/johnswe01.html,https://www.basketball-reference.com/teams/LAC/2017.html,wesley-johnson,348,5.1,0.43,11.9,2.2
Wesley Matthews,30,DAL,SG,73,73,2495,333,847,.393,174,479,.363,159,368,.432,.496,146,179,.816,18,241,259,210,77,15,102,161,986,0,,https://www.basketball-reference.com/players/m/matthwe02.html,https://www.basketball-reference.com/teams/DAL/2017.html,wesley-matthews,1284,17.6,0.51,34.2,9.1
Will Barton,26,DEN,SG,60,19,1705,295,666,.443,87,235,.370,208,431,.483,.508,143,190,.753,58,201,259,206,48,28,97,110,820,0,,https://www.basketball-reference.com/players/b/bartowi01.html,https://www.basketball-reference.com/teams/DEN/2017.html,will-barton,1154,19.2,0.68,28.4,13.0
Willie Cauley-Stein,23,SAC,C,75,21,1421,255,481,.530,0,2,.000,255,479,.532,.530,101,151,.669,85,254,339,80,53,44,69,147,611,0,,https://www.basketball-reference.com/players/c/caulewi01.html,https://www.basketball-reference.com/teams/SAC/2017.html,willie-cauley-stein,911,12.1,0.64,18.9,7.8
Willie Reed,26,MIA,C,71,5,1031,162,285,.568,1,4,.250,161,281,.573,.570,49,88,.557,129,203,332,26,18,47,31,137,374,0,,https://www.basketball-reference.com/players/r/reedwi02.html,https://www.basketball-reference.com/teams/MIA/2017.html,willie-reed,629,8.9,0.61,14.5,5.4
Willy Hernangómez,22,NYK,C,72,22,1324,246,465,.529,4,15,.267,242,450,.538,.533,91,125,.728,170,332,502,96,41,36,100,150,587,0,ROY-5,https://www.basketball-reference.com/players/h/hernawi01.html,https://www.basketball-reference.com/teams/NYK/2017.html,willy-hernangomez,1012,14.1,0.76,18.4,10.7
Wilson Chandler,29,DEN,SF,71,33,2197,433,939,.461,110,326,.337,323,613,.527,.520,141,194,.727,103,357,460,141,51,30,114,172,1117,0,,https://www.basketball-reference.com/players/c/chandwi01.html,https://www.basketball-reference.com/teams/DEN/2017.html,wilson-chandler,1513,21.3,0.69,30.9,14.7
